1368763200,5,http://www.bclc.com/,261,6,1297580400,Fri May 17 00:00:00 -0400 2013,5,616311,2011-02-13 07:00:00 UTC
1368763200,9,http://www.bclc.com/,261,8,1297494000,Fri May 17 00:00:00 -0400 2013,1,616312,2011-02-12 07:00:00 UTC
1368763200,0,http://www.bclc.com/,261,6,1297407600,Fri May 17 00:00:00 -0400 2013,6,616313,2011-02-11 07:00:00 UTC
1368763200,3,http://www.bclc.com/,261,0,1297321200,Fri May 17 00:00:00 -0400 2013,6,616314,2011-02-10 07:00:00 UTC
1368763200,6,http://www.bclc.com/,261,3,1297234800,Fri May 17 00:00:00 -0400 2013,4,616315,2011-02-09 07:00:00 UTC
1368763200,4,http://www.bclc.com/,261,4,1297148400,Fri May 17 00:00:00 -0400 2013,7,616316,2011-02-08 07:00:00 UTC
1368763200,9,http://www.bclc.com/,261,0,1297062000,Fri May 17 00:00:00 -0400 2013,7,616317,2011-02-07 07:00:00 UTC
1368763200,0,http://www.bclc.com/,261,8,1296975600,Fri May 17 00:00:00 -0400 2013,6,616318,2011-02-06 07:00:00 UTC
1368763200,1,http://www.bclc.com/,261,4,1296889200,Fri May 17 00:00:00 -0400 2013,8,616319,2011-02-05 07:00:00 UTC
1368763200,4,http://www.bclc.com/,261,1,1296802800,Fri May 17 00:00:00 -0400 2013,7,616320,2011-02-04 07:00:00 UTC
1368763200,1,http://www.bclc.com/,261,9,1296716400,Fri May 17 00:00:00 -0400 2013,1,616321,2011-02-03 07:00:00 UTC
1368763200,9,http://www.bclc.com/,261,5,1296630000,Fri May 17 00:00:00 -0400 2013,7,616322,2011-02-02 07:00:00 UTC
1368763200,7,http://www.bclc.com/,261,7,1296543600,Fri May 17 00:00:00 -0400 2013,9,616323,2011-02-01 07:00:00 UTC
