1456291,01/21/2015, $2,000,000,8,23,24,29,43,47
1456018,01/19/2015, $1,900,000,5,13,22,25,31,48
1455759,01/17/2015, $1,800,000,4,7,12,18,21,34
1455306,01/14/2015, $1,700,000,12,16,25,42,43,44
1455004,01/12/2015, $1,600,000,3,7,9,10,41,44
1454740,01/10/2015, $1,500,000,2,5,6,7,27,36
1454391,01/07/2015, $1,400,000,8,10,15,29,31,34
1454002,01/05/2015, $1,300,000,3,4,5,15,31,46
1453693,01/03/2015, $1,200,000,11,22,25,26,47,48
1453213,12/31/2014, $1,100,000,4,5,23,37,40,49
1452860,12/29/2014, $1,000,000,6,14,17,19,35,46
1452550,12/27/2014, $11,100,000,6,30,35,36,39,43
1452046,12/24/2014, $10,900,000,1,2,7,15,29,42
1451683,12/22/2014, $10,800,000,2,21,28,33,44,45
1451363,12/20/2014, $10,600,000,1,2,3,15,22,45
1450820,12/17/2014, $10,500,000,1,6,14,27,42,48
1450451,12/15/2014, $10,400,000,16,19,25,29,39,48
1450118,12/13/2014, $10,200,000,2,11,21,43,44,45
1449553,12/10/2014, $10,000,000,1,3,27,43,48,49
1449174,12/08/2014, $9,900,000,1,5,14,15,16,19
1448840,12/06/2014, $9,700,000,12,22,23,24,42,45
1448274,12/03/2014, $9,600,000,1,7,18,36,39,46
1447939,12/01/2014, $9,500,000,1,8,24,32,43,49
1447566,11/29/2014, $9,300,000,18,20,29,38,40,46
1446989,11/26/2014, $9,200,000,12,13,14,28,36,47
1446603,11/24/2014, $9,000,000,34,35,38,40,41,43
1446268,11/22/2014, $8,900,000,10,15,22,26,36,37
1445692,11/19/2014, $8,800,000,1,7,11,25,28,36
1445305,11/17/2014, $8,700,000,4,7,9,26,34,35
1444968,11/15/2014, $8,500,000,6,8,23,26,41,42
1444398,11/12/2014, $8,300,000,24,28,29,30,38,41
1444012,11/10/2014, $8,200,000,15,18,21,23,32,40
1443674,11/08/2014, $8,000,000,13,19,23,33,44,48
1443096,11/05/2014, $7,900,000,5,6,14,19,34,38
1442712,11/03/2014, $7,800,000,32,33,38,40,41,48
1442363,11/01/2014, $7,600,000,8,11,18,24,30,34
1441797,10/29/2014, $7,500,000,7,13,15,17,26,38
1441411,10/27/2014, $7,400,000,6,11,12,21,25,41
1441073,10/25/2014, $7,200,000,4,5,6,18,26,27
1440495,10/22/2014, $7,100,000,9,14,17,19,31,34
1440110,10/20/2014, $7,000,000,8,11,26,28,35,46
1439770,10/18/2014, $6,800,000,5,11,12,21,31,39
1439195,10/15/2014, $6,700,000,6,15,22,38,41,44
1438810,10/13/2014, $6,600,000,12,18,21,28,38,48
1438474,10/11/2014, $6,400,000,4,20,29,32,39,47
1437891,10/08/2014, $6,300,000,9,25,28,29,45,49
1437510,10/06/2014, $6,200,000,2,12,13,23,25,43
1437171,10/04/2014, $6,000,000,3,8,14,18,26,40
1436596,10/01/2014, $5,900,000,2,5,17,35,45,48
1436211,09/29/2014, $5,800,000,6,9,12,21,44,45
1435872,09/27/2014, $5,600,000,1,4,7,25,44,48
1435314,09/24/2014, $5,500,000,6,18,23,29,32,43
1435315,09/22/2014, $5,400,000,4,19,20,24,37,43
1434571,09/20/2014, $5,200,000,1,3,11,32,34,40
1433993,09/17/2014, $5,100,000,1,6,16,22,33,44
1433608,09/15/2014, $5,000,000,4,24,26,30,31,38
1433256,09/13/2014, $4,800,000,15,25,27,30,36,39
1432689,09/10/2014, $4,700,000,10,24,36,42,47,49
1432315,09/08/2014, $4,700,000,5,21,22,29,31,45
1431966,09/06/2014, $4,500,000,3,18,21,23,30,35
1431389,09/03/2014, $4,400,000,4,13,20,31,34,39
1431001,09/01/2014, $4,300,000,3,23,28,30,43,46
1430664,08/30/2014, $4,200,000,17,30,38,42,43,48
1430085,08/27/2014, $4,100,000,6,23,28,29,43,46
1429697,08/25/2014, $4,000,000,1,5,8,14,35,45
1429361,08/23/2014, $3,900,000,13,26,30,31,43,49
1428781,08/20/2014, $3,800,000,1,4,13,19,34,39
1428396,08/18/2014, $3,700,000,2,20,21,24,25,43
1428058,08/16/2014, $3,600,000,1,6,31,33,39,45
1427472,08/13/2014, $3,500,000,2,11,16,21,25,28
1427092,08/11/2014, $3,400,000,17,21,24,37,46,48
1426752,08/09/2014, $3,300,000,6,10,11,22,28,33
1425982,08/06/2014, $3,200,000,3,10,23,30,38,45
1425601,08/04/2014, $3,100,000,6,10,16,24,37,47
1425264,08/02/2014, $3,000,000,7,10,11,13,33,44
1424692,07/30/2014, $2,900,000,11,14,15,27,35,47
1424313,07/28/2014, $2,800,000,10,28,36,42,43,49
1423974,07/26/2014, $2,700,000,4,11,24,25,28,37
1423404,07/23/2014, $2,600,000,4,10,12,21,44,46
1423023,07/21/2014, $2,500,000,2,6,18,28,34,43
1422690,07/19/2014, $2,400,000,2,4,14,23,45,48
1422117,07/16/2014, $2,300,000,9,10,22,43,45,48
1421734,07/14/2014, $2,200,000,20,25,28,36,47,48
1421397,07/12/2014, $2,100,000,8,19,23,25,30,45
1420831,07/09/2014, $2,000,000,19,21,23,25,35,41
1420454,07/07/2014, $1,900,000,3,6,16,23,31,35
1420121,07/05/2014, $1,800,000,1,8,20,22,34,40
1419566,07/02/2014, $1,700,000,1,5,7,11,19,32
1419189,06/30/2014, $1,600,000,8,17,19,40,41,48
1418862,06/28/2014, $1,500,000,9,17,19,30,41,45
1418312,06/25/2014, $1,400,000,21,22,27,29,33,42
