1368763200,40,7,48,http://www.lottobrazil.com,281,12,1304056800,Fri May 17 00:00:00 -0400 2013,30,665310,31,2011-04-29 06:00:00 UTC
1368763200,35,2,44,http://www.lottobrazil.com,281,12,1303797600,Fri May 17 00:00:00 -0400 2013,24,665311,31,2011-04-26 06:00:00 UTC
1368763200,48,13,49,http://www.lottobrazil.com,281,24,1303538400,Fri May 17 00:00:00 -0400 2013,42,664139,46,2011-04-23 06:00:00 UTC
1368763200,48,13,49,http://www.lottobrazil.com,281,24,1303452000,Fri May 17 00:00:00 -0400 2013,42,664140,46,2011-04-22 06:00:00 UTC
1368763200,36,3,50,http://www.lottobrazil.com,281,14,1303192800,Fri May 17 00:00:00 -0400 2013,22,663246,23,2011-04-19 06:00:00 UTC
1368763200,18,1,44,http://www.lottobrazil.com,281,2,1302847200,Fri May 17 00:00:00 -0400 2013,12,662430,15,2011-04-15 06:00:00 UTC
1368763200,21,2,30,http://www.lottobrazil.com,281,9,1302588000,Fri May 17 00:00:00 -0400 2013,12,661787,16,2011-04-12 06:00:00 UTC
1368763200,26,6,46,http://www.lottobrazil.com,281,11,1302242400,Fri May 17 00:00:00 -0400 2013,22,660989,25,2011-04-08 06:00:00 UTC
1368763200,41,17,49,http://www.lottobrazil.com,281,19,1301983200,Fri May 17 00:00:00 -0400 2013,34,660326,39,2011-04-05 06:00:00 UTC
1368763200,40,9,41,http://www.lottobrazil.com,281,11,1301637600,Fri May 17 00:00:00 -0400 2013,14,658110,31,2011-04-01 06:00:00 UTC
1368763200,44,22,46,http://www.lottobrazil.com,281,26,1301378400,Fri May 17 00:00:00 -0400 2013,32,657451,34,2011-03-29 06:00:00 UTC
1368763200,44,16,50,http://www.lottobrazil.com,281,25,1301032800,Fri May 17 00:00:00 -0400 2013,38,656648,41,2011-03-25 06:00:00 UTC
1368763200,36,3,50,http://www.lottobrazil.com,281,11,1300773600,Fri May 17 00:00:00 -0400 2013,13,655879,35,2011-03-22 06:00:00 UTC
1368763200,42,15,45,http://www.lottobrazil.com,281,25,1300428000,Fri May 17 00:00:00 -0400 2013,36,655109,37,2011-03-18 06:00:00 UTC
1368763200,30,3,45,http://www.lottobrazil.com,281,15,1300168800,Fri May 17 00:00:00 -0400 2013,16,653884,28,2011-03-15 06:00:00 UTC
1368763200,29,14,35,http://www.lottobrazil.com,281,16,1299826800,Fri May 17 00:00:00 -0400 2013,22,647586,24,2011-03-11 07:00:00 UTC
1368763200,39,5,46,http://www.lottobrazil.com,281,15,1299654000,Fri May 17 00:00:00 -0400 2013,21,647587,34,2011-03-09 07:00:00 UTC
1368763200,35,2,46,http://www.lottobrazil.com,281,19,1299222000,Fri May 17 00:00:00 -0400 2013,25,645534,32,2011-03-04 07:00:00 UTC
1368763200,46,17,48,http://www.lottobrazil.com,281,27,1298962800,Fri May 17 00:00:00 -0400 2013,34,631277,36,2011-03-01 07:00:00 UTC
1368763200,39,2,40,http://www.lottobrazil.com,281,11,1298617200,Fri May 17 00:00:00 -0400 2013,23,630144,38,2011-02-25 07:00:00 UTC
1368763200,43,7,47,http://www.lottobrazil.com,281,18,1298358000,Fri May 17 00:00:00 -0400 2013,21,628647,42,2011-02-22 07:00:00 UTC
1368763200,46,15,48,http://www.lottobrazil.com,281,17,1298012400,Fri May 17 00:00:00 -0400 2013,18,627577,19,2011-02-18 07:00:00 UTC
1368763200,37,2,46,http://www.lottobrazil.com,281,4,1297753200,Fri May 17 00:00:00 -0400 2013,8,626738,22,2011-02-15 07:00:00 UTC
1368763200,45,10,50,http://www.lottobrazil.com,281,13,1297407600,Fri May 17 00:00:00 -0400 2013,25,625622,26,2011-02-11 07:00:00 UTC
1368763200,26,4,37,http://www.lottobrazil.com,281,8,1297148400,Fri May 17 00:00:00 -0400 2013,17,624828,24,2011-02-08 07:00:00 UTC
1368763200,45,8,50,http://www.lottobrazil.com,281,19,1296802800,Fri May 17 00:00:00 -0400 2013,27,623760,42,2011-02-04 07:00:00 UTC
1368763200,39,3,41,http://www.lottobrazil.com,281,7,1296543600,Fri May 17 00:00:00 -0400 2013,14,622914,27,2011-02-01 07:00:00 UTC
1368763200,41,21,43,http://www.lottobrazil.com,281,24,1296198000,Fri May 17 00:00:00 -0400 2013,36,621841,40,2011-01-28 07:00:00 UTC
1368763200,46,10,47,http://www.lottobrazil.com,281,14,1295938800,Fri May 17 00:00:00 -0400 2013,16,620685,41,2011-01-25 07:00:00 UTC
1368763200,22,1,32,http://www.lottobrazil.com,281,7,1295593200,Fri May 17 00:00:00 -0400 2013,17,620686,19,2011-01-21 07:00:00 UTC
1368763200,36,2,40,http://www.lottobrazil.com,281,5,1295334000,Fri May 17 00:00:00 -0400 2013,24,620687,32,2011-01-18 07:00:00 UTC
1368763200,32,1,38,http://www.lottobrazil.com,281,6,1294988400,Fri May 17 00:00:00 -0400 2013,12,620688,18,2011-01-14 07:00:00 UTC
1368763200,39,1,42,http://www.lottobrazil.com,281,3,1294729200,Fri May 17 00:00:00 -0400 2013,9,620689,29,2011-01-11 07:00:00 UTC
1368763200,40,18,42,http://www.lottobrazil.com,281,21,1294383600,Fri May 17 00:00:00 -0400 2013,26,620690,30,2011-01-07 07:00:00 UTC
1368763200,33,1,45,http://www.lottobrazil.com,281,2,1294124400,Fri May 17 00:00:00 -0400 2013,13,620691,20,2011-01-04 07:00:00 UTC
1368763200,36,7,43,http://www.lottobrazil.com,281,22,1293778800,Fri May 17 00:00:00 -0400 2013,24,620692,30,2010-12-31 07:00:00 UTC
