1491827,12/28/2016,£500000,12,19,28,33,37,11
1491709,12/24/2016,£500000,1,6,25,32,36,9
1491670,12/23/2016,£500000,1,11,13,18,26,10
1491633,12/21/2016,£500000,2,4,5,13,18,13
1491493,12/17/2016,£500000,10,16,21,28,38,2
1491454,12/16/2016,£500000,1,21,25,35,39,10
1491390,12/14/2016,£500000,1,4,6,28,30,8
1491277,12/10/2016,£500000,11,18,20,26,28,12
1491238,12/09/2016,£500000,1,8,10,29,35,12
1491180,12/07/2016,£500000,3,6,22,25,28,8
1491063,12/03/2016,£500000,7,13,18,23,29,14
1491024,12/02/2016,£500000,6,19,30,33,35,12
1490966,11/30/2016,£500000,8,23,25,35,38,3
1490848,11/26/2016,£500000,5,8,11,14,33,1
1490809,11/25/2016,£500000,1,4,20,32,37,9
1490750,11/23/2016,£500000,2,4,10,24,29,7
1490631,11/19/2016,£500000,3,6,15,26,38,10
1490592,11/18/2016,£500000,6,7,9,24,38,3
1490533,11/16/2016,£500000,21,29,30,32,37,13
1490414,11/12/2016,£500000,2,15,21,24,39,2
1490375,11/11/2016,£500000,1,14,22,23,26,3
1490316,11/09/2016,£500000,2,7,22,26,36,14
1490199,11/05/2016,£500000,2,16,18,24,26,1
1490159,11/04/2016,£500000,2,15,27,31,32,11
1490102,11/02/2016,£500000,11,14,19,22,26,13
1489983,10/29/2016,£500000,4,5,16,19,32,4
1489943,10/28/2016,£500000,1,7,23,33,37,11
1489885,10/26/2016,£500000,7,13,15,24,38,4
1489766,10/22/2016,£500000,3,8,19,21,32,3
1489727,10/21/2016,£500000,2,11,22,29,37,3
1489666,10/19/2016,£500000,26,29,34,38,39,4
1489549,10/15/2016,£500000,2,9,23,26,32,6
1489510,10/14/2016,£500000,3,4,19,28,37,8
1489452,10/12/2016,£500000,1,7,15,21,32,8
1489333,10/08/2016,£500000,23,27,30,31,38,13
1489294,10/07/2016,£500000,8,9,15,19,26,8
1489236,10/05/2016,£500000,3,13,23,34,39,6
1489118,10/01/2016,£500000,6,8,17,26,33,9
1489062,09/30/2016,£500000,24,27,34,36,37,2
1489019,09/28/2016,£500000,7,13,22,27,34,3
1488902,09/24/2016,£500000,9,12,23,30,33,3
1488863,09/23/2016,£500000,1,11,14,27,34,14
1488804,09/21/2016,£500000,2,4,7,19,34,6
1488685,09/17/2016,£500000,5,11,12,17,18,10
1488646,09/16/2016,£500000,16,21,22,33,39,5
1488587,09/14/2016,£500000,10,14,20,26,37,5
1488468,09/10/2016,£500000,10,17,24,26,34,11
1488429,09/09/2016,£500000,6,12,20,26,27,14
1488363,09/07/2016,£500000,5,22,23,25,32,12
1488253,09/03/2016,£500000,9,19,24,26,30,9
1488214,09/02/2016,£500000,5,11,22,30,34,4
1488156,08/31/2016,£500000,1,2,10,19,29,8
1488037,08/27/2016,£500000,11,19,23,28,36,5
1487998,08/26/2016,£500000,5,17,20,27,31,3
1487937,08/24/2016,£500000,8,18,22,26,34,12
1487811,08/20/2016,£500000,8,27,30,36,39,6
1487781,08/19/2016,£500000,2,19,20,29,36,14
1487721,08/17/2016,£500000,11,15,16,22,38,1
1487602,08/13/2016,£500000,12,14,19,20,33,9
1487562,08/12/2016,£500000,7,13,20,24,33,14
1487505,08/10/2016,£500000,2,6,13,20,29,10
1487386,08/06/2016,£500000,4,9,11,14,30,8
1487346,08/05/2016,£500000,4,11,16,24,38,5
1487288,08/03/2016,£500000,8,21,28,32,38,3
1487169,07/30/2016,£500000,2,3,9,23,24,6
1487128,07/29/2016,£500000,6,7,16,22,29,4
1487070,07/27/2016,£500000,8,12,13,14,16,5
1486952,07/23/2016,£500000,4,7,22,23,24,3
1486911,07/22/2016,£500000,7,9,13,21,24,1
1486853,07/20/2016,£500000,23,25,33,36,37,10
1486735,07/16/2016,£500000,4,10,29,30,38,14
1486695,07/15/2016,£500000,4,5,32,33,35,6
1486636,07/13/2016,£500000,1,3,6,8,12,9
1486514,07/09/2016,£500000,12,15,23,31,37,8
1486475,07/08/2016,£500000,7,13,18,23,36,14
1486416,07/06/2016,£500000,2,6,15,18,29,9
1486291,07/02/2016,£500000,2,12,13,17,31,6
1486261,07/01/2016,£500000,7,8,11,24,36,3
1486203,06/29/2016,£500000,1,2,5,32,34,13
1486080,06/25/2016,£500000,3,25,26,36,38,13
1486032,06/24/2016,£500000,14,20,22,35,36,3
1485981,06/22/2016,£500000,1,8,13,19,31,1
1485860,06/18/2016,£500000,8,21,28,29,30,12
1485820,06/17/2016,£500000,27,28,30,34,37,8
1485762,06/15/2016,£500000,7,10,20,27,39,3
1485640,06/11/2016,£500000,3,24,32,35,36,6
1485600,06/10/2016,£500000,11,16,21,26,28,14
1485540,06/08/2016,£500000,7,10,17,20,22,11
1485421,06/04/2016,£500000,7,25,26,34,35,5
1485381,06/03/2016,£500000,3,26,27,36,37,7
1485323,06/01/2016,£500000,13,16,24,29,33,1
1485202,05/28/2016,£500000,1,25,30,31,36,3
1485162,05/27/2016,£500000,3,13,19,21,27,10
1485104,05/25/2016,£500000,22,27,29,31,38,4
1484983,05/21/2016,£500000,9,12,15,38,39,14
1484942,05/20/2016,£500000,1,2,3,4,15,14
1484882,05/18/2016,£500000,9,11,18,30,31,1
1484761,05/14/2016,£500000,11,15,16,22,34,1
1484721,05/13/2016,£500000,6,10,12,28,31,5
1484653,05/11/2016,£500000,6,10,16,25,27,3
1484542,05/07/2016,£500000,1,20,28,30,37,7
1484499,05/06/2016,£500000,3,13,19,23,32,14
1484442,05/04/2016,£500000,3,4,21,31,38,11
1484324,04/30/2016,£500000,6,10,11,17,18,9
1484284,04/29/2016,£500000,4,5,13,18,32,11
1484224,04/27/2016,£500000,5,18,24,32,34,9
1484104,04/23/2016,£500000,7,12,18,25,32,11
1484064,04/22/2016,£500000,10,17,19,27,35,3
1483995,04/20/2016,£500000,3,13,14,22,36,8
1483883,04/16/2016,£500000,8,23,26,32,37,6
1483843,04/15/2016,£500000,6,14,16,30,38,10
1483783,04/13/2016,£500000,3,26,29,36,37,6
1483662,04/09/2016,£500000,3,16,19,26,30,8
1483623,04/08/2016,£500000,13,17,23,25,37,12
