1492884,01/10/2017,,3,5,14,20,21,26,34,38,42,43,44,46,50,53,54,56,60,62,66,67
1492859,01/09/2017,,1,9,16,17,18,20,21,22,23,30,38,41,48,57,58,60,61,64,69,70
1492834,01/08/2017,,3,4,5,10,12,13,14,19,22,31,35,38,39,47,52,59,61,62,68,69
1492800,01/07/2017,,2,3,4,7,9,17,18,21,22,28,38,46,48,51,52,53,54,56,60,70
1492768,01/06/2017,,5,7,13,16,24,26,35,36,39,40,43,44,45,53,57,61,64,65,68,69
1492742,01/05/2017,,2,4,15,19,25,30,32,36,38,39,43,45,51,52,53,55,57,60,62,67
1492708,01/04/2017,,1,3,6,10,11,12,14,22,26,28,37,44,46,49,53,54,56,58,60,68
1492678,01/03/2017,,4,6,12,15,16,19,20,24,29,30,37,39,46,47,49,50,51,65,66,68
1492653,01/02/2017,,4,5,8,16,22,25,28,30,33,35,44,46,47,53,55,61,63,65,67,70
1492628,01/01/2017,,10,12,13,18,20,22,27,28,31,48,53,56,57,58,59,60,61,63,66,67
1492595,12/31/2016,,5,7,9,10,11,13,17,20,38,39,40,48,49,50,52,55,56,57,60,66
1492561,12/30/2016,,5,6,7,10,13,21,23,28,29,30,35,46,47,48,49,55,61,64,67,70
1491853,12/29/2016,,9,15,20,22,26,29,31,33,34,36,38,39,41,43,47,48,49,50,53,66
1491819,12/28/2016,,5,7,9,19,20,21,25,26,28,30,35,36,38,44,49,52,53,54,60,67
1491788,12/27/2016,,3,5,8,11,15,16,19,22,29,31,34,35,40,46,54,57,59,60,68,70
1491761,12/26/2016,,3,5,10,11,17,26,27,28,29,34,37,39,42,44,51,55,57,58,68,69
1491735,12/25/2016,,6,8,9,10,21,27,33,36,39,41,42,43,48,49,53,56,57,58,62,67
1491700,12/24/2016,,4,8,9,14,16,18,22,24,26,28,31,32,38,45,50,55,58,68,69,70
1491666,12/23/2016,,6,17,24,26,27,28,30,33,35,36,46,47,48,53,54,56,60,61,62,66
1491622,12/22/2016,,4,9,10,12,21,24,29,30,38,39,43,44,47,50,52,53,59,63,69,70
1491604,12/21/2016,,2,5,14,18,23,24,26,28,32,35,38,50,54,55,56,59,61,66,69,70
1491573,12/20/2016,,3,7,16,19,21,24,25,29,31,34,41,49,50,51,52,59,60,61,64,68
1491546,12/19/2016,,2,7,10,14,15,22,25,26,30,35,38,43,44,47,51,56,59,60,62,64
1491520,12/18/2016,,4,11,12,16,17,22,27,29,31,36,38,46,47,49,50,51,57,60,62,63
1491484,12/17/2016,,1,2,5,7,9,12,13,16,23,28,35,36,38,40,50,51,53,54,56,70
1491450,12/16/2016,,5,9,11,12,13,20,21,25,27,35,38,42,44,49,51,54,58,68,69,70
1491421,12/15/2016,,2,6,7,9,11,16,26,28,30,36,37,41,43,49,51,58,59,67,69,70
1491379,12/14/2016,,2,9,15,18,27,31,35,40,43,44,51,53,56,58,60,62,63,64,67,69
1491380,12/13/2016,,5,8,11,22,24,33,35,38,41,43,44,45,47,50,53,57,58,63,65,70
1491330,12/12/2016,,1,3,6,7,13,14,22,27,28,37,43,48,54,55,56,63,64,65,66,67
1491304,12/11/2016,,1,5,10,13,16,18,21,23,31,32,33,34,35,42,49,56,57,65,67,68
1491268,12/10/2016,,1,6,7,8,9,14,16,22,23,24,25,28,29,45,48,53,55,63,65,68
1491234,12/09/2016,,5,7,8,11,13,14,16,21,25,28,32,33,35,40,44,45,46,49,65,66
1491208,12/08/2016,,3,8,13,14,18,19,20,21,22,26,30,34,36,37,39,44,49,57,58,69
1491172,12/07/2016,,1,5,14,15,17,19,25,26,27,30,33,36,39,40,47,49,55,56,62,70
1491142,12/06/2016,,1,4,8,10,20,24,25,26,30,33,36,37,49,50,57,58,62,64,68,69
1491115,12/05/2016,,1,4,7,9,12,16,22,26,33,35,42,45,50,51,53,57,61,62,63,69
1491088,12/04/2016,,1,7,12,16,19,21,23,26,27,31,32,42,44,45,49,52,55,58,60,61
1491054,12/03/2016,,1,4,7,12,15,18,20,22,29,30,34,37,38,41,42,49,56,57,62,70
1491020,12/02/2016,,2,4,8,12,24,26,28,30,33,40,42,47,48,56,60,63,66,67,69,70
1490993,12/01/2016,,1,3,7,10,11,12,19,37,38,44,45,46,47,48,50,52,62,66,69,70
1490958,11/30/2016,,2,7,12,15,17,18,19,33,34,39,40,42,43,44,45,49,52,54,57,61
1490927,11/29/2016,,5,7,8,9,12,16,19,20,27,31,32,35,37,41,45,49,50,56,59,60
1490900,11/28/2016,,2,3,5,8,10,12,13,19,21,23,32,36,38,43,44,48,51,54,57,64
1490874,11/27/2016,,4,7,9,13,15,19,22,29,30,31,34,38,39,47,51,58,67,68,69,70
1490839,11/26/2016,,2,5,11,12,16,17,21,23,26,27,29,32,33,34,45,51,55,56,64,70
1490805,11/25/2016,,1,2,5,8,9,13,17,27,31,33,38,41,45,50,53,55,59,62,65,67
1490778,11/24/2016,,5,7,12,15,18,20,22,27,29,31,41,44,46,48,49,52,56,58,65,69
1490742,11/23/2016,,5,6,8,17,19,20,22,29,31,33,36,43,46,47,58,62,63,66,67,68
1490711,11/22/2016,,2,6,9,10,11,18,20,26,30,36,37,39,41,42,43,45,50,58,62,68
1490684,11/21/2016,,1,2,4,5,6,9,11,15,18,22,30,32,35,41,46,48,54,60,61,70
1490656,11/20/2016,,1,2,6,7,10,11,15,17,32,35,43,48,49,50,52,58,60,62,64,67
1490622,11/19/2016,,1,3,4,14,15,17,25,28,32,36,38,39,43,45,48,52,57,61,62,65
1490588,11/18/2016,,1,8,11,22,27,29,30,37,39,43,46,49,54,56,57,60,64,65,68,70
1490561,11/17/2016,,1,6,8,9,12,14,19,22,23,27,33,34,47,51,58,59,63,64,65,69
1490525,11/16/2016,,1,5,6,12,23,27,32,33,37,48,49,53,54,60,61,64,66,68,69,70
1490494,11/15/2016,,2,14,15,16,18,22,25,26,36,37,42,44,45,51,55,56,60,63,68,70
1490467,11/14/2016,,1,2,5,6,11,13,17,20,28,39,41,42,43,45,47,51,57,59,63,66
1490440,11/13/2016,,1,5,7,8,10,11,12,17,23,33,37,40,44,47,51,56,59,60,62,68
1490405,11/12/2016,,7,10,13,15,16,22,25,27,38,42,43,44,45,49,50,57,58,61,62,70
1490371,11/11/2016,,2,5,7,18,20,21,23,25,33,42,45,46,52,54,55,56,60,61,66,67
1490344,11/10/2016,,2,5,7,11,18,35,37,41,49,52,54,56,58,59,61,62,65,67,68,69
1490308,11/09/2016,,3,17,22,26,29,31,33,34,40,43,51,52,55,56,57,61,64,68,69,70
1490277,11/08/2016,,4,5,7,8,15,17,18,19,22,23,25,26,29,31,38,40,49,51,63,64
1490250,11/07/2016,,4,6,11,18,20,23,26,27,29,30,32,37,41,43,44,51,53,59,61,70
1490213,11/06/2016,,5,6,9,14,16,18,19,21,24,27,30,37,39,41,43,46,48,54,69,70
1490190,11/05/2016,,1,5,6,9,16,22,23,26,32,35,39,43,44,48,56,58,59,61,65,69
1490155,11/04/2016,,1,2,4,11,17,20,23,29,34,44,49,50,51,54,58,60,61,62,65,67
1490129,11/03/2016,,2,3,9,11,13,15,17,20,25,33,34,38,39,43,44,50,56,59,65,69
1490094,11/02/2016,,7,14,18,19,22,25,26,28,29,32,35,36,38,42,44,46,51,57,58,65
1490062,11/01/2016,,3,5,8,9,10,15,20,21,22,25,38,40,41,43,46,52,55,60,62,63
1490035,10/31/2016,,6,10,13,17,20,22,25,29,33,34,39,41,43,44,46,49,58,60,64,70
1490009,10/30/2016,,1,2,6,8,14,16,24,28,33,35,37,38,40,49,56,62,63,64,66,69
1489974,10/29/2016,,12,14,20,21,22,23,25,28,30,31,32,39,40,41,44,45,46,47,48,51
1489939,10/28/2016,,3,5,6,12,15,19,21,30,31,32,35,41,45,51,59,60,63,65,67,68
1489912,10/27/2016,,1,4,6,12,15,16,19,29,31,32,38,47,49,54,55,56,57,60,68,69
1489877,10/26/2016,,8,9,10,11,15,18,22,25,26,33,40,43,46,47,48,50,58,62,63,66
1489845,10/25/2016,,5,6,7,14,18,19,26,29,35,36,41,42,46,47,60,61,66,67,68,69
1489819,10/24/2016,,2,4,6,9,12,15,19,28,33,34,37,51,52,53,54,60,63,64,69,70
