1368763200,34,6, $50,000,94,8,1351951200,Fri May 17 00:00:00 -0400 2013,30,1286781,32,2012-11-03 14:00:00 UTC
1368763200,35,6, $50,000,94,7,1351915200,Fri May 17 00:00:00 -0400 2013,12,1286680,26,2012-11-03 04:00:00 UTC
1368763200,33,6, $50,000,94,27,1351864800,Fri May 17 00:00:00 -0400 2013,28,1285385,30,2012-11-02 14:00:00 UTC
1368763200,36,25, $50,000,94,32,1351828800,Fri May 17 00:00:00 -0400 2013,33,1285303,34,2012-11-02 04:00:00 UTC
1368763200,27,6, $50,000,94,9,1351778400,Fri May 17 00:00:00 -0400 2013,24,1285053,25,2012-11-01 14:00:00 UTC
1368763200,31,14, $50,000,94,15,1351742400,Fri May 17 00:00:00 -0400 2013,20,1284974,22,2012-11-01 04:00:00 UTC
1368763200,36,2, $50,000,94,3,1351692000,Fri May 17 00:00:00 -0400 2013,13,1284675,16,2012-10-31 14:00:00 UTC
1368763200,28,2, $50,000,94,11,1351656000,Fri May 17 00:00:00 -0400 2013,23,1284586,25,2012-10-31 04:00:00 UTC
1368763200,30,13, $50,000,94,18,1351605600,Fri May 17 00:00:00 -0400 2013,23,1284382,27,2012-10-30 14:00:00 UTC
1368763200,30,2, $50,000,94,11,1351569600,Fri May 17 00:00:00 -0400 2013,13,1284216,26,2012-10-30 04:00:00 UTC
1368763200,28,3, $50,000,94,6,1351519200,Fri May 17 00:00:00 -0400 2013,13,1283953,14,2012-10-29 14:00:00 UTC
1368763200,24,15, $50,000,94,17,1351483200,Fri May 17 00:00:00 -0400 2013,20,1283892,23,2012-10-29 04:00:00 UTC
1368763200,36,3, $50,000,94,11,1351432800,Fri May 17 00:00:00 -0400 2013,20,1283641,31,2012-10-28 14:00:00 UTC
1368763200,31,12, $50,000,94,19,1351346400,Fri May 17 00:00:00 -0400 2013,20,1283265,26,2012-10-27 14:00:00 UTC
1368763200,33,5, $50,000,94,9,1351310400,Fri May 17 00:00:00 -0400 2013,17,1283175,31,2012-10-27 04:00:00 UTC
1368763200,31,4, $50,000,94,5,1351260000,Fri May 17 00:00:00 -0400 2013,6,1282921,14,2012-10-26 14:00:00 UTC
1368763200,33,4, $50,000,94,14,1351224000,Fri May 17 00:00:00 -0400 2013,21,1282843,31,2012-10-26 04:00:00 UTC
1368763200,35,9, $50,000,94,12,1351173600,Fri May 17 00:00:00 -0400 2013,17,1282594,31,2012-10-25 14:00:00 UTC
1368763200,34,2, $50,000,94,10,1351137600,Fri May 17 00:00:00 -0400 2013,15,1282518,24,2012-10-25 04:00:00 UTC
1368763200,33,5, $50,000,94,8,1351087200,Fri May 17 00:00:00 -0400 2013,19,1282225,31,2012-10-24 14:00:00 UTC
1368763200,32,12, $50,000,94,18,1351051200,Fri May 17 00:00:00 -0400 2013,20,1282048,22,2012-10-24 04:00:00 UTC
1368763200,34,11, $50,000,94,13,1351000800,Fri May 17 00:00:00 -0400 2013,18,1281824,26,2012-10-23 14:00:00 UTC
1368763200,24,4, $50,000,94,8,1350964800,Fri May 17 00:00:00 -0400 2013,11,1281654,17,2012-10-23 04:00:00 UTC
1368763200,31,2, $50,000,94,15,1350914400,Fri May 17 00:00:00 -0400 2013,25,1281399,29,2012-10-22 14:00:00 UTC
1368763200,34,6, $50,000,94,11,1350878400,Fri May 17 00:00:00 -0400 2013,28,1281323,29,2012-10-22 04:00:00 UTC
1368763200,36,5, $50,000,94,7,1350828000,Fri May 17 00:00:00 -0400 2013,12,1281127,31,2012-10-21 14:00:00 UTC
1368763200,35,9, $50,000,94,16,1350741600,Fri May 17 00:00:00 -0400 2013,21,1280658,31,2012-10-20 14:00:00 UTC
1368763200,35,2, $50,000,94,3,1350705600,Fri May 17 00:00:00 -0400 2013,15,1280572,17,2012-10-20 04:00:00 UTC
1368763200,33,5, $50,000,94,18,1350655200,Fri May 17 00:00:00 -0400 2013,24,1279319,31,2012-10-19 14:00:00 UTC
1368763200,36,3, $50,000,94,4,1350619200,Fri May 17 00:00:00 -0400 2013,9,1279333,10,2012-10-19 04:00:00 UTC
1368763200,33,3, $50,000,94,13,1350568800,Fri May 17 00:00:00 -0400 2013,23,1279320,29,2012-10-18 14:00:00 UTC
