75,51,50,1368763200,65,22,10,67,80,39,26, ,http://www.montanalottery.com/wi,19,58,11,1365429600,70,49,Fri May 17 00:00:00 -0400 2013,29,14,35,1324298,44,36,20,2013-04-08 14:00:00 UTC
71,51,50,1368763200,58,22,10,65,73,42,23, ,http://www.montanalottery.com/wi,19,55,13,1365393600,69,49,Fri May 17 00:00:00 -0400 2013,30,18,31,1324234,44,41,19,2013-04-08 04:00:00 UTC
69,42,38,1368763200,58,14,1,59,70,33,15, ,http://www.montanalottery.com/wi,19,49,2,1365343200,68,35,Fri May 17 00:00:00 -0400 2013,17,7,27,1324122,34,31,8,2013-04-07 14:00:00 UTC
75,46,43,1368763200,68,12,4,69,76,34,22, ,http://www.montanalottery.com/wi,19,59,7,1365307200,70,41,Fri May 17 00:00:00 -0400 2013,27,9,28,1324021,40,31,11,2013-04-07 04:00:00 UTC
62,46,45,1368763200,50,15,1,60,74,40,24, ,http://www.montanalottery.com/wi,19,49,2,1365256800,61,44,Fri May 17 00:00:00 -0400 2013,25,3,32,1323915,43,37,4,2013-04-06 14:00:00 UTC
77,50,47,1368763200,53,27,7,55,78,40,29, ,http://www.montanalottery.com/wi,19,52,19,1365220800,62,46,Fri May 17 00:00:00 -0400 2013,34,22,35,1323850,41,36,24,2013-04-06 04:00:00 UTC
73,46,41,1368763200,62,11,2,68,78,25,14, ,http://www.montanalottery.com/wi,19,51,3,1365170400,72,30,Fri May 17 00:00:00 -0400 2013,16,5,21,1323706,29,23,10,2013-04-05 14:00:00 UTC
74,55,52,1368763200,66,19,5,69,77,42,26, ,http://www.montanalottery.com/wi,19,63,6,1365134400,70,50,Fri May 17 00:00:00 -0400 2013,32,17,33,1323639,49,39,18,2013-04-05 04:00:00 UTC
66,52,51,1368763200,55,18,10,57,75,37,25, ,http://www.montanalottery.com/wi,19,53,11,1365084000,59,45,Fri May 17 00:00:00 -0400 2013,29,14,32,1323514,39,34,15,2013-04-04 14:00:00 UTC
73,55,53,1368763200,66,16,4,70,76,47,26, ,http://www.montanalottery.com/wi,19,60,6,1365048000,71,52,Fri May 17 00:00:00 -0400 2013,27,7,44,1323451,51,46,12,2013-04-04 04:00:00 UTC
79,66,59,1368763200,72,18,1,74,80,51,37, ,http://www.montanalottery.com/wi,19,70,2,1364997600,76,56,Fri May 17 00:00:00 -0400 2013,42,7,46,1323290,53,49,12,2013-04-03 14:00:00 UTC
69,53,49,1368763200,59,24,10,62,78,40,27, ,http://www.montanalottery.com/wi,19,55,18,1364961600,68,47,Fri May 17 00:00:00 -0400 2013,31,22,32,1323223,41,35,23,2013-04-03 04:00:00 UTC
75,69,63,1368763200,71,22,7,72,80,42,24, ,http://www.montanalottery.com/wi,19,70,14,1364911200,73,57,Fri May 17 00:00:00 -0400 2013,30,19,31,1323086,56,38,20,2013-04-02 14:00:00 UTC
75,52,46,1368763200,59,11,1,63,77,36,13, ,http://www.montanalottery.com/wi,19,58,2,1364875200,66,44,Fri May 17 00:00:00 -0400 2013,26,5,29,1323023,39,35,7,2013-04-02 04:00:00 UTC
67,38,34,1368763200,55,11,1,56,71,23,12, ,http://www.montanalottery.com/wi,19,51,7,1364824800,65,30,Fri May 17 00:00:00 -0400 2013,15,8,16,1322885,25,22,10,2013-04-01 14:00:00 UTC
73,58,51,1368763200,66,23,8,67,74,40,29, ,http://www.montanalottery.com/wi,19,59,13,1364788800,69,50,Fri May 17 00:00:00 -0400 2013,32,14,34,1322744,41,36,20,2013-04-01 04:00:00 UTC
73,46,45,1368763200,56,13,1,60,75,33,16, ,http://www.montanalottery.com/wi,19,49,2,1364738400,61,42,Fri May 17 00:00:00 -0400 2013,24,5,31,1322743,36,32,8,2013-03-31 14:00:00 UTC
72,58,45,1368763200,62,22,3,67,76,36,23, ,http://www.montanalottery.com/wi,19,60,10,1364702400,70,44,Fri May 17 00:00:00 -0400 2013,27,18,28,1322745,37,32,19,2013-03-31 04:00:00 UTC
65,57,55,1368763200,59,12,6,63,66,42,22, ,http://www.montanalottery.com/wi,19,58,7,1364652000,64,52,Fri May 17 00:00:00 -0400 2013,29,9,34,1322498,43,37,10,2013-03-30 14:00:00 UTC
73,57,54,1368763200,69,23,9,70,74,38,29, ,http://www.montanalottery.com/wi,19,66,13,1364616000,72,50,Fri May 17 00:00:00 -0400 2013,30,16,33,1322436,39,35,17,2013-03-30 04:00:00 UTC
72,61,59,1368763200,64,18,2,68,78,51,25, ,http://www.montanalottery.com/wi,19,63,10,1364565600,71,58,Fri May 17 00:00:00 -0400 2013,28,11,34,1322296,52,40,14,2013-03-29 14:00:00 UTC
71,62,49,1368763200,67,18,3,68,77,42,22, ,http://www.montanalottery.com/wi,19,65,4,1364529600,69,46,Fri May 17 00:00:00 -0400 2013,38,6,40,1322231,43,41,13,2013-03-29 04:00:00 UTC
77,55,53,1368763200,60,28,4,70,78,41,29, ,http://www.montanalottery.com/wi,19,58,12,1364479200,72,45,Fri May 17 00:00:00 -0400 2013,34,17,37,1322060,43,40,24,2013-03-28 14:00:00 UTC
70,53,46,1368763200,56,8,1,58,72,27,9, ,http://www.montanalottery.com/wi,19,55,3,1364443200,63,44,Fri May 17 00:00:00 -0400 2013,12,4,20,1322061,30,24,6,2013-03-28 04:00:00 UTC
72,57,55,1368763200,60,17,2,61,78,50,20, ,http://www.montanalottery.com/wi,19,59,9,1364392800,66,53,Fri May 17 00:00:00 -0400 2013,31,11,35,1321890,51,39,12,2013-03-27 14:00:00 UTC
