1032947,08/11/2012,1,2,6,8,9,15,22,23,24,27,33,34,41,42,46,53,57,64,66,70
1211332,08/11/2012,1,2,6,8,9,15,22,23,24,27,33,34,41,42,46,53,57,64,66,70
1035653,08/11/2012,1,2,6,8,9,15,22,23,24,27,33,34,41,42,46,53,57,64,66,70
1032948,08/11/2012,4,6,11,13,18,20,21,22,24,26,42,48,49,59,64,66,69,72,76,78
1211659,08/11/2012,4,6,11,13,18,20,21,22,24,26,42,48,49,59,64,66,69,72,76,78
1035660,08/11/2012,4,6,11,13,18,20,21,22,24,26,42,48,49,59,64,66,69,72,76,78
1032004,08/10/2012,12,15,16,18,30,34,35,36,37,43,47,49,52,56,64,73,75,78,79,80
1211333,08/10/2012,12,15,16,18,30,34,35,36,37,43,47,49,52,56,64,73,75,78,79,80
1035654,08/10/2012,12,15,16,18,30,34,35,36,37,43,47,49,52,56,64,73,75,78,79,80
1032128,08/10/2012,1,3,4,5,15,20,30,40,42,49,54,55,60,63,65,67,70,72,79,80
1211660,08/10/2012,1,3,4,5,15,20,30,40,42,49,54,55,60,63,65,67,70,72,79,80
1035661,08/10/2012,1,3,4,5,15,20,30,40,42,49,54,55,60,63,65,67,70,72,79,80
1032005,08/09/2012,4,20,21,23,27,32,37,41,44,45,47,51,52,54,56,59,62,63,70,71
1211334,08/09/2012,4,20,21,23,27,32,37,41,44,45,47,51,52,54,56,59,62,63,70,71
1035655,08/09/2012,4,20,21,23,27,32,37,41,44,45,47,51,52,54,56,59,62,63,70,71
1032007,08/09/2012,1,2,3,9,20,23,28,29,30,32,36,38,44,45,56,57,58,59,63,77
1211661,08/09/2012,1,2,3,9,20,23,28,29,30,32,36,38,44,45,56,57,58,59,63,77
1035662,08/09/2012,1,2,3,9,20,23,28,29,30,32,36,38,44,45,56,57,58,59,63,77
1032006,08/08/2012,3,5,6,15,16,17,18,23,26,32,35,37,38,43,46,47,59,61,73,77
1211335,08/08/2012,3,5,6,15,16,17,18,23,26,32,35,37,38,43,46,47,59,61,73,77
1035656,08/08/2012,3,5,6,15,16,17,18,23,26,32,35,37,38,43,46,47,59,61,73,77
1032008,08/08/2012,6,11,12,17,19,21,26,33,34,38,39,41,42,45,49,54,56,67,72,77
1211662,08/08/2012,6,11,12,17,19,21,26,33,34,38,39,41,42,45,49,54,56,67,72,77
1035663,08/08/2012,6,11,12,17,19,21,26,33,34,38,39,41,42,45,49,54,56,67,72,77
1031557,08/07/2012,2,7,14,15,34,35,41,42,48,49,52,53,54,60,64,67,69,70,72,76
1211336,08/07/2012,2,7,14,15,34,35,41,42,48,49,52,53,54,60,64,67,69,70,72,76
1035657,08/07/2012,2,7,14,15,34,35,41,42,48,49,52,53,54,60,64,67,69,70,72,76
1032009,08/07/2012,7,12,13,14,18,20,24,30,32,36,37,41,50,51,52,53,60,63,69,77
1211663,08/07/2012,7,12,13,14,18,20,24,30,32,36,37,41,50,51,52,53,60,63,69,77
1035664,08/07/2012,7,12,13,14,18,20,24,30,32,36,37,41,50,51,52,53,60,63,69,77
1031324,08/06/2012,1,3,5,6,8,21,25,28,35,44,46,53,61,68,70,72,74,77,78,79
1211337,08/06/2012,1,3,5,6,8,21,25,28,35,44,46,53,61,68,70,72,74,77,78,79
1035658,08/06/2012,1,3,5,6,8,21,25,28,35,44,46,53,61,68,70,72,74,77,78,79
1031558,08/06/2012,7,9,12,17,21,22,27,28,29,46,47,52,56,57,61,63,64,70,73,80
1211664,08/06/2012,7,9,12,17,21,22,27,28,29,46,47,52,56,57,61,63,64,70,73,80
1035665,08/06/2012,7,9,12,17,21,22,27,28,29,46,47,52,56,57,61,63,64,70,73,80
1031325,08/05/2012,5,9,13,14,17,19,27,28,34,35,37,39,41,43,47,52,57,59,67,68
1211338,08/05/2012,5,9,13,14,17,19,27,28,34,35,37,39,41,43,47,52,57,59,67,68
1035659,08/05/2012,5,9,13,14,17,19,27,28,34,35,37,39,41,43,47,52,57,59,67,68
1031326,08/05/2012,8,10,11,19,21,23,26,28,37,42,44,50,51,54,55,62,63,66,67,71
1211665,08/05/2012,8,10,11,19,21,23,26,28,37,42,44,50,51,54,55,62,63,66,67,71
1035666,08/05/2012,8,10,11,19,21,23,26,28,37,42,44,50,51,54,55,62,63,66,67,71
1030247,08/04/2012,1,3,13,14,15,18,19,25,28,30,31,34,36,37,41,45,51,61,71,74
1211339,08/04/2012,1,3,13,14,15,18,19,25,28,30,31,34,36,37,41,45,51,61,71,74
1030498,08/04/2012,1,3,13,14,15,18,19,25,28,30,31,34,36,37,41,45,51,61,71,74
1031327,08/04/2012,4,11,12,15,16,20,26,27,32,35,49,50,52,55,59,60,61,64,73,75
1211666,08/04/2012,4,11,12,15,16,20,26,27,32,35,49,50,52,55,59,60,61,64,73,75
1030526,08/04/2012,4,11,12,15,16,20,26,27,32,35,49,50,52,55,59,60,61,64,73,75
1030075,08/03/2012,1,3,7,9,11,17,18,20,21,22,29,33,45,49,56,58,63,68,76,80
1211340,08/03/2012,1,3,7,9,11,17,18,20,21,22,29,33,45,49,56,58,63,68,76,80
1030499,08/03/2012,1,3,7,9,11,17,18,20,21,22,29,33,45,49,56,58,63,68,76,80
1030248,08/03/2012,3,4,6,10,11,12,13,20,32,39,44,45,50,55,57,63,65,68,76,78
1211667,08/03/2012,3,4,6,10,11,12,13,20,32,39,44,45,50,55,57,63,65,68,76,78
1030527,08/03/2012,3,4,6,10,11,12,13,20,32,39,44,45,50,55,57,63,65,68,76,78
1030076,08/02/2012,5,7,16,21,22,23,24,26,35,36,37,38,45,46,57,59,60,71,75,76
1211341,08/02/2012,5,7,16,21,22,23,24,26,35,36,37,38,45,46,57,59,60,71,75,76
1030500,08/02/2012,5,7,16,21,22,23,24,26,35,36,37,38,45,46,57,59,60,71,75,76
1030077,08/02/2012,1,7,8,11,12,13,18,20,22,23,35,36,39,42,54,55,62,64,70,73
1211668,08/02/2012,1,7,8,11,12,13,18,20,22,23,35,36,39,42,54,55,62,64,70,73
1030528,08/02/2012,1,7,8,11,12,13,18,20,22,23,35,36,39,42,54,55,62,64,70,73
1029729,08/01/2012,9,15,17,19,24,31,33,35,38,41,42,44,45,51,58,61,62,73,75,79
1211342,08/01/2012,9,15,17,19,24,31,33,35,38,41,42,44,45,51,58,61,62,73,75,79
1030501,08/01/2012,9,15,17,19,24,31,33,35,38,41,42,44,45,51,58,61,62,73,75,79
1029862,08/01/2012,1,4,16,24,35,36,37,38,43,44,46,52,56,57,61,62,67,70,76,78
1211669,08/01/2012,1,4,16,24,35,36,37,38,43,44,46,52,56,57,61,62,67,70,76,78
1030529,08/01/2012,1,4,16,24,35,36,37,38,43,44,46,52,56,57,61,62,67,70,76,78
1029491,07/31/2012,12,13,15,19,21,34,35,46,51,52,57,59,60,63,66,67,70,76,78,79
1211343,07/31/2012,12,13,15,19,21,34,35,46,51,52,57,59,60,63,66,67,70,76,78,79
1030502,07/31/2012,12,13,15,19,21,34,35,46,51,52,57,59,60,63,66,67,70,76,78,79
1029493,07/31/2012,4,7,12,13,29,30,34,38,47,50,52,56,57,61,65,67,72,75,76,77
1211670,07/31/2012,4,7,12,13,29,30,34,38,47,50,52,56,57,61,65,67,72,75,76,77
1030530,07/31/2012,4,7,12,13,29,30,34,38,47,50,52,56,57,61,65,67,72,75,76,77
1029492,07/30/2012,5,10,17,20,21,24,31,34,35,36,41,42,53,56,58,59,60,65,66,74
1211344,07/30/2012,5,10,17,20,21,24,31,34,35,36,41,42,53,56,58,59,60,65,66,74
1030503,07/30/2012,5,10,17,20,21,24,31,34,35,36,41,42,53,56,58,59,60,65,66,74
1029494,07/30/2012,9,12,17,19,20,24,26,32,37,38,46,54,58,63,65,69,72,73,74,78
1211671,07/30/2012,9,12,17,19,20,24,26,32,37,38,46,54,58,63,65,69,72,73,74,78
1030531,07/30/2012,9,12,17,19,20,24,26,32,37,38,46,54,58,63,65,69,72,73,74,78
1028327,07/29/2012,4,7,8,11,13,14,15,25,31,33,54,60,61,62,64,66,69,70,71,72
1211345,07/29/2012,4,7,8,11,13,14,15,25,31,33,54,60,61,62,64,66,69,70,71,72
1030504,07/29/2012,4,7,8,11,13,14,15,25,31,33,54,60,61,62,64,66,69,70,71,72
1029495,07/29/2012,4,8,11,12,21,24,30,35,38,45,49,50,51,63,65,66,67,71,73,79
1211672,07/29/2012,4,8,11,12,21,24,30,35,38,45,49,50,51,63,65,66,67,71,73,79
1030532,07/29/2012,4,8,11,12,21,24,30,35,38,45,49,50,51,63,65,66,67,71,73,79
1028064,07/28/2012,9,10,26,29,30,32,33,34,35,37,43,57,58,60,63,69,74,76,77,80
1211346,07/28/2012,9,10,26,29,30,32,33,34,35,37,43,57,58,60,63,69,74,76,77,80
1030505,07/28/2012,9,10,26,29,30,32,33,34,35,37,43,57,58,60,63,69,74,76,77,80
1028328,07/28/2012,1,6,16,22,23,30,39,41,43,44,45,47,52,59,60,66,71,74,75,79
1211673,07/28/2012,1,6,16,22,23,30,39,41,43,44,45,47,52,59,60,66,71,74,75,79
1030533,07/28/2012,1,6,16,22,23,30,39,41,43,44,45,47,52,59,60,66,71,74,75,79
1028065,07/27/2012,4,6,9,14,19,26,37,40,41,44,45,47,50,52,56,57,63,68,70,74
1211347,07/27/2012,4,6,9,14,19,26,37,40,41,44,45,47,50,52,56,57,63,68,70,74
1030506,07/27/2012,4,6,9,14,19,26,37,40,41,44,45,47,50,52,56,57,63,68,70,74
1028066,07/27/2012,3,6,10,13,15,19,24,25,28,30,32,35,44,49,53,55,63,71,79,80
1211674,07/27/2012,3,6,10,13,15,19,24,25,28,30,32,35,44,49,53,55,63,71,79,80
1030534,07/27/2012,3,6,10,13,15,19,24,25,28,30,32,35,44,49,53,55,63,71,79,80
1027855,07/26/2012,1,3,6,13,17,21,22,25,26,28,29,32,33,35,46,47,49,51,60,75
1211348,07/26/2012,1,3,6,13,17,21,22,25,26,28,29,32,33,35,46,47,49,51,60,75
