1494093,02/18/2017,,7,35,40,82
1494033,02/17/2017,,10,35,44,59
1493976,02/15/2017,,6,30,63,99
1493862,02/11/2017,,27,48,70,90
1493823,02/10/2017,,3,7,10,99
1493766,02/08/2017,,35,60,82,91
1493654,02/04/2017,,18,37,65,99
1493614,02/03/2017,,37,60,89,98
1493559,02/01/2017,,7,13,77,83
1493445,01/28/2017,,15,35,87,96
1493405,01/27/2017,,3,34,72,78
1493349,01/25/2017,,31,47,64,95
1493234,01/21/2017,,1,10,34,95
1493192,01/20/2017,,3,12,49,87
1493139,01/18/2017,,9,44,59,71
1493025,01/14/2017,,9,81,83,89
1492985,01/13/2017,,8,10,11,63
1492928,01/11/2017,,4,15,32,87
1492816,01/07/2017,,7,28,44,47
1492778,01/06/2017,,20,26,66,69
1492722,01/04/2017,,1,15,25,78
1492612,12/31/2016,,19,40,42,64
1492571,12/30/2016,,17,38,66,84
1491833,12/28/2016,,15,27,54,96
1491716,12/24/2016,,37,67,72,82
1491676,12/23/2016,,7,9,70,79
1491645,12/21/2016,,54,59,82,85
1491501,12/17/2016,,41,55,85,94
1491460,12/16/2016,,4,48,57,59
1491399,12/14/2016,,15,29,65,81
1491285,12/10/2016,,5,48,68,85
1491244,12/09/2016,,17,38,82,98
1491187,12/07/2016,,18,39,63,82
1491070,12/03/2016,,5,36,38,48
1491030,12/02/2016,,19,37,88,91
1490973,11/30/2016,,22,57,61,94
1490856,11/26/2016,,8,65,73,83
1490815,11/25/2016,,13,76,82,89
1490757,11/23/2016,,3,11,21,78
1490638,11/19/2016,,6,32,86,95
1490598,11/18/2016,,11,52,80,89
1490540,11/16/2016,,9,18,49,68
1490421,11/12/2016,,37,42,67,91
1490381,11/11/2016,,76,81,87,88
1490323,11/09/2016,,34,61,74,97
1490227,11/05/2016,,13,50,58,83
1490165,11/04/2016,,25,60,61,80
1490109,11/02/2016,,42,53,80,82
1489991,10/29/2016,,10,39,50,64
1489949,10/28/2016,,4,22,56,85
1489892,10/26/2016,,3,39,64,89
1489774,10/22/2016,,33,42,44,59
1489733,10/21/2016,,7,18,49,65
1489674,10/19/2016,,8,30,49,87
1489555,10/15/2016,,11,15,71,86
1489516,10/14/2016,,6,22,66,85
1489459,10/12/2016,,15,17,89,95
1489341,10/08/2016,,11,12,26,73
1489300,10/07/2016,,11,59,67,91
1489243,10/05/2016,,13,41,71,74
1489126,10/01/2016,,19,36,47,55
1489079,09/30/2016,,18,65,69,73
1489080,09/28/2016,,25,45,82,90
1488910,09/24/2016,,2,26,38,98
1488869,09/23/2016,,13,21,26,88
1488810,09/21/2016,,42,52,60,62
1488715,09/17/2016,,2,8,13,55
1488652,09/16/2016,,26,31,47,69
