1368763200,45,21,67,http://www.lottobrazil.com,279,25,1303538400,Fri May 17 00:00:00 -0400 2013,78,36,664136,44,2011-04-23 06:00:00 UTC
1368763200,67,8,73,http://www.lottobrazil.com,279,19,1303279200,Fri May 17 00:00:00 -0400 2013,77,61,664137,65,2011-04-20 06:00:00 UTC
1368763200,67,25,73,http://www.lottobrazil.com,279,41,1302933600,Fri May 17 00:00:00 -0400 2013,76,60,662691,65,2011-04-16 06:00:00 UTC
1368763200,36,9,75,http://www.lottobrazil.com,279,23,1302328800,Fri May 17 00:00:00 -0400 2013,79,27,661221,31,2011-04-09 06:00:00 UTC
1368763200,54,8,64,http://www.lottobrazil.com,279,30,1301724000,Fri May 17 00:00:00 -0400 2013,69,37,658357,45,2011-04-02 06:00:00 UTC
1368763200,67,5,70,http://www.lottobrazil.com,279,11,1301119200,Fri May 17 00:00:00 -0400 2013,78,24,656727,41,2011-03-26 06:00:00 UTC
1368763200,61,8,63,http://www.lottobrazil.com,279,24,1300514400,Fri May 17 00:00:00 -0400 2013,72,33,655407,45,2011-03-19 06:00:00 UTC
1368763200,38,7,67,http://www.lottobrazil.com,279,14,1299913200,Fri May 17 00:00:00 -0400 2013,71,27,647826,28,2011-03-12 07:00:00 UTC
1368763200,70,4,71,http://www.lottobrazil.com,279,23,1299308400,Fri May 17 00:00:00 -0400 2013,73,65,645907,68,2011-03-05 07:00:00 UTC
1368763200,77,27,78,http://www.lottobrazil.com,279,28,1298703600,Fri May 17 00:00:00 -0400 2013,79,29,630449,73,2011-02-26 07:00:00 UTC
1368763200,34,13,55,http://www.lottobrazil.com,279,29,1298098800,Fri May 17 00:00:00 -0400 2013,75,30,627873,31,2011-02-19 07:00:00 UTC
1368763200,59,25,62,http://www.lottobrazil.com,279,36,1297494000,Fri May 17 00:00:00 -0400 2013,74,48,625975,55,2011-02-12 07:00:00 UTC
1368763200,51,2,57,http://www.lottobrazil.com,279,3,1296889200,Fri May 17 00:00:00 -0400 2013,61,30,624056,37,2011-02-05 07:00:00 UTC
1368763200,56,16,73,http://www.lottobrazil.com,279,32,1296284400,Fri May 17 00:00:00 -0400 2013,74,35,622140,36,2011-01-29 07:00:00 UTC
1368763200,71,11,72,http://www.lottobrazil.com,279,27,1295679600,Fri May 17 00:00:00 -0400 2013,80,39,620761,50,2011-01-22 07:00:00 UTC
1368763200,52,25,66,http://www.lottobrazil.com,279,34,1295074800,Fri May 17 00:00:00 -0400 2013,80,40,620762,50,2011-01-15 07:00:00 UTC
1368763200,24,1,35,http://www.lottobrazil.com,279,3,1294470000,Fri May 17 00:00:00 -0400 2013,48,4,620763,14,2011-01-08 07:00:00 UTC
1368763200,68,6,70,http://www.lottobrazil.com,279,10,1294210800,Fri May 17 00:00:00 -0400 2013,74,34,620764,59,2011-01-05 07:00:00 UTC
1368763200,47,12,57,http://www.lottobrazil.com,279,13,1293778800,Fri May 17 00:00:00 -0400 2013,74,26,620765,32,2010-12-31 07:00:00 UTC
1368763200,55,9,64,http://www.lottobrazil.com,279,23,1293606000,Fri May 17 00:00:00 -0400 2013,71,26,620766,35,2010-12-29 07:00:00 UTC
1368763200,55,11,56,http://www.lottobrazil.com,279,20,1293174000,Fri May 17 00:00:00 -0400 2013,64,27,620767,51,2010-12-24 07:00:00 UTC
1368763200,51,12,63,http://www.lottobrazil.com,279,23,1293001200,Fri May 17 00:00:00 -0400 2013,66,24,620768,39,2010-12-22 07:00:00 UTC
1368763200,47,4,74,http://www.lottobrazil.com,279,15,1292655600,Fri May 17 00:00:00 -0400 2013,79,20,620769,31,2010-12-18 07:00:00 UTC
