1368763200,71,4,72,http://www.lottobrazil.com,279,48,1292050800,Fri May 17 00:00:00 -0400 2013,75,51,620770,53,2010-12-11 07:00:00 UTC
1368763200,36,7,49,http://www.lottobrazil.com,279,10,1291446000,Fri May 17 00:00:00 -0400 2013,63,31,620771,33,2010-12-04 07:00:00 UTC
1368763200,47,10,50,http://www.lottobrazil.com,279,23,1290841200,Fri May 17 00:00:00 -0400 2013,72,34,620772,44,2010-11-27 07:00:00 UTC
1368763200,45,7,55,http://www.lottobrazil.com,279,16,1290236400,Fri May 17 00:00:00 -0400 2013,71,34,620773,35,2010-11-20 07:00:00 UTC
1368763200,30,9,35,http://www.lottobrazil.com,279,19,1289631600,Fri May 17 00:00:00 -0400 2013,53,26,620774,28,2010-11-13 07:00:00 UTC
1368763200,69,19,70,http://www.lottobrazil.com,279,27,1289023200,Fri May 17 00:00:00 -0400 2013,77,49,620775,50,2010-11-06 06:00:00 UTC
1368763200,22,1,36,http://www.lottobrazil.com,279,6,1288418400,Fri May 17 00:00:00 -0400 2013,52,14,620776,19,2010-10-30 06:00:00 UTC
1368763200,27,2,51,http://www.lottobrazil.com,279,8,1287813600,Fri May 17 00:00:00 -0400 2013,65,16,620777,20,2010-10-23 06:00:00 UTC
1368763200,61,8,63,http://www.lottobrazil.com,279,10,1287208800,Fri May 17 00:00:00 -0400 2013,79,17,620778,40,2010-10-16 06:00:00 UTC
1368763200,70,27,73,http://www.lottobrazil.com,279,30,1286604000,Fri May 17 00:00:00 -0400 2013,78,39,620779,49,2010-10-09 06:00:00 UTC
1368763200,53,15,56,http://www.lottobrazil.com,279,27,1285999200,Fri May 17 00:00:00 -0400 2013,79,43,620780,46,2010-10-02 06:00:00 UTC
1368763200,70,12,75,http://www.lottobrazil.com,279,31,1285394400,Fri May 17 00:00:00 -0400 2013,80,32,620781,61,2010-09-25 06:00:00 UTC
1368763200,76,40,79,http://www.lottobrazil.com,279,55,1284789600,Fri May 17 00:00:00 -0400 2013,80,61,620782,65,2010-09-18 06:00:00 UTC
1368763200,47,25,66,http://www.lottobrazil.com,279,26,1284184800,Fri May 17 00:00:00 -0400 2013,74,27,620783,36,2010-09-11 06:00:00 UTC
1368763200,40,17,60,http://www.lottobrazil.com,279,18,1283580000,Fri May 17 00:00:00 -0400 2013,71,33,620784,34,2010-09-04 06:00:00 UTC
1368763200,36,3,41,http://www.lottobrazil.com,279,11,1282975200,Fri May 17 00:00:00 -0400 2013,52,13,620785,22,2010-08-28 06:00:00 UTC
