1448748,12/06/2014, $500,2,4,9
1448567,12/05/2014, $500,6,8,2
1448389,12/04/2014, $500,8,3,0
1448181,12/03/2014, $500,8,9,3
1448003,12/02/2014, $500,7,3,2
1447817,12/01/2014, $500,7,6,5
1447472,11/29/2014, $500,8,2,4
1447283,11/28/2014, $500,5,2,9
1447106,11/27/2014, $500,0,8,9
1446896,11/26/2014, $500,2,3,8
1446715,11/25/2014, $500,4,8,8
1446528,11/24/2014, $500,6,5,8
1446174,11/22/2014, $500,2,0,9
1445988,11/21/2014, $500,9,9,0
1445808,11/20/2014, $500,5,1,4
1445596,11/19/2014, $500,9,9,3
1445418,11/18/2014, $500,3,9,7
1445231,11/17/2014, $500,7,2,3
1444873,11/15/2014, $500,1,1,5
1444693,11/14/2014, $500,9,3,4
1444514,11/13/2014, $500,8,5,1
1444305,11/12/2014, $500,4,9,1
1444124,11/11/2014, $500,5,2,0
1443937,11/10/2014, $500,8,7,3
1443581,11/08/2014, $500,1,7,2
1443394,11/07/2014, $500,7,7,0
1443213,11/06/2014, $500,7,8,9
1443003,11/05/2014, $500,2,2,0
1442930,11/04/2014, $500,5,2,6
1442636,11/03/2014, $500,7,7,7
1442268,11/01/2014, $500,7,4,6
1442556,10/31/2014, $500,0,1,1
1441914,10/30/2014, $500,3,0,8
1441703,10/29/2014, $500,5,3,9
1441522,10/28/2014, $500,0,9,6
1441335,10/27/2014, $500,0,2,5
1440978,10/25/2014, $500,3,9,5
1440790,10/24/2014, $500,3,2,4
1440611,10/23/2014, $500,0,4,7
1440401,10/22/2014, $500,5,6,1
1440221,10/21/2014, $500,6,2,4
1440034,10/20/2014, $500,8,9,9
1439677,10/18/2014, $500,4,9,5
1439491,10/17/2014, $500,5,3,8
1439312,10/16/2014, $500,8,1,6
1439102,10/15/2014, $500,5,5,1
1438921,10/14/2014, $500,3,1,5
1438734,10/13/2014, $500,9,2,6
1438379,10/11/2014, $500,9,8,8
1438192,10/10/2014, $500,8,7,6
1438011,10/09/2014, $500,2,2,0
1437799,10/08/2014, $500,5,8,8
1437621,10/07/2014, $500,6,7,4
1437435,10/06/2014, $500,6,3,5
1437078,10/04/2014, $500,4,6,5
1436893,10/03/2014, $500,1,2,2
1436713,10/02/2014, $500,3,0,0
1436502,10/01/2014, $500,5,3,6
1436423,09/30/2014, $500,9,6,0
1436135,09/29/2014, $500,0,6,8
1435777,09/27/2014, $500,9,0,4
1435590,09/26/2014, $500,4,4,8
1435176,09/25/2014, $500,9,6,9
1435120,09/24/2014, $500,8,9,6
1434910,09/23/2014, $500,5,8,7
1434784,09/22/2014, $500,8,9,7
1434478,09/20/2014, $500,0,6,7
1434289,09/19/2014, $500,2,8,2
1434110,09/18/2014, $500,5,7,3
1433899,09/17/2014, $500,7,1,6
1433719,09/16/2014, $500,5,9,0
1433532,09/15/2014, $500,8,2,3
1433158,09/13/2014, $500,3,2,0
1432987,09/12/2014, $500,4,2,7
1432808,09/11/2014, $500,1,9,2
1432596,09/10/2014, $500,2,2,8
1432417,09/09/2014, $500,6,5,1
1432227,09/08/2014, $500,8,6,3
1431871,09/06/2014, $500,5,4,9
1431683,09/05/2014, $500,9,6,2
1431507,09/04/2014, $500,3,9,5
1431292,09/03/2014, $500,2,7,5
1431113,09/02/2014, $500,6,7,4
1430925,09/01/2014, $500,9,9,4
1430569,08/30/2014, $500,6,3,0
1430382,08/29/2014, $500,1,6,3
1430202,08/28/2014, $500,2,2,4
1429990,08/27/2014, $500,6,7,4
1429787,08/26/2014, $500,3,0,0
1429622,08/25/2014, $500,1,6,8
1429264,08/23/2014, $500,5,0,9
1429078,08/22/2014, $500,3,4,3
1428899,08/21/2014, $500,6,0,3
1428686,08/20/2014, $500,2,0,6
