1446427,11/23/2014, $15,000,3,5,11,13,0,19,22,27
1446275,11/22/2014, $14,000,4,6,11,15,0,18,24,26
1446064,11/21/2014, $13,000,1,6,11,13,0,17,22,27
1445884,11/20/2014, $12,000,1,7,10,14,0,17,22,28
1445699,11/19/2014, $11,000,1,6,12,16,0,19,23,26
1445492,11/18/2014, $10,000,1,8,9,13,0,18,23,27
1445312,11/17/2014, $48,000,4,8,11,16,0,17,22,25
1445133,11/16/2014, $47,000,3,7,9,15,0,18,23,25
1444975,11/15/2014, $46,000,1,8,9,16,0,18,22,25
1444774,11/14/2014, $45,000,4,5,12,15,0,20,23,27
1444590,11/13/2014, $44,000,2,6,10,14,0,17,22,26
1444405,11/12/2014, $43,000,2,6,10,15,0,17,21,26
1444198,11/11/2014, $42,000,4,6,10,14,0,17,23,26
1444019,11/10/2014, $41,000,3,6,11,14,0,17,23,27
1443841,11/09/2014, $40,000,2,8,11,14,0,19,23,26
1443681,11/08/2014, $39,000,2,7,9,16,0,18,21,28
1443481,11/07/2014, $38,000,1,5,11,15,0,20,22,25
1443289,11/06/2014, $37,000,2,6,10,13,0,18,22,25
1443103,11/05/2014, $36,000,2,5,11,13,0,19,24,26
1442895,11/04/2014, $35,000,3,5,12,13,0,17,21,28
1442719,11/03/2014, $34,000,3,5,11,16,0,20,24,27
1442529,11/02/2014, $33,000,1,8,9,14,0,20,22,28
1442370,11/01/2014, $32,000,1,6,10,16,0,18,23,27
1442160,10/31/2014, $31,000,1,6,9,16,0,20,23,25
1441990,10/30/2014, $30,000,1,5,12,15,0,18,22,27
1441804,10/29/2014, $29,000,3,7,11,16,0,19,22,26
1441596,10/28/2014, $28,000,3,5,11,13,0,18,21,27
1441418,10/27/2014, $27,000,4,7,10,15,0,17,24,26
1441239,10/26/2014, $26,000,3,6,9,13,0,20,24,27
1441080,10/25/2014, $25,000,3,8,11,15,0,19,22,26
1440867,10/24/2014, $24,000,3,6,10,13,0,19,23,27
1440687,10/23/2014, $23,000,3,5,12,15,0,19,24,28
1440501,10/22/2014, $22,000,4,6,10,14,0,18,23,25
1440293,10/21/2014, $21,000,3,8,9,15,0,20,22,28
1440117,10/20/2014, $20,000,1,5,11,16,0,19,21,26
1439937,10/19/2014, $19,000,4,7,10,14,0,20,23,26
1439777,10/18/2014, $18,000,3,7,10,15,0,20,23,27
1439567,10/17/2014, $17,000,4,5,9,16,0,20,24,26
1439388,10/16/2014, $16,000,1,8,9,15,0,20,23,27
1439201,10/15/2014, $15,000,1,7,12,16,0,17,23,25
1438995,10/14/2014, $14,000,2,8,10,16,0,19,21,28
1438817,10/13/2014, $13,000,3,5,12,15,0,19,21,28
1438639,10/12/2014, $12,000,4,5,9,14,0,18,22,26
1438481,10/11/2014, $11,000,1,7,10,14,0,17,24,28
1438268,10/10/2014, $10,000,2,5,10,16,0,17,23,26
1438088,10/09/2014, $38,000,1,8,11,13,0,20,21,28
1437898,10/08/2014, $37,000,4,7,10,14,0,18,21,25
1437695,10/07/2014, $36,000,3,5,9,14,0,18,23,28
1437517,10/06/2014, $35,000,1,5,11,16,0,18,21,26
1437389,10/05/2014, $34,000,2,8,9,13,0,20,24,25
1437178,10/04/2014, $33,000,2,5,9,13,0,17,21,25
1436969,10/03/2014, $32,000,1,5,12,15,0,18,23,25
1436789,10/02/2014, $31,000,1,8,12,15,0,18,23,27
1436602,10/01/2014, $30,000,3,7,9,16,0,17,24,25
1436389,09/30/2014, $29,000,3,8,9,13,0,17,24,28
1436218,09/29/2014, $28,000,3,8,12,14,0,19,21,28
1436039,09/28/2014, $27,000,4,8,12,13,0,19,24,27
1435878,09/27/2014, $26,000,4,5,11,14,0,20,22,26
1435666,09/26/2014, $25,000,2,6,10,14,0,19,21,25
1435348,09/25/2014, $24,000,3,5,12,14,0,17,22,25
1435349,09/24/2014, $23,000,3,7,12,13,0,20,23,27
1435350,09/23/2014, $22,000,4,7,11,16,0,19,22,27
1435351,09/22/2014, $21,000,1,8,10,15,0,18,21,25
1435352,09/21/2014, $20,000,4,7,9,15,0,20,22,27
1434578,09/20/2014, $19,000,1,6,11,16,0,18,21,25
1434365,09/19/2014, $18,000,2,5,11,13,0,19,23,28
1434186,09/18/2014, $17,000,3,6,10,14,0,19,22,26
1434000,09/17/2014, $16,000,3,6,10,13,0,17,21,28
1433793,09/16/2014, $15,000,1,7,10,14,0,17,23,25
1433615,09/15/2014, $14,000,4,6,9,16,0,20,22,28
1433436,09/14/2014, $13,000,3,5,10,16,0,17,22,27
1433264,09/13/2014, $12,000,2,7,12,15,0,19,22,26
1433063,09/12/2014, $11,000,2,5,11,16,0,18,21,28
1432893,09/11/2014, $10,000,3,7,10,14,0,17,21,25
1432696,09/10/2014, $54,000,4,7,11,15,0,20,22,28
1432489,09/09/2014, $53,000,1,8,11,14,0,17,22,25
1432322,09/08/2014, $52,000,4,8,12,13,0,18,22,27
1432134,09/07/2014, $51,000,1,5,10,13,0,17,21,28
1431973,09/06/2014, $50,000,4,6,9,15,0,20,23,26
1431754,09/05/2014, $49,000,4,7,11,14,0,19,24,27
1431582,09/04/2014, $48,000,4,8,9,16,0,20,21,28
1431396,09/03/2014, $47,000,1,5,10,13,0,19,24,26
1431186,09/02/2014, $46,000,4,8,12,16,0,19,21,28
1431008,09/01/2014, $45,000,3,7,10,16,0,20,23,25
1430832,08/31/2014, $44,000,3,5,12,14,0,17,24,27
1430671,08/30/2014, $43,000,2,7,10,13,0,18,22,25
1430457,08/29/2014, $42,000,2,6,9,13,0,18,24,25
1430278,08/28/2014, $41,000,1,7,9,15,0,18,22,26
1430092,08/27/2014, $40,000,3,6,12,16,0,18,23,27
1429868,08/26/2014, $39,000,3,6,9,14,0,17,24,25
1429704,08/25/2014, $38,000,2,8,12,15,0,17,24,27
1429537,08/24/2014, $37,000,3,6,10,15,0,17,23,25
1429368,08/23/2014, $36,000,1,7,9,15,0,20,21,28
1429153,08/22/2014, $35,000,1,6,9,16,0,18,22,25
1428973,08/21/2014, $34,000,1,7,12,13,0,20,21,26
1428788,08/20/2014, $33,000,3,7,11,14,0,20,21,27
1428582,08/19/2014, $32,000,1,5,12,13,0,17,23,26
1428403,08/18/2014, $31,000,2,8,11,13,0,20,21,27
1428222,08/17/2014, $30,000,1,6,12,16,0,20,21,28
1428065,08/16/2014, $29,000,1,6,10,15,0,19,24,28
1427862,08/15/2014, $28,000,1,6,9,15,0,20,22,25
1427671,08/14/2014, $27,000,1,7,9,15,0,17,22,26
1427479,08/13/2014, $26,000,4,5,9,14,0,19,21,28
1427277,08/12/2014, $25,000,1,6,11,13,0,17,21,27
1427099,08/11/2014, $24,000,2,8,11,13,0,19,24,25
1426920,08/10/2014, $23,000,3,5,10,13,0,18,21,27
1426759,08/09/2014, $22,000,2,8,12,14,0,17,22,25
1426419,08/08/2014, $21,000,2,6,12,15,0,19,24,25
1426173,08/07/2014, $20,000,4,8,9,16,0,20,24,25
1425989,08/06/2014, $19,000,1,7,11,13,0,20,21,26
1425784,08/05/2014, $18,000,4,8,12,13,0,18,21,28
1425608,08/04/2014, $17,000,3,6,9,14,0,19,24,25
1425429,08/03/2014, $16,000,2,7,10,13,0,19,24,26
1425271,08/02/2014, $15,000,1,6,10,14,0,20,24,25
1425064,08/01/2014, $14,000,1,7,12,13,0,18,24,27
1424883,07/31/2014, $13,000,1,7,9,15,0,18,22,26
1424699,07/30/2014, $12,000,4,6,12,13,0,17,24,27
1424496,07/29/2014, $11,000,4,8,9,13,0,17,23,25
1424320,07/28/2014, $10,000,1,7,12,14,0,17,23,27
1424144,07/27/2014, $14,000,4,6,10,13,0,17,24,27
1423981,07/26/2014, $13,000,2,7,10,14,0,17,22,26
1423775,07/25/2014, $12,000,2,5,12,14,0,20,23,27
1423596,07/24/2014, $11,000,1,8,11,16,0,18,23,28
1423411,07/23/2014, $10,000,2,6,12,16,0,20,22,26
1423216,07/22/2014, $73,000,4,6,12,15,0,20,23,27
1423030,07/21/2014, $72,000,4,7,12,14,0,17,24,27
1422854,07/20/2014, $71,000,2,8,9,13,0,18,24,25
1422697,07/19/2014, $70,000,1,8,11,15,0,19,24,25
