24,23,1369022400,7,1,18,12,http://www.lottobrazil.com,280,25,2,1303970400,22,Mon May 20 00:00:00 -0400 2013,13,4,14,665308,20,17,6,2011-04-28 06:00:00 UTC
22,21,1369022400,6,1,15,7,http://www.lottobrazil.com,280,25,2,1303711200,19,Mon May 20 00:00:00 -0400 2013,9,4,12,665309,17,14,5,2011-04-25 06:00:00 UTC
23,22,1369022400,8,2,15,9,http://www.lottobrazil.com,280,25,3,1303279200,19,Mon May 20 00:00:00 -0400 2013,10,4,11,664138,18,13,7,2011-04-20 06:00:00 UTC
24,23,1369022400,6,1,17,10,http://www.lottobrazil.com,280,25,2,1303106400,22,Mon May 20 00:00:00 -0400 2013,12,3,14,663245,21,15,4,2011-04-18 06:00:00 UTC
23,21,1369022400,5,1,13,7,http://www.lottobrazil.com,280,24,2,1302760800,19,Mon May 20 00:00:00 -0400 2013,8,3,9,662237,17,11,4,2011-04-14 06:00:00 UTC
23,22,1369022400,8,1,15,10,http://www.lottobrazil.com,280,24,2,1302501600,17,Mon May 20 00:00:00 -0400 2013,11,3,13,661593,16,14,6,2011-04-11 06:00:00 UTC
21,20,1369022400,6,1,16,7,http://www.lottobrazil.com,280,24,2,1302156000,18,Mon May 20 00:00:00 -0400 2013,9,4,11,660988,17,12,5,2011-04-07 06:00:00 UTC
23,22,1369022400,5,1,12,8,http://www.lottobrazil.com,280,25,2,1301896800,20,Mon May 20 00:00:00 -0400 2013,9,3,10,660129,15,11,4,2011-04-04 06:00:00 UTC
18,17,1369022400,6,2,12,7,http://www.lottobrazil.com,280,21,3,1301551200,15,Mon May 20 00:00:00 -0400 2013,9,4,10,657909,13,11,5,2011-03-31 06:00:00 UTC
24,22,1369022400,6,1,15,8,http://www.lottobrazil.com,280,25,2,1301292000,20,Mon May 20 00:00:00 -0400 2013,9,3,10,657450,16,12,5,2011-03-28 06:00:00 UTC
21,20,1369022400,10,1,16,11,http://www.lottobrazil.com,280,22,5,1300946400,19,Mon May 20 00:00:00 -0400 2013,12,6,14,656647,18,15,7,2011-03-24 06:00:00 UTC
23,21,1369022400,8,1,18,9,http://www.lottobrazil.com,280,25,3,1300687200,20,Mon May 20 00:00:00 -0400 2013,13,4,14,655722,19,17,7,2011-03-21 06:00:00 UTC
22,21,1369022400,6,1,17,7,http://www.lottobrazil.com,280,24,2,1300341600,20,Mon May 20 00:00:00 -0400 2013,9,4,12,654905,19,13,5,2011-03-17 06:00:00 UTC
24,22,1369022400,5,1,16,7,http://www.lottobrazil.com,280,25,2,1300082400,21,Mon May 20 00:00:00 -0400 2013,10,3,14,653599,19,15,4,2011-03-14 06:00:00 UTC
24,22,1369022400,10,1,18,12,http://www.lottobrazil.com,280,25,2,1299740400,21,Mon May 20 00:00:00 -0400 2013,15,6,16,647585,19,17,9,2011-03-10 07:00:00 UTC
24,23,1369022400,8,1,20,11,http://www.lottobrazil.com,280,25,2,1299308400,22,Mon May 20 00:00:00 -0400 2013,12,4,17,646610,21,19,7,2011-03-05 07:00:00 UTC
22,20,1369022400,9,1,17,11,http://www.lottobrazil.com,280,23,5,1299135600,19,Mon May 20 00:00:00 -0400 2013,12,6,13,645334,18,16,7,2011-03-03 07:00:00 UTC
23,22,1369022400,10,2,16,11,http://www.lottobrazil.com,280,25,5,1298876400,20,Mon May 20 00:00:00 -0400 2013,12,6,13,630946,17,14,7,2011-02-28 07:00:00 UTC
23,19,1369022400,7,1,16,9,http://www.lottobrazil.com,280,25,2,1298530800,18,Mon May 20 00:00:00 -0400 2013,10,3,13,629199,17,15,6,2011-02-24 07:00:00 UTC
21,20,1369022400,6,2,16,8,http://www.lottobrazil.com,280,23,3,1298271600,19,Mon May 20 00:00:00 -0400 2013,9,4,13,628392,18,14,5,2011-02-21 07:00:00 UTC
22,21,1369022400,7,1,14,8,http://www.lottobrazil.com,280,25,2,1297926000,16,Mon May 20 00:00:00 -0400 2013,10,4,12,627370,15,13,6,2011-02-17 07:00:00 UTC
23,20,1369022400,9,1,15,10,http://www.lottobrazil.com,280,25,2,1297666800,19,Mon May 20 00:00:00 -0400 2013,11,4,12,626474,16,14,7,2011-02-14 07:00:00 UTC
23,19,1369022400,7,1,16,8,http://www.lottobrazil.com,280,25,2,1297321200,18,Mon May 20 00:00:00 -0400 2013,10,3,13,625407,17,14,5,2011-02-10 07:00:00 UTC
24,22,1369022400,12,3,19,15,http://www.lottobrazil.com,280,25,5,1297062000,21,Mon May 20 00:00:00 -0400 2013,16,7,17,624561,20,18,9,2011-02-07 07:00:00 UTC
24,23,1369022400,8,2,16,10,http://www.lottobrazil.com,280,25,3,1296716400,22,Mon May 20 00:00:00 -0400 2013,12,6,14,623495,18,15,7,2011-02-03 07:00:00 UTC
23,21,1369022400,7,2,16,10,http://www.lottobrazil.com,280,25,3,1296457200,18,Mon May 20 00:00:00 -0400 2013,11,4,13,622651,17,14,5,2011-01-31 07:00:00 UTC
24,22,1369022400,9,1,18,12,http://www.lottobrazil.com,280,25,2,1296111600,20,Mon May 20 00:00:00 -0400 2013,13,6,14,621507,19,15,7,2011-01-27 07:00:00 UTC
22,21,1369022400,8,2,16,10,http://www.lottobrazil.com,280,23,4,1295852400,20,Mon May 20 00:00:00 -0400 2013,12,5,13,620660,19,15,6,2011-01-24 07:00:00 UTC
23,22,1369022400,7,1,12,8,http://www.lottobrazil.com,280,25,2,1295506800,18,Mon May 20 00:00:00 -0400 2013,9,5,10,620661,13,11,6,2011-01-20 07:00:00 UTC
20,19,1369022400,7,1,13,9,http://www.lottobrazil.com,280,25,3,1295247600,16,Mon May 20 00:00:00 -0400 2013,10,5,11,620662,14,12,6,2011-01-17 07:00:00 UTC
23,22,1369022400,8,1,17,9,http://www.lottobrazil.com,280,25,3,1294902000,19,Mon May 20 00:00:00 -0400 2013,10,5,11,620663,18,16,6,2011-01-13 07:00:00 UTC
23,22,1369022400,7,2,18,9,http://www.lottobrazil.com,280,24,4,1294642800,21,Mon May 20 00:00:00 -0400 2013,12,5,13,620664,20,16,6,2011-01-10 07:00:00 UTC
22,21,1369022400,7,1,18,11,http://www.lottobrazil.com,280,25,3,1294297200,20,Mon May 20 00:00:00 -0400 2013,12,4,14,620665,19,15,5,2011-01-06 07:00:00 UTC
24,22,1369022400,8,1,16,9,http://www.lottobrazil.com,280,25,2,1294038000,18,Mon May 20 00:00:00 -0400 2013,10,3,11,620666,17,14,5,2011-01-03 07:00:00 UTC
23,22,1369022400,9,2,18,10,http://www.lottobrazil.com,280,25,3,1293692400,20,Mon May 20 00:00:00 -0400 2013,11,7,12,620667,19,17,8,2010-12-30 07:00:00 UTC
24,21,1369022400,8,1,15,9,http://www.lottobrazil.com,280,25,5,1293433200,19,Mon May 20 00:00:00 -0400 2013,10,6,11,620668,17,12,7,2010-12-27 07:00:00 UTC
23,20,1369022400,9,2,15,10,http://www.lottobrazil.com,280,25,3,1293087600,18,Mon May 20 00:00:00 -0400 2013,11,6,13,620669,16,14,7,2010-12-23 07:00:00 UTC
24,23,1369022400,6,1,14,9,http://www.lottobrazil.com,280,25,3,1292828400,20,Mon May 20 00:00:00 -0400 2013,10,4,11,620670,15,13,5,2010-12-20 07:00:00 UTC
20,19,1369022400,8,1,16,9,http://www.lottobrazil.com,280,22,3,1292482800,18,Mon May 20 00:00:00 -0400 2013,10,5,14,620671,17,15,6,2010-12-16 07:00:00 UTC
21,20,1369022400,8,1,16,10,http://www.lottobrazil.com,280,23,2,1292223600,19,Mon May 20 00:00:00 -0400 2013,11,4,14,620672,17,15,7,2010-12-13 07:00:00 UTC
20,19,1369022400,9,1,15,10,http://www.lottobrazil.com,280,21,3,1291878000,18,Mon May 20 00:00:00 -0400 2013,11,4,13,620673,16,14,6,2010-12-09 07:00:00 UTC
24,23,1369022400,8,2,20,9,http://www.lottobrazil.com,280,25,3,1291618800,22,Mon May 20 00:00:00 -0400 2013,10,4,12,620674,21,13,6,2010-12-06 07:00:00 UTC
24,23,1369022400,11,1,18,12,http://www.lottobrazil.com,280,25,4,1291273200,20,Mon May 20 00:00:00 -0400 2013,13,5,14,620675,19,17,7,2010-12-02 07:00:00 UTC
21,20,1369022400,9,1,17,10,http://www.lottobrazil.com,280,23,4,1291014000,19,Mon May 20 00:00:00 -0400 2013,11,5,12,620676,18,13,7,2010-11-29 07:00:00 UTC
24,22,1369022400,7,2,17,8,http://www.lottobrazil.com,280,25,3,1290668400,19,Mon May 20 00:00:00 -0400 2013,11,4,12,620677,18,16,6,2010-11-25 07:00:00 UTC
23,20,1369022400,9,1,16,10,http://www.lottobrazil.com,280,24,5,1290409200,18,Mon May 20 00:00:00 -0400 2013,13,7,14,620678,17,15,8,2010-11-22 07:00:00 UTC
22,21,1369022400,7,2,15,8,http://www.lottobrazil.com,280,23,3,1290063600,20,Mon May 20 00:00:00 -0400 2013,10,5,11,620679,19,14,6,2010-11-18 07:00:00 UTC
23,21,1369022400,8,1,17,9,http://www.lottobrazil.com,280,24,3,1289890800,19,Mon May 20 00:00:00 -0400 2013,11,4,14,620680,18,16,7,2010-11-16 07:00:00 UTC
23,21,1369022400,10,3,17,11,http://www.lottobrazil.com,280,25,7,1289458800,19,Mon May 20 00:00:00 -0400 2013,12,8,13,620681,18,15,9,2010-11-11 07:00:00 UTC
23,21,1369022400,11,2,17,12,http://www.lottobrazil.com,280,25,4,1289199600,19,Mon May 20 00:00:00 -0400 2013,13,6,14,620682,18,15,9,2010-11-08 07:00:00 UTC
24,21,1369022400,8,1,14,9,http://www.lottobrazil.com,280,25,4,1288850400,17,Mon May 20 00:00:00 -0400 2013,10,6,12,620683,16,13,7,2010-11-04 06:00:00 UTC
21,20,1369022400,7,1,14,8,http://www.lottobrazil.com,280,24,3,1288591200,19,Mon May 20 00:00:00 -0400 2013,10,5,12,620684,17,13,6,2010-11-01 06:00:00 UTC
