1450836,12/17/2014, $5,000,3,4,6,0
1450641,12/16/2014, $5,000,1,8,7,3
1450466,12/15/2014, $5,000,7,0,3,3
1450287,12/14/2014, $5,000,3,3,6,4
1450133,12/13/2014, $5,000,5,9,9,1
1449926,12/12/2014, $5,000,5,2,4,6
1449750,12/11/2014, $5,000,0,1,1,0
1449569,12/10/2014, $5,000,4,1,6,8
1449363,12/09/2014, $5,000,5,3,0,9
1449189,12/08/2014, $5,000,2,3,2,2
1449008,12/07/2014, $5,000,8,7,0,9
1448854,12/06/2014, $5,000,7,0,6,3
1448648,12/05/2014, $5,000,3,8,2,4
1448473,12/04/2014, $5,000,0,6,6,0
1448290,12/03/2014, $5,000,1,4,1,4
1448084,12/02/2014, $5,000,3,4,3,1
1447958,12/01/2014, $5,000,7,6,3,8
1447731,11/30/2014, $5,000,9,8,2,9
1447578,11/29/2014, $5,000,5,8,1,0
1447378,11/28/2014, $5,000,6,1,8,9
1447188,11/27/2014, $5,000,9,7,4,3
1447005,11/26/2014, $5,000,1,3,5,7
1446795,11/25/2014, $5,000,6,4,8,9
1446618,11/24/2014, $5,000,3,7,6,8
1446433,11/23/2014, $5,000,1,1,0,3
1446283,11/22/2014, $5,000,7,5,1,1
1446073,11/21/2014, $5,000,2,1,6,5
1445893,11/20/2014, $5,000,9,8,6,4
1445708,11/19/2014, $5,000,0,8,6,9
1445500,11/18/2014, $5,000,1,6,5,8
1445319,11/17/2014, $5,000,8,7,8,1
1445137,11/16/2014, $5,000,0,4,6,2
1444983,11/15/2014, $5,000,1,0,8,9
1444783,11/14/2014, $5,000,5,7,7,8
1444599,11/13/2014, $5,000,5,5,9,5
1444413,11/12/2014, $5,000,5,5,4,0
1444206,11/11/2014, $5,000,1,0,7,9
1444027,11/10/2014, $5,000,6,7,0,2
1443845,11/09/2014, $5,000,3,1,9,2
1443689,11/08/2014, $5,000,2,2,5,4
1443490,11/07/2014, $5,000,1,6,3,3
1443298,11/06/2014, $5,000,6,6,0,9
1443112,11/05/2014, $5,000,2,3,0,5
1442903,11/04/2014, $5,000,4,9,2,2
1442727,11/03/2014, $5,000,7,3,2,6
1442533,11/02/2014, $5,000,4,1,6,2
1442377,11/01/2014, $5,000,6,4,2,5
1442169,10/31/2014, $5,000,6,8,7,2
1441999,10/30/2014, $5,000,2,4,4,6
1441813,10/29/2014, $5,000,8,1,0,7
1441604,10/28/2014, $5,000,6,8,9,9
1441426,10/27/2014, $5,000,4,5,7,9
1441243,10/26/2014, $5,000,8,1,8,6
1441088,10/25/2014, $5,000,4,3,7,4
1440876,10/24/2014, $5,000,1,6,6,2
1440696,10/23/2014, $5,000,4,2,5,8
1440510,10/22/2014, $5,000,4,0,9,0
1440300,10/21/2014, $5,000,2,6,2,6
1440124,10/20/2014, $5,000,7,1,6,9
1439941,10/19/2014, $5,000,2,7,2,8
1439785,10/18/2014, $5,000,0,5,5,2
1439576,10/17/2014, $5,000,9,8,0,1
1439396,10/16/2014, $5,000,4,4,2,5
1439210,10/15/2014, $5,000,2,8,0,9
1439003,10/14/2014, $5,000,8,0,5,4
1438824,10/13/2014, $5,000,8,2,7,5
1438642,10/12/2014, $5,000,0,3,1,8
1438489,10/11/2014, $5,000,6,2,2,6
1438277,10/10/2014, $5,000,6,7,3,9
1438097,10/09/2014, $5,000,1,9,6,4
1437907,10/08/2014, $5,000,0,1,9,2
1437703,10/07/2014, $5,000,8,7,0,1
1437525,10/06/2014, $5,000,5,4,3,2
1437398,10/05/2014, $5,000,9,5,6,3
1437186,10/04/2014, $5,000,5,2,5,8
1436977,10/03/2014, $5,000,5,0,5,6
1436798,10/02/2014, $5,000,1,8,8,5
1436606,10/01/2014, $5,000,6,9,8,1
1436397,09/30/2014, $5,000,8,6,5,2
1436226,09/29/2014, $5,000,3,7,7,8
1436043,09/28/2014, $5,000,4,2,6,0
1435886,09/27/2014, $5,000,0,3,2,6
1435675,09/26/2014, $5,000,0,9,3,2
1435401,09/25/2014, $5,000,1,8,1,4
1435402,09/24/2014, $5,000,5,7,3,6
1435403,09/23/2014, $5,000,4,3,8,8
1435404,09/22/2014, $5,000,3,8,9,2
1435405,09/21/2014, $5,000,8,5,7,5
1434586,09/20/2014, $5,000,3,5,7,2
1434374,09/19/2014, $5,000,3,6,7,1
1434194,09/18/2014, $5,000,8,5,5,1
1434009,09/17/2014, $5,000,3,2,7,7
1433801,09/16/2014, $5,000,7,7,3,2
1433623,09/15/2014, $5,000,4,6,9,5
1433440,09/14/2014, $5,000,8,8,4,3
1433275,09/13/2014, $5,000,7,8,1,7
1433072,09/12/2014, $5,000,2,9,5,4
1432902,09/11/2014, $5,000,2,1,8,8
1432705,09/10/2014, $5,000,5,6,3,3
1432497,09/09/2014, $5,000,5,1,2,6
1432330,09/08/2014, $5,000,5,7,5,7
1432138,09/07/2014, $5,000,2,1,0,8
1431981,09/06/2014, $5,000,9,9,5,0
1431763,09/05/2014, $5,000,2,3,4,6
1431591,09/04/2014, $5,000,5,9,8,0
1431405,09/03/2014, $5,000,7,6,8,1
1431194,09/02/2014, $5,000,5,8,2,8
1431016,09/01/2014, $5,000,7,5,1,2
1430836,08/31/2014, $5,000,6,1,6,5
1430679,08/30/2014, $5,000,8,3,7,3
1430466,08/29/2014, $5,000,7,3,4,3
1430287,08/28/2014, $5,000,9,7,6,1
1430101,08/27/2014, $5,000,4,5,9,4
1429879,08/26/2014, $5,000,9,3,7,1
1429712,08/25/2014, $5,000,9,1,0,0
1429541,08/24/2014, $5,000,7,7,9,6
1429376,08/23/2014, $5,000,6,7,2,6
1429162,08/22/2014, $5,000,1,1,9,9
1428982,08/21/2014, $5,000,0,7,2,2
1428797,08/20/2014, $5,000,7,2,8,9
1428590,08/19/2014, $5,000,4,9,0,6
1428411,08/18/2014, $5,000,7,4,2,8
1428226,08/17/2014, $5,000,7,9,6,4
1428072,08/16/2014, $5,000,2,2,5,7
1427871,08/15/2014, $5,000,1,6,9,2
1427680,08/14/2014, $5,000,6,2,8,2
1427488,08/13/2014, $5,000,8,5,7,5
1427285,08/12/2014, $5,000,2,6,4,0
1427107,08/11/2014, $5,000,8,6,8,5
1426924,08/10/2014, $5,000,6,8,0,8
1426767,08/09/2014, $5,000,5,4,3,2
1426428,08/08/2014, $5,000,6,0,5,8
1426182,08/07/2014, $5,000,2,9,8,3
1425998,08/06/2014, $5,000,0,7,3,4
1425792,08/05/2014, $5,000,9,8,8,8
1425616,08/04/2014, $5,000,5,2,9,7
