1361736,09/20/2013, $145,000,000,1,15,20,21,47,34
1361093,09/17/2013, $130,000,000,6,15,27,31,39,25
1360260,09/13/2013, $119,000,000,9,22,28,48,54,8
1359616,09/10/2013, $106,000,000,2,12,18,54,56,1
1358806,09/06/2013, $95,000,000,2,16,17,22,41,31
1358186,09/03/2013, $85,000,000,4,13,14,28,41,28
1357406,08/30/2013, $77,000,000,6,19,24,43,44,33
1356769,08/27/2013, $69,000,000,4,7,30,36,38,38
1355961,08/23/2013, $60,000,000,1,9,17,20,53,14
1355312,08/20/2013, $51,000,000,13,28,35,38,41,33
1354478,08/16/2013, $43,000,000,7,13,26,36,46,37
1353863,08/13/2013, $36,000,000,2,31,32,37,41,40
1353098,08/09/2013, $28,000,000,11,20,30,34,38,12
1352528,08/06/2013, $20,000,000,1,11,16,51,55,41
1351787,08/02/2013, ,8,21,23,25,39,4
1346225,07/30/2013, $12,000,000,25,27,36,42,44,39
1345478,07/26/2013, $19,000,000,4,22,23,27,38,42
1344894,07/23/2013, $13,000,000,25,32,35,50,51,46
1344131,07/19/2013, $12,000,000,16,20,24,39,42,46
1343563,07/16/2013, $20,000,000,10,14,21,40,53,20
1342786,07/12/2013, $13,000,000,4,5,25,27,51,10
1342203,07/09/2013, $12,000,000,3,21,43,45,48,14
1341442,07/05/2013, $79,000,000,2,23,41,47,54,42
1340834,07/02/2013, $70,000,000,36,42,51,52,53,40
1340054,06/28/2013, $61,000,000,8,15,35,46,52,38
1339496,06/25/2013, $52,000,000,3,5,28,33,51,16
1338729,06/21/2013, $44,000,000,3,14,17,40,50,3
1338161,06/18/2013, $36,000,000,6,17,34,40,48,30
1337397,06/14/2013, $29,000,000,2,5,32,33,34,20
1336758,06/11/2013, $21,000,000,15,40,45,50,53,28
1335929,06/07/2013, $14,000,000,1,10,37,48,55,21
1335334,06/04/2013, $12,000,000,10,11,12,20,55,19
1334663,05/31/2013, $30,000,000,2,20,26,44,46,26
1333994,05/28/2013, $23,000,000,4,12,25,32,54,36
1333239,05/24/2013, $15,000,000,4,5,16,18,53,28
1332630,05/21/2013, $12,000,000,2,15,17,48,55,11
1331900,05/17/2013, $190,000,000,11,15,35,43,49,41
1331303,05/14/2013, $170,000,000,6,10,12,28,32,38
1330538,05/10/2013, $154,000,000,1,19,20,39,49,28
1329944,05/07/2013, $139,000,000,1,6,13,20,51,31
1329208,05/03/2013, $126,000,000,2,20,34,42,54,39
1328588,04/30/2013, $114,000,000,21,30,34,39,49,43
1327860,04/26/2013, $103,000,000,17,42,49,54,55,31
1327269,04/23/2013, $92,000,000,9,21,22,32,50,10
1326514,04/19/2013, $83,000,000,6,8,12,22,43,28
1325929,04/16/2013, $74,000,000,2,5,15,18,39,42
1325154,04/12/2013, $66,000,000,1,10,13,19,21,28
1324608,04/09/2013, $56,000,000,17,30,41,48,54,13
1323743,04/05/2013, $50,000,000,8,15,23,36,41,5
1323122,04/02/2013, $42,000,000,7,10,14,40,47,34
1322333,03/29/2013, $34,000,000,25,31,36,46,53,21
1321735,03/26/2013, $26,000,000,20,33,46,49,51,46
1320957,03/22/2013, $20,000,000,14,27,34,37,41,38
1320328,03/19/2013, $13,000,000,3,6,14,21,37,35
1319555,03/15/2013, $12,000,000,4,8,17,22,32,8
1318751,03/12/2013, $41,000,000,9,12,19,20,30,39
1317946,03/08/2013, $33,000,000,4,11,25,34,35,44
1317305,03/05/2013, $26,000,000,6,20,39,41,46,42
1316482,03/01/2013, $19,000,000,17,30,38,43,51,20
1315858,02/26/2013, $13,000,000,6,7,13,15,43,7
1315034,02/22/2013, $12,000,000,9,13,24,38,49,30
1314378,02/19/2013, $26,000,000,1,15,19,30,56,28
1313583,02/15/2013, $20,000,000,11,35,41,42,44,42
1312946,02/12/2013, $13,000,000,9,22,32,38,55,44
1312137,02/08/2013, $12,000,000,6,15,20,39,50,5
1311513,02/05/2013, $19,000,000,2,5,10,26,44,46
1310684,02/01/2013, $13,000,000,1,30,32,40,41,17
1310040,01/29/2013, $12,000,000,8,12,27,46,47,6
1309236,01/25/2013, $89,000,000,11,12,17,31,48,1
1308597,01/22/2013, $80,000,000,7,11,16,39,54,13
1307785,01/18/2013, $70,000,000,8,18,25,42,49,14
1307123,01/15/2013, $62,000,000,1,6,12,19,41,14
1306337,01/11/2013, $55,000,000,24,29,30,34,56,1
1305693,01/08/2013, $47,000,000,3,20,21,38,42,19
1304881,01/04/2013, $39,000,000,1,2,23,25,55,39
1304238,01/01/2013, $30,000,000,4,11,21,25,44,29
1303335,12/28/2012, $25,000,000,10,13,32,40,41,32
1302580,12/25/2012, $18,000,000,2,3,18,34,48,36
1301626,12/21/2012, $12,000,000,3,18,32,41,56,19
1300864,12/18/2012, $12,000,000,1,6,7,18,29,16
1299897,12/14/2012, $35,000,000,11,28,33,41,43,41
1299135,12/11/2012, $27,000,000,39,44,51,52,54,13
1298168,12/07/2012, $20,000,000,7,43,44,51,56,4
1297211,12/04/2012, $13,000,000,3,19,24,32,43,44
1295886,11/30/2012, $12,000,000,11,22,24,28,31,46
1294874,11/27/2012, $49,000,000,5,12,26,42,49,24
1293537,11/23/2012, $41,000,000,8,37,44,47,48,27
1292502,11/20/2012, $33,000,000,9,13,22,38,52,44
1291142,11/16/2012, $26,000,000,5,24,26,29,53,36
1290143,11/13/2012, $19,000,000,6,12,31,46,56,34
1288804,11/09/2012, $13,000,000,18,22,33,35,40,11
1287717,11/06/2012,,3,5,13,32,35,6
1285378,11/02/2012, $32,000,000,4,18,22,38,44,24
1284276,10/30/2012, $27,000,000,5,12,18,29,56,38
1282915,10/26/2012, $21,000,000,4,15,24,36,40,44
1281819,10/23/2012, $13,000,000,1,17,42,46,55,1
1278607,10/19/2012, $12,000,000,14,34,36,48,53,42
1278608,10/16/2012, $61,000,000,13,37,40,46,52,29
1278609,10/12/2012, $53,000,000,6,10,24,26,42,15
1278610,10/09/2012, $45,000,000,6,15,16,22,37,3
1275742,10/05/2012, $36,000,000,8,9,16,32,39,15
1274695,10/02/2012, $28,000,000,10,11,20,42,55,9
1273349,09/28/2012, $21,000,000,6,8,14,43,56,28
1272148,09/25/2012, $14,000,000,7,8,23,50,51,26
1264675,09/21/2012, $12,000,000,3,13,14,46,55,34
1158909,09/18/2012, $15,000,000,5,9,22,36,49,36
1056805,09/14/2012, $12,000,000,16,17,21,40,51,20
1158910,09/14/2012, $12,000,000,16,17,21,40,51,20
1056466,09/14/2012, $12,000,000,16,17,21,40,51,20
1056162,09/11/2012, $120,000,000,5,11,20,33,36,11
1158911,09/11/2012, $120,000,000,5,11,20,33,36,11
1054974,09/11/2012, $120,000,000,5,11,20,33,36,11
1040603,09/07/2012, $105,000,000,15,32,38,42,46,31
1158912,09/07/2012, $105,000,000,15,32,38,42,46,31
1054975,09/07/2012, $105,000,000,15,32,38,42,46,31
1039898,09/04/2012, $93,000,000,16,32,39,41,53,16
1158913,09/04/2012, $93,000,000,16,32,39,41,53,16
1054976,09/04/2012, $93,000,000,16,32,39,41,53,16
1038892,08/31/2012, $83,000,000,31,40,41,47,48,45
1158914,08/31/2012, $83,000,000,31,40,41,47,48,45
1054977,08/31/2012, $83,000,000,31,40,41,47,48,45
1038156,08/28/2012, $73,000,000,4,9,40,45,50,39
1158915,08/28/2012, $73,000,000,4,9,40,45,50,39
1054978,08/28/2012, $73,000,000,4,9,40,45,50,39
1037142,08/24/2012, $65,000,000,25,34,45,46,49,34
1158916,08/24/2012, $65,000,000,25,34,45,46,49,34
1054979,08/24/2012, $65,000,000,25,34,45,46,49,34
1036661,08/21/2012, $55,000,000,5,13,20,23,33,30
1158917,08/21/2012, $55,000,000,5,13,20,23,33,30
1034609,08/21/2012, $55,000,000,5,13,20,23,33,30
1033873,08/17/2012, $45,000,000,8,20,24,35,56,24
1158918,08/17/2012, $45,000,000,8,20,24,35,56,24
1034610,08/17/2012, $45,000,000,8,20,24,35,56,24
1033335,08/14/2012, $36,000,000,15,23,34,39,55,32
1158919,08/14/2012, $36,000,000,15,23,34,39,55,32
1034611,08/14/2012, $36,000,000,15,23,34,39,55,32
1032102,08/10/2012, $29,000,000,10,18,36,38,44,8
1158920,08/10/2012, $29,000,000,10,18,36,38,44,8
1034612,08/10/2012, $29,000,000,10,18,36,38,44,8
1031890,08/07/2012, $21,000,000,30,32,33,42,48,7
1158921,08/07/2012, $21,000,000,30,32,33,42,48,7
1034613,08/07/2012, $21,000,000,30,32,33,42,48,7
1030217,08/03/2012, $13,000,000,2,10,13,38,46,2
1158922,08/03/2012, $13,000,000,2,10,13,38,46,2
1034614,08/03/2012, $13,000,000,2,10,13,38,46,2
1029397,07/31/2012, $12,000,000,5,18,21,29,41,37
1158923,07/31/2012, $12,000,000,5,18,21,29,41,37
1034615,07/31/2012, $12,000,000,5,18,21,29,41,37
1028031,07/27/2012, $52,000,000,2,3,4,8,43,26
1158924,07/27/2012, $52,000,000,2,3,4,8,43,26
1034616,07/27/2012, $52,000,000,2,3,4,8,43,26
1027453,07/24/2012, $45,000,000,5,9,38,46,51,5
1158925,07/24/2012, $45,000,000,5,9,38,46,51,5
1034617,07/24/2012, $45,000,000,5,9,38,46,51,5
1026675,07/20/2012, $37,000,000,2,44,48,50,52,3
1158926,07/20/2012, $37,000,000,2,44,48,50,52,3
1034618,07/20/2012, $37,000,000,2,44,48,50,52,3
1026054,07/17/2012, $28,000,000,1,13,21,49,55,17
1158927,07/17/2012, $28,000,000,1,13,21,49,55,17
1034619,07/17/2012, $28,000,000,1,13,21,49,55,17
1025325,07/13/2012, $21,000,000,6,7,13,24,46,34
1158928,07/13/2012, $21,000,000,6,7,13,24,46,34
1034620,07/13/2012, $21,000,000,6,7,13,24,46,34
1024716,07/10/2012, $14,000,000,3,11,19,23,36,21
1158929,07/10/2012, $14,000,000,3,11,19,23,36,21
1034621,07/10/2012, $14,000,000,3,11,19,23,36,21
1022513,07/06/2012, $12,000,000,20,23,28,35,39,21
1158930,07/06/2012, $12,000,000,20,23,28,35,39,21
1023815,07/06/2012, $12,000,000,20,23,28,35,39,21
1019502,07/03/2012, $86,000,000,3,4,24,36,52,45
1158931,07/03/2012, $86,000,000,3,4,24,36,52,45
1021752,07/03/2012, $86,000,000,3,4,24,36,52,45
1018522,06/29/2012, $75,000,000,28,34,39,45,53,34
1158932,06/29/2012, $75,000,000,28,34,39,45,53,34
1021753,06/29/2012, $75,000,000,28,34,39,45,53,34
1016885,06/26/2012, $65,000,000,3,16,23,35,36,20
1158933,06/26/2012, $65,000,000,3,16,23,35,36,20
1017650,06/26/2012, $65,000,000,3,16,23,35,36,20
1016047,06/22/2012, $55,000,000,10,16,19,32,36,13
1158934,06/22/2012, $55,000,000,10,16,19,32,36,13
1017651,06/22/2012, $55,000,000,10,16,19,32,36,13
1015160,06/19/2012, $47,000,000,11,21,27,30,53,11
1158935,06/19/2012, $47,000,000,11,21,27,30,53,11
1017652,06/19/2012, $47,000,000,11,21,27,30,53,11
1014131,06/15/2012, $39,000,000,8,12,18,30,40,4
1158936,06/15/2012, $39,000,000,8,12,18,30,40,4
1017653,06/15/2012, $39,000,000,8,12,18,30,40,4
1012751,06/12/2012, $30,000,000,2,9,17,34,50,45
1158937,06/12/2012, $30,000,000,2,9,17,34,50,45
1013844,06/12/2012, $30,000,000,2,9,17,34,50,45
1011670,06/08/2012, $22,000,000,4,9,34,40,48,25
1158938,06/08/2012, $22,000,000,4,9,34,40,48,25
1013845,06/08/2012, $22,000,000,4,9,34,40,48,25
1010044,06/05/2012, $14,000,000,37,39,42,53,55,22
1158939,06/05/2012, $14,000,000,37,39,42,53,55,22
1013846,06/05/2012, $14,000,000,37,39,42,53,55,22
1009289,06/01/2012, $12,000,000,2,27,38,46,52,45
1158940,06/01/2012, $12,000,000,2,27,38,46,52,45
1013847,06/01/2012, $12,000,000,2,27,38,46,52,45
1008695,05/29/2012, $32,000,000,2,14,29,53,55,31
1158941,05/29/2012, $32,000,000,2,14,29,53,55,31
1013848,05/29/2012, $32,000,000,2,14,29,53,55,31
1007639,05/25/2012, $24,000,000,9,15,21,40,54,11
1158942,05/25/2012, $24,000,000,9,15,21,40,54,11
1013849,05/25/2012, $24,000,000,9,15,21,40,54,11
1005926,05/22/2012, $16,000,000,10,14,35,43,52,16
1158943,05/22/2012, $16,000,000,10,14,35,43,52,16
1007431,05/22/2012, $16,000,000,10,14,35,43,52,16
1004244,05/18/2012, $12,000,000,3,11,22,34,49,1
1158944,05/18/2012, $12,000,000,3,11,22,34,49,1
1004958,05/18/2012, $12,000,000,3,11,22,34,49,1
1003643,05/15/2012, $25,000,000,10,11,12,14,24,6
1158945,05/15/2012, $25,000,000,10,11,12,14,24,6
1004959,05/15/2012, $25,000,000,10,11,12,14,24,6
987253,05/11/2012, $16,000,000,3,15,29,35,54,8
1158946,05/11/2012, $16,000,000,3,15,29,35,54,8
1002321,05/11/2012, $16,000,000,3,15,29,35,54,8
986246,05/08/2012, $12,000,000,2,6,8,18,51,19
1158947,05/08/2012, $12,000,000,2,6,8,18,51,19
1002322,05/08/2012, $12,000,000,2,6,8,18,51,19
985344,05/04/2012, $118,000,000,4,11,21,42,53,38
1158948,05/04/2012, $118,000,000,4,11,21,42,53,38
1002323,05/04/2012, $118,000,000,4,11,21,42,53,38
984287,05/01/2012, $102,000,000,24,27,31,45,52,38
1158949,05/01/2012, $102,000,000,24,27,31,45,52,38
1002324,05/01/2012, $102,000,000,24,27,31,45,52,38
983012,04/27/2012, $88,000,000,2,5,45,46,47,37
1158950,04/27/2012, $88,000,000,2,5,45,46,47,37
1002325,04/27/2012, $88,000,000,2,5,45,46,47,37
982348,04/24/2012, $76,000,000,3,9,15,37,38,39
1158951,04/24/2012, $76,000,000,3,9,15,37,38,39
1002326,04/24/2012, $76,000,000,3,9,15,37,38,39
981322,04/20/2012, $65,000,000,14,23,26,33,35,40
1158952,04/20/2012, $65,000,000,14,23,26,33,35,40
1002327,04/20/2012, $65,000,000,14,23,26,33,35,40
980180,04/17/2012, $53,000,000,1,16,24,32,48,2
1158953,04/17/2012, $53,000,000,1,16,24,32,48,2
1002328,04/17/2012, $53,000,000,1,16,24,32,48,2
978915,04/13/2012, $42,000,000,9,14,17,36,42,33
1158954,04/13/2012, $42,000,000,9,14,17,36,42,33
979512,04/13/2012, $42,000,000,9,14,17,36,42,33
978284,04/10/2012, $31,000,000,2,6,12,31,48,25
1158955,04/10/2012, $31,000,000,2,6,12,31,48,25
979513,04/10/2012, $31,000,000,2,6,12,31,48,25
977253,04/06/2012, $20,000,000,2,19,20,24,33,39
1158956,04/06/2012, $20,000,000,2,19,20,24,33,39
979514,04/06/2012, $20,000,000,2,19,20,24,33,39
974233,04/03/2012, $12,000,000,11,35,38,41,52,40
1158957,04/03/2012, $12,000,000,11,35,38,41,52,40
974894,04/03/2012, $12,000,000,11,35,38,41,52,40
