564949,12/05/2010,,22552,39070,30141
1222040,12/05/2010, ,22552,39070,30141
794665,12/05/2010, ,22552,39070,30141
503832,11/16/2010,,111301,165290,0,18546,63586,0,15351,44950,122654,164952
794666,11/16/2010, ,111301,165290,0,18546,63586,0,15351,44950,122654,164952
503833,10/13/2010,,3281,4660,41507,66103,75340,84857,89894,95027,114153,151700
794667,10/13/2010, ,3281,4660,41507,66103,75340,84857,89894,95027,114153,151700
