1333693,05/25/2013,,10,11,21,35,37,42,43
1332944,05/22/2013,,5,8,11,14,23,34,10
1332361,05/18/2013,,3,6,10,30,37,45,32
1331557,05/15/2013,,10,13,23,36,40,42,5
1330974,05/11/2013,,10,21,25,28,34,45,30
1330265,05/08/2013,,2,5,20,30,37,39,6
1329702,05/04/2013,,12,16,18,21,31,45,35
1328916,05/01/2013,,16,21,22,26,33,35,45
1328316,04/27/2013,€3,595,558.00,18,22,23,26,32,42,35
1327571,04/24/2013,,2,9,10,18,23,35,7
1326971,04/20/2013,,3,7,8,15,28,31,21
1326210,04/17/2013,,16,25,31,39,40,43,1
1325631,04/13/2013,€2,584,456.00,1,15,20,27,41,42,44
1324846,04/10/2013,,6,7,13,34,44,45,39
1324219,04/06/2013,€5,146,800.00,1,12,16,26,27,29,41
1323436,04/03/2013,,6,14,15,23,24,31,26
1322646,03/30/2013,,5,11,12,17,42,44,8
1322035,03/27/2013,,19,26,27,28,32,39,31
1321435,03/23/2013,,7,12,15,20,25,33,13
1320837,03/20/2013,,16,22,31,33,34,43,20
1320838,03/16/2013,,3,11,22,28,35,37,27
1319068,03/13/2013,€3,016,645.00,2,11,14,25,30,34,27
1318439,03/09/2013,,2,3,20,29,39,43,37
1317639,03/06/2013,,4,10,11,16,17,35,38
1316991,03/02/2013,€6,437,577.00,5,8,9,30,33,45,10
1316142,02/27/2013,,2,18,19,20,21,36,27
1315536,02/23/2013,,23,25,30,32,34,39,4
1314726,02/20/2013,,1,3,12,19,23,37,11
1314078,02/16/2013,,14,17,27,29,30,44,4
1313226,02/13/2013,,3,12,29,38,41,43,1
1312631,02/09/2013,,8,9,12,16,29,38,10
1311828,02/06/2013,,3,5,9,13,25,42,39
1311178,02/02/2013,,4,12,15,27,36,43,21
1310373,01/30/2013,€10,613,747.00,3,8,11,23,27,33,36
1309971,01/26/2013,,3,9,13,20,21,41,14
1308927,01/23/2013,,10,12,20,21,27,39,41
1308281,01/19/2013,,10,17,19,26,36,40,43
1307476,01/16/2013,,9,21,24,33,35,36,10
1306832,01/12/2013,,2,13,22,24,32,33,25
1306026,01/09/2013,,4,14,17,19,36,42,34
1305373,01/05/2013,,12,14,23,31,32,44,21
1304570,01/02/2013,,2,8,16,18,30,45,43
1303914,12/29/2012,,1,8,15,25,29,44,32
1302988,12/26/2012,,1,16,24,29,41,44,7
1302240,12/22/2012,,26,32,35,38,39,42,12
1301275,12/19/2012,,8,23,24,27,35,43,30
1300508,12/15/2012,€4,650,968.00,3,13,15,22,26,30,9
1299544,12/12/2012,,3,9,12,15,31,33,20
1298824,12/08/2012,,8,11,20,34,36,42,7
1297773,12/05/2012,,10,26,37,39,42,44,30
1296823,12/01/2012,,2,11,17,40,42,43,41
1295311,11/28/2012,,2,21,28,29,37,43,31
1294425,11/24/2012,€3,595,140.00,7,11,25,28,30,40,19
1293106,11/21/2012,,9,10,23,25,32,38,30
1292055,11/17/2012,,4,11,17,28,39,45,10
1290770,11/14/2012,,16,26,29,30,36,41,21
1289680,11/10/2012,€3,643,184.00,8,12,19,24,28,42,18
1288286,11/07/2012,,4,5,9,20,27,31,34
1287307,11/03/2012,,6,10,18,26,27,34,15
1284922,10/31/2012,,14,16,20,22,31,43,24
1283838,10/27/2012,€7,373,469.00,4,9,24,25,29,44,39
1282474,10/24/2012,,1,11,14,16,18,23,13
1281277,10/20/2012,,2,12,15,29,34,35,16
1279748,10/17/2012,,2,3,6,14,24,26,38
1279749,10/13/2012,,7,9,21,29,30,36,13
1279750,10/10/2012,,1,10,17,18,43,44,24
1279751,10/06/2012,,1,18,22,26,35,40,17
1275160,10/03/2012,,5,14,16,26,34,40,15
1274723,09/29/2012,,4,5,15,25,28,33,35
1272901,09/26/2012,€5,771,162.00,2,7,12,15,26,28,45
1271853,09/22/2012,,9,11,17,24,33,41,36
1264258,09/19/2012,,2,21,24,32,36,40,20
1211320,09/15/2012,,11,25,27,28,35,45,18
1211321,09/12/2012,,12,22,25,32,39,40,1
1056576,09/12/2012,,12,22,25,32,39,40,1
1211322,09/08/2012,,8,12,23,24,28,41,29
1056577,09/08/2012,,8,12,23,24,28,41,29
1040117,09/05/2012,,4,12,13,23,36,38,21
1211323,09/05/2012,,4,12,13,23,36,38,21
1056578,09/05/2012,,4,12,13,23,36,38,21
1039235,09/01/2012,,1,6,9,15,18,44,25
1211324,09/01/2012,,1,6,9,15,18,44,25
1039427,09/01/2012,,1,6,9,15,18,44,25
1038339,08/29/2012,€8,638,029.00,12,24,26,34,35,42,44
1211325,08/29/2012,€8,638,029.00,12,24,26,34,35,42,44
1039428,08/29/2012,€8,638,029.00,12,24,26,34,35,42,44
1037566,08/25/2012,,10,23,28,33,34,36,29
1037747,08/25/2012,,10,23,28,33,34,36,29
1036737,08/22/2012,,2,19,34,37,39,41,23
1037748,08/22/2012,,2,19,34,37,39,41,23
1034171,08/18/2012,,2,10,27,33,36,41,39
1035643,08/18/2012,,2,10,27,33,36,41,39
1033418,08/15/2012,,2,11,16,26,31,36,15
1035644,08/15/2012,,2,11,16,26,31,36,15
1032945,08/11/2012,,24,27,28,29,36,37,6
1035645,08/11/2012,,24,27,28,29,36,37,6
1032002,08/08/2012,,18,21,34,36,40,42,3
1035646,08/08/2012,,18,21,34,36,40,42,3
1031322,08/04/2012,,22,25,29,30,35,44,20
1035647,08/04/2012,,22,25,29,30,35,44,20
1029861,08/01/2012,,1,5,15,22,25,39,40
1030486,08/01/2012,,1,5,15,22,25,39,40
1029489,07/28/2012,,6,11,25,33,40,43,12
1030487,07/28/2012,,6,11,25,33,40,43,12
1027854,07/25/2012,€3,063,028.00,31,34,39,42,44,45,32
1030488,07/25/2012,€3,063,028.00,31,34,39,42,44,45,32
1027161,07/21/2012,,10,34,35,37,43,44,42
1030489,07/21/2012,,10,34,35,37,43,44,42
1026402,07/18/2012,,5,6,11,25,30,41,28
1030490,07/18/2012,,5,6,11,25,30,41,28
1025776,07/14/2012,€3,084,281.00,13,25,26,41,42,43,8
1030491,07/14/2012,€3,084,281.00,13,25,26,41,42,43,8
1025019,07/11/2012,,1,3,4,7,27,34,36
1024437,07/07/2012,,17,20,21,28,31,37,3
1022204,07/04/2012,€3,088,033.00,7,13,21,31,36,42,15
1021947,07/04/2012,€3,088,033.00,7,13,21,31,36,42,15
1019176,06/30/2012,,2,22,24,26,38,42,28
1021948,06/30/2012,,2,22,24,26,38,42,28
1017936,06/27/2012,,1,17,22,23,40,43,13
1018127,06/27/2012,,1,17,22,23,40,43,13
1016695,06/23/2012,€2,000,000.00,19,22,27,33,40,44,43
1018128,06/23/2012,€2,000,000.00,19,22,27,33,40,44,43
1015471,06/20/2012,€8,749,912.00,15,31,35,38,40,45,11
1015812,06/20/2012,€8,749,912.00,15,31,35,38,40,45,11
1014548,06/16/2012,,2,6,9,13,30,36,33
1014843,06/16/2012,,2,6,9,13,30,36,33
1013083,06/13/2012,,4,14,23,35,38,41,9
1013162,06/13/2012,,4,14,23,35,38,41,9
1011994,06/09/2012,,13,17,26,33,36,45,25
1012347,06/09/2012,,13,17,26,33,36,45,25
1010949,06/06/2012,,12,13,18,24,39,44,29
1011291,06/06/2012,,12,13,18,24,39,44,29
1009712,06/02/2012,,4,10,16,22,40,42,15
1010196,06/02/2012,,4,10,16,22,40,42,15
1008926,05/30/2012,,12,15,17,30,33,45,22
1010197,05/30/2012,,12,15,17,30,33,45,22
1008533,05/26/2012,,2,4,9,21,22,38,43
1010198,05/26/2012,,2,4,9,21,22,38,43
1006363,05/23/2012,,11,28,29,32,34,41,27
1007711,05/23/2012,,11,28,29,32,34,41,27
1005577,05/19/2012,,1,5,17,22,35,43,40
1007712,05/19/2012,,1,5,17,22,35,43,40
1004082,05/16/2012,,6,7,28,30,35,45,18
1005172,05/16/2012,,6,7,28,30,35,45,18
1003302,05/12/2012,,3,13,14,21,35,42,33
1005173,05/12/2012,,3,13,14,21,35,42,33
986497,05/09/2012,€2,000,000.00,3,21,28,38,39,41,27
986854,05/09/2012,€2,000,000.00,3,21,28,38,39,41,27
985680,05/05/2012,€5,377,964.00,6,9,21,31,33,42,11
986855,05/05/2012,€5,377,964.00,6,9,21,31,33,42,11
984525,05/02/2012,,8,9,13,14,20,36,6
984894,05/02/2012,,8,9,13,14,20,36,6
983641,04/28/2012,,3,24,32,33,40,42,19
983698,04/28/2012,,3,24,32,33,40,42,19
982594,04/25/2012,,3,4,11,12,36,44,1
983699,04/25/2012,,3,4,11,12,36,44,1
981659,04/21/2012,,6,12,26,27,32,38,44
981774,04/21/2012,,6,12,26,27,32,38,44
980802,04/18/2012,€4,411,240.00,2,14,15,19,27,31,7
980939,04/18/2012,€4,411,240.00,2,14,15,19,27,31,7
980000,04/14/2012,,3,12,18,25,41,42,38
980272,04/14/2012,,3,12,18,25,41,42,38
978550,04/11/2012,,7,26,31,33,42,45,39
979103,04/11/2012,,7,26,31,33,42,45,39
978140,04/07/2012,,1,8,15,19,26,36,39
