1496265,05/04/2017,,6,9,19,23,36
1496251,05/03/2017,,5,16,22,24,28
1496211,05/02/2017,,6,8,13,31,36
1496198,05/01/2017,,2,5,11,20,26
1496173,04/30/2017,,10,19,21,27,31
1496137,04/29/2017,,4,6,13,14,23
1496106,04/28/2017,,1,3,11,15,19
1496079,04/27/2017,,6,18,30,32,36
1496044,04/26/2017,,11,12,26,29,35
1496016,04/25/2017,,6,14,18,19,26
1495989,04/24/2017,,23,31,33,35,36
1495964,04/23/2017,,1,8,19,21,24
1495930,04/22/2017,,14,15,27,28,34
1495899,04/21/2017,,10,16,23,30,31
1495871,04/20/2017,,1,14,18,20,30
1495836,04/19/2017,,7,10,12,17,30
1495808,04/18/2017,,24,28,30,31,34
1495780,04/17/2017,,2,9,10,25,30
1495723,04/16/2017,,9,11,17,29,35
1495706,04/15/2017,,3,13,26,33,35
1495689,04/14/2017,,19,22,25,26,33
1495662,04/13/2017,,5,12,15,32,34
1495626,04/12/2017,,1,10,16,26,32
1495598,04/11/2017,,3,5,6,9,10
1495571,04/10/2017,,2,19,20,22,29
1495547,04/09/2017,,9,11,13,30,31
1495511,04/08/2017,,13,14,18,23,31
1495480,04/07/2017,,3,4,9,27,31
1495453,04/06/2017,,8,11,15,22,27
1495389,04/05/2017,,2,13,14,22,32
1495390,04/04/2017,,8,9,12,19,24
1495391,04/03/2017,,2,3,7,23,27
1495339,04/02/2017,,6,8,16,25,34
1495304,04/01/2017,,2,13,21,25,26
1495273,03/31/2017,,2,8,9,18,23
1495246,03/30/2017,,1,2,11,16,29
1495211,03/29/2017,,3,10,19,20,25
1495184,03/28/2017,,1,5,10,16,19
1495157,03/27/2017,,14,24,25,27,33
1495132,03/26/2017,,1,3,7,23,27
1495096,03/25/2017,,3,5,7,8,12
1495065,03/24/2017,,3,19,23,24,36
1495037,03/23/2017,,1,14,17,20,35
1495002,03/22/2017,,17,19,30,31,36
1494974,03/21/2017,,14,19,21,28,34
1494947,03/20/2017,,5,11,16,24,25
1494903,03/19/2017,,2,8,12,15,30
1494886,03/18/2017,,14,15,20,22,33
1494855,03/17/2017,,2,4,7,12,25
1494827,03/16/2017,,6,8,17,19,29
1494793,03/15/2017,,2,15,17,18,27
1494765,03/14/2017,,2,12,15,28,31
1494738,03/13/2017,,11,13,15,19,29
1494713,03/12/2017,,1,4,5,7,19
1494677,03/11/2017,,4,6,10,15,35
1494646,03/10/2017,,11,26,31,33,36
1494618,03/09/2017,,9,20,25,29,30
1494583,03/08/2017,,6,20,22,30,33
1494555,03/07/2017,,2,5,10,22,25
1494528,03/06/2017,,6,7,18,22,30
1494504,03/05/2017,,2,8,9,10,33
1494469,03/04/2017,,2,3,8,16,36
1494438,03/03/2017,,9,17,22,23,33
1494411,03/02/2017,,4,8,16,18,29
1494377,03/01/2017,,4,18,22,32,34
1494348,02/28/2017,,2,3,5,15,34
1494322,02/27/2017,,1,3,15,19,27
1494297,02/26/2017,,13,15,22,24,35
1494261,02/25/2017,,2,13,31,33,35
1494230,02/24/2017,,2,16,26,32,35
1494201,02/23/2017,,7,8,23,28,29
1494167,02/22/2017,,1,6,13,23,25
1494139,02/21/2017,,6,15,22,27,32
1494112,02/20/2017,,8,18,22,23,32
1494068,02/19/2017,,5,15,26,31,32
1494051,02/18/2017,,9,13,15,34,35
1494021,02/17/2017,,9,11,26,27,31
1493992,02/16/2017,,6,7,17,30,34
1493958,02/15/2017,,5,15,18,27,35
1493930,02/14/2017,,1,2,9,23,25
1493903,02/13/2017,,6,14,15,19,30
1493878,02/12/2017,,4,11,12,24,33
1493842,02/11/2017,,8,10,11,17,28
