1460864,02/27/2015, $300,7,9,6
1460865,02/27/2015, $300,7,8,3
1460747,02/26/2015, $300,2,3,0
1460748,02/26/2015, $300,4,7,9
1460612,02/25/2015, $300,6,5,3
1460613,02/25/2015, $300,1,4,9
1460500,02/24/2015, $300,5,5,0
1460501,02/24/2015, $300,9,7,7
1460381,02/23/2015, $300,1,2,9
1460382,02/23/2015, $300,8,4,3
1460282,02/22/2015, $300,0,0,8
1460283,02/22/2015, $300,6,4,2
1460147,02/21/2015, $300,0,7,3
1460148,02/21/2015, $300,5,9,4
1459998,02/20/2015, $300,2,4,5
1459999,02/20/2015, $300,3,2,7
1459915,02/19/2015, $300,9,8,1
1459916,02/19/2015, $300,9,6,6
1459779,02/18/2015, $300,4,6,8
1459780,02/18/2015, $300,9,2,9
1459666,02/17/2015, $300,7,1,0
1459667,02/17/2015, $300,2,5,7
1459546,02/16/2015, $300,5,6,3
1459547,02/16/2015, $300,9,3,1
1459451,02/15/2015, $300,2,7,0
1459452,02/15/2015, $300,7,6,9
1459315,02/14/2015, $300,8,5,0
1459316,02/14/2015, $300,9,7,7
1459198,02/13/2015, $300,9,3,5
1459199,02/13/2015, $300,4,3,8
1459032,02/12/2015, $300,0,3,8
1459033,02/12/2015, $300,1,1,8
1458947,02/11/2015, $300,8,3,4
1458948,02/11/2015, $300,3,6,8
1458835,02/10/2015, $300,0,0,1
1458836,02/10/2015, $300,8,5,6
1458715,02/09/2015, $300,5,6,6
1458716,02/09/2015, $300,6,1,3
1458601,02/08/2015, $300,1,0,8
1458602,02/08/2015, $300,6,8,9
1458463,02/07/2015, $300,7,6,4
1458464,02/07/2015, $300,1,3,9
1458340,02/06/2015, $300,3,2,5
1458341,02/06/2015, $300,1,2,9
1458179,02/05/2015, $300,1,4,4
1458180,02/05/2015, $300,6,5,8
1458072,02/04/2015, $300,9,1,9
1458073,02/04/2015, $300,6,9,1
1457952,02/03/2015, $300,3,3,3
1457953,02/03/2015, $300,1,4,5
1457824,02/02/2015, $300,2,0,4
1457825,02/02/2015, $300,4,7,0
1457723,02/01/2015, $300,7,7,4
1457724,02/01/2015, $300,3,5,0
1457578,01/31/2015, $300,5,9,5
1457579,01/31/2015, $300,1,0,6
1457451,01/30/2015, $300,4,5,2
1457452,01/30/2015, $300,8,1,4
1457326,01/29/2015, $300,3,1,4
1457327,01/29/2015, $300,3,9,6
1457173,01/28/2015, $300,0,4,9
1457174,01/28/2015, $300,4,0,4
1457047,01/27/2015, $300,0,4,6
1457048,01/27/2015, $300,7,5,7
1456911,01/26/2015, $300,2,6,2
1456912,01/26/2015, $300,4,8,1
1456807,01/25/2015, $300,0,1,8
1456808,01/25/2015, $300,4,8,7
1456657,01/24/2015, $300,5,2,5
1456658,01/24/2015, $300,0,2,6
1456524,01/23/2015, $300,5,9,4
1456525,01/23/2015, $300,4,9,1
1456387,01/22/2015, $300,2,0,2
1456388,01/22/2015, $300,2,4,5
1456154,01/21/2015, $300,4,7,4
1456156,01/21/2015, $300,7,5,9
1456155,01/20/2015, $300,1,1,2
1456157,01/20/2015, $300,1,6,5
1455938,01/19/2015, $300,3,9,3
1455939,01/19/2015, $300,2,2,1
1455822,01/18/2015, $300,0,3,4
1455823,01/18/2015, $300,4,9,2
1455661,01/17/2015, $300,0,2,0
1455662,01/17/2015, $300,5,3,1
1455512,01/16/2015, $300,3,4,4
1455513,01/16/2015, $300,8,2,2
1455373,01/15/2015, $300,3,8,5
1455374,01/15/2015, $300,3,8,6
1455210,01/14/2015, $300,2,3,6
1455211,01/14/2015, $300,8,0,9
1455071,01/13/2015, $300,0,6,1
1455072,01/13/2015, $300,9,5,5
1454923,01/12/2015, $300,2,9,9
1454924,01/12/2015, $300,2,4,5
1454805,01/11/2015, $300,0,9,8
1454806,01/11/2015, $300,6,8,1
1454646,01/10/2015, $300,2,7,7
1454647,01/10/2015, $300,8,7,7
1454501,01/09/2015, $300,7,4,5
1454502,01/09/2015, $300,2,0,9
1454263,01/08/2015, $300,7,1,8
1454264,01/08/2015, $300,6,6,9
1454193,01/07/2015, $300,5,0,0
1454194,01/07/2015, $300,8,0,9
1454057,01/06/2015, $300,2,4,0
1454058,01/06/2015, $300,7,3,6
1453942,01/05/2015, $300,0,8,2
1453896,01/05/2015, $300,8,2,3
1453804,01/04/2015, $300,2,9,4
1453772,01/04/2015, $300,1,4,3
1453722,01/03/2015, $300,1,9,5
1453599,01/03/2015, $300,5,1,5
1453487,01/02/2015, $300,7,2,8
1453442,01/02/2015, $300,1,0,5
1453328,01/01/2015, $300,7,0,6
1453282,01/01/2015, $300,9,3,2
1453141,12/31/2014, $300,4,4,6
1453091,12/31/2014, $300,9,3,3
1452977,12/30/2014, $300,6,5,1
1452925,12/30/2014, $300,9,0,3
1452804,12/29/2014, $300,1,1,0
1452757,12/29/2014, $300,0,8,9
1452661,12/28/2014, $300,2,8,6
1452624,12/28/2014, $300,2,9,3
1452484,12/27/2014, $300,3,8,1
1452436,12/27/2014, $300,4,0,7
1452314,12/26/2014, $300,8,9,1
1452263,12/26/2014, $300,3,9,5
1452154,12/25/2014, $300,3,3,1
1452101,12/25/2014, $300,8,2,8
1451966,12/24/2014, $300,3,0,6
1451913,12/24/2014, $300,0,5,7
1451796,12/23/2014, $300,7,8,2
1451746,12/23/2014, $300,8,7,5
1451618,12/22/2014, $300,0,3,9
1451567,12/22/2014, $300,5,7,4
1451467,12/21/2014, $300,0,0,8
1451428,12/21/2014, $300,9,5,9
1451284,12/20/2014, $300,0,8,9
1451232,12/20/2014, $300,1,0,0
1451106,12/19/2014, $300,7,2,1
1451055,12/19/2014, $300,9,9,7
1450938,12/18/2014, $300,5,9,0
1450891,12/18/2014, $300,4,3,3
1450740,12/17/2014, $300,1,1,0
1450688,12/17/2014, $300,1,7,3
1450570,12/16/2014, $300,4,0,9
1450516,12/16/2014, $300,0,5,3
1450386,12/15/2014, $300,3,1,0
1450328,12/15/2014, $300,6,3,5
1450228,12/14/2014, $300,1,7,5
1450186,12/14/2014, $300,0,9,1
1450035,12/13/2014, $300,7,5,2
1449979,12/13/2014, $300,6,3,9
1449853,12/12/2014, $300,0,9,8
1449797,12/12/2014, $300,2,5,7
1449678,12/11/2014, $300,1,1,0
1449623,12/11/2014, $300,2,0,5
1449471,12/10/2014, $300,5,9,4
1449412,12/10/2014, $300,7,3,3
1449293,12/09/2014, $300,5,3,6
1449239,12/09/2014, $300,2,0,7
1449110,12/08/2014, $300,2,7,4
1449052,12/08/2014, $300,1,7,4
1448949,12/07/2014, $300,3,4,4
1448908,12/07/2014, $300,2,8,0
1448759,12/06/2014, $300,4,7,9
1448700,12/06/2014, $300,2,9,4
1448577,12/05/2014, $300,2,6,0
1448520,12/05/2014, $300,1,8,8
1448399,12/04/2014, $300,7,3,3
1448344,12/04/2014, $300,3,3,0
1448192,12/03/2014, $300,2,0,9
1448133,12/03/2014, $300,1,9,1
1448013,12/02/2014, $300,3,0,8
1447882,12/02/2014, $300,3,7,2
1447827,12/01/2014, $300,5,6,4
1447775,12/01/2014, $300,9,6,9
1447672,11/30/2014, $300,3,2,1
1447631,11/30/2014, $300,8,0,7
1447483,11/29/2014, $300,1,9,5
1447422,11/29/2014, $300,2,0,0
1447293,11/28/2014, $300,4,5,1
1447236,11/28/2014, $300,9,4,3
1447116,11/27/2014, $300,4,4,6
1447060,11/27/2014, $300,9,7,2
1446907,11/26/2014, $300,7,3,1
1446847,11/26/2014, $300,4,3,1
1446725,11/25/2014, $300,5,3,7
1446669,11/25/2014, $300,3,7,1
1446538,11/24/2014, $300,2,5,7
1446482,11/24/2014, $300,6,8,0
1446368,11/23/2014, $300,5,5,4
1446337,11/23/2014, $300,5,3,5
1446185,11/22/2014, $300,6,1,1
1446128,11/22/2014, $300,5,0,8
1445998,11/21/2014, $300,3,9,5
1445942,11/21/2014, $300,5,9,3
1445818,11/20/2014, $300,5,9,5
1445762,11/20/2014, $300,4,2,5
1445607,11/19/2014, $300,2,0,8
1445549,11/19/2014, $300,2,2,2
1445428,11/18/2014, $300,9,7,8
1445372,11/18/2014, $300,2,3,6
1445241,11/17/2014, $300,2,3,0
1445184,11/17/2014, $300,5,7,2
1445077,11/16/2014, $300,3,3,9
1445037,11/16/2014, $300,9,0,2
1444884,11/15/2014, $300,2,1,2
1444826,11/15/2014, $300,6,0,3
1444703,11/14/2014, $300,0,9,7
1444647,11/14/2014, $300,5,5,1
1444524,11/13/2014, $300,6,0,1
1444468,11/13/2014, $300,9,8,7
1444316,11/12/2014, $300,3,7,1
1444256,11/12/2014, $300,2,1,3
1444134,11/11/2014, $300,3,1,3
1444078,11/11/2014, $300,3,4,0
1443947,11/10/2014, $300,1,9,5
1443890,11/10/2014, $300,0,2,6
1443785,11/09/2014, $300,8,2,4
1443743,11/09/2014, $300,8,4,2
1443592,11/08/2014, $300,7,6,1
1443533,11/08/2014, $300,4,2,6
1443404,11/07/2014, $300,8,2,2
1443347,11/07/2014, $300,2,8,1
1443223,11/06/2014, $300,8,1,5
1443167,11/06/2014, $300,8,8,2
1443014,11/05/2014, $300,9,0,0
1442954,11/05/2014, $300,8,3,2
1442832,11/04/2014, $300,1,0,0
1442778,11/04/2014, $300,1,0,0
1442646,11/03/2014, $300,3,9,8
1442589,11/03/2014, $300,5,0,9
1442473,11/02/2014, $300,3,5,1
1442431,11/02/2014, $300,8,8,3
1442279,11/01/2014, $300,9,1,0
1442221,11/01/2014, $300,1,3,5
1442101,10/31/2014, $300,7,0,5
1442040,10/31/2014, $300,0,9,4
1441924,10/30/2014, $300,0,0,3
1441868,10/30/2014, $300,8,1,3
1441714,10/29/2014, $300,1,6,5
1441654,10/29/2014, $300,1,1,1
1441532,10/28/2014, $300,0,6,6
1441477,10/28/2014, $300,7,8,9
1441345,10/27/2014, $300,0,7,8
1441288,10/27/2014, $300,8,3,4
1441183,10/26/2014, $300,9,3,2
1441141,10/26/2014, $300,3,6,0
