1453950,01/05/2015, $100,000,8,20,24,26,29
1453812,01/04/2015, $100,000,6,14,21,27,31
1453724,01/03/2015, $100,000,3,6,18,20,34
1453514,01/02/2015, $100,000,20,21,23,24,35
1453336,01/01/2015, $100,000,13,17,23,24,32
1453150,12/31/2014, $100,000,11,13,17,20,34
1452985,12/30/2014, $100,000,11,17,19,25,26
1452812,12/29/2014, $100,000,2,7,8,12,21
1452669,12/28/2014, $100,000,1,2,7,16,30
1452588,12/27/2014, $100,000,11,13,23,29,30
1452322,12/26/2014, $100,000,2,17,27,29,32
1452162,12/25/2014, $100,000,10,12,23,26,27
1451975,12/24/2014, $100,000,16,17,19,22,25
1451804,12/23/2014, $100,000,6,7,9,10,22
1451626,12/22/2014, $100,000,4,7,12,14,15
1451475,12/21/2014, $100,000,8,12,24,27,35
1451293,12/20/2014, $100,000,6,16,18,29,30
1451114,12/19/2014, $100,000,21,22,28,31,34
1450946,12/18/2014, $100,000,7,9,12,17,28
1450749,12/17/2014, $100,000,1,8,22,23,26
1450578,12/16/2014, $100,000,7,10,15,21,30
1450394,12/15/2014, $100,000,11,14,20,21,22
1450236,12/14/2014, $100,000,4,11,27,31,32
1450044,12/13/2014, $100,000,6,23,26,28,33
1449861,12/12/2014, $100,000,2,5,10,17,19
1449686,12/11/2014, $100,000,15,17,21,32,34
1449480,12/10/2014, $100,000,21,23,28,29,30
1449301,12/09/2014, $100,000,6,15,19,21,31
1449118,12/08/2014, $100,000,3,10,24,25,30
1448957,12/07/2014, $100,000,8,13,14,17,20
1448768,12/06/2014, $100,000,21,23,25,29,35
1448585,12/05/2014, $100,000,1,11,22,25,31
1448407,12/04/2014, $100,000,10,17,21,23,24
1448201,12/03/2014, $100,000,6,14,15,21,26
1448021,12/02/2014, $100,000,11,12,22,30,35
1447835,12/01/2014, $100,000,1,5,8,26,31
1447680,11/30/2014, $100,000,4,15,20,26,30
1447492,11/29/2014, $100,000,3,10,16,25,35
1447302,11/28/2014, $100,000,16,17,27,30,32
1447125,11/27/2014, $100,000,4,10,22,30,32
1446917,11/26/2014, $100,000,16,29,30,32,35
1446734,11/25/2014, $100,000,7,8,9,32,35
1446547,11/24/2014, $100,000,7,16,19,27,32
1446377,11/23/2014, $100,000,1,6,8,14,25
1446195,11/22/2014, $100,000,6,8,24,25,26
1446007,11/21/2014, $100,000,4,10,17,24,27
1445827,11/20/2014, $100,000,1,15,22,27,32
1445617,11/19/2014, $100,000,6,14,19,21,22
1445437,11/18/2014, $100,000,6,7,13,24,32
1445250,11/17/2014, $100,000,11,13,16,20,29
1445086,11/16/2014, $100,000,12,16,24,29,33
1444894,11/15/2014, $100,000,3,16,23,24,27
1444712,11/14/2014, $100,000,6,11,28,29,31
1444533,11/13/2014, $100,000,6,15,16,21,33
1444326,11/12/2014, $100,000,1,2,6,23,31
1444143,11/11/2014, $100,000,4,6,7,19,29
1443956,11/10/2014, $100,000,4,13,16,26,31
1443794,11/09/2014, $100,000,1,2,3,4,12
1443602,11/08/2014, $100,000,20,23,29,30,33
1443413,11/07/2014, $100,000,4,9,18,25,29
1443232,11/06/2014, $100,000,3,12,17,21,22
1443024,11/05/2014, $100,000,3,7,10,25,32
1442841,11/04/2014, $100,000,12,17,21,24,33
1442655,11/03/2014, $100,000,13,26,27,30,33
1442482,11/02/2014, $100,000,5,9,11,20,35
1442289,11/01/2014, $100,000,15,18,24,30,32
1442559,10/31/2014, $100,000,10,14,23,24,35
1441933,10/30/2014, $100,000,1,11,14,15,20
1441724,10/29/2014, $100,000,6,24,27,28,30
1441541,10/28/2014, $100,000,16,20,22,29,31
1441354,10/27/2014, $100,000,8,10,22,31,32
1441192,10/26/2014, $100,000,4,18,24,25,27
1440999,10/25/2014, $100,000,18,25,30,32,33
1440809,10/24/2014, $100,000,2,5,25,26,34
1440630,10/23/2014, $100,000,8,9,17,22,32
1440422,10/22/2014, $100,000,22,23,27,33,35
1440240,10/21/2014, $100,000,6,7,25,33,34
1440053,10/20/2014, $100,000,1,2,4,9,16
1439892,10/19/2014, $100,000,5,9,23,27,29
1439698,10/18/2014, $100,000,1,2,5,10,27
1439510,10/17/2014, $100,000,11,17,18,19,29
1439331,10/16/2014, $100,000,4,6,18,20,32
1439123,10/15/2014, $100,000,6,9,10,22,34
1438940,10/14/2014, $100,000,4,23,24,29,30
1438753,10/13/2014, $100,000,11,17,22,23,30
1438593,10/12/2014, $100,000,8,11,20,21,28
1438400,10/11/2014, $100,000,7,16,22,29,32
1438211,10/10/2014, $100,000,5,15,23,25,29
1438030,10/09/2014, $100,000,1,2,8,30,34
1437820,10/08/2014, $100,000,8,19,23,26,32
1437641,10/07/2014, $100,000,4,17,20,22,27
1437454,10/06/2014, $100,000,6,15,26,29,33
1437325,10/05/2014, $100,000,3,8,21,22,24
1437099,10/04/2014, $100,000,2,7,12,31,34
1436912,10/03/2014, $100,000,2,12,23,29,35
1436732,10/02/2014, $100,000,4,6,15,16,26
1436523,10/01/2014, $100,000,5,8,20,23,33
1436340,09/30/2014, $100,000,2,7,12,13,14
1436154,09/29/2014, $100,000,2,5,6,13,34
1435992,09/28/2014, $100,000,12,13,20,31,34
1435798,09/27/2014, $100,000,10,16,18,31,35
1435609,09/26/2014, $100,000,3,15,18,19,27
1435195,09/25/2014, $100,000,8,10,11,34,35
1435051,09/24/2014, $100,000,6,7,18,27,29
1434929,09/23/2014, $100,000,15,16,21,26,35
1434803,09/22/2014, $100,000,12,19,22,24,28
1434691,09/21/2014, $100,000,4,9,17,22,29
1434499,09/20/2014, $100,000,12,16,18,29,32
1434308,09/19/2014, $100,000,3,9,20,32,33
1434129,09/18/2014, $100,000,9,10,21,29,31
1433920,09/17/2014, $100,000,10,19,22,26,35
1433738,09/16/2014, $100,000,6,15,26,31,32
1433551,09/15/2014, $100,000,3,25,27,28,31
1433390,09/14/2014, $100,000,3,9,16,25,34
1433179,09/13/2014, $100,000,4,12,22,24,33
1433006,09/12/2014, $100,000,2,4,6,17,23
1432827,09/11/2014, $100,000,3,17,22,24,28
1432616,09/10/2014, $100,000,7,14,15,19,27
1432436,09/09/2014, $100,000,7,12,18,28,31
1432246,09/08/2014, $100,000,4,19,20,31,34
1432087,09/07/2014, $100,000,9,19,25,32,34
1431892,09/06/2014, $100,000,1,5,13,19,26
1431702,09/05/2014, $100,000,15,17,25,28,34
1431526,09/04/2014, $100,000,3,9,10,14,22
1431313,09/03/2014, $100,000,12,16,25,27,34
1431132,09/02/2014, $100,000,1,6,10,19,33
1430944,09/01/2014, $100,000,4,10,21,23,27
1430785,08/31/2014, $100,000,2,4,9,21,26
1430590,08/30/2014, $100,000,2,4,11,12,23
1430401,08/29/2014, $100,000,1,8,16,34,35
1430221,08/28/2014, $100,000,3,11,14,22,28
1430011,08/27/2014, $100,000,3,10,12,16,27
1429806,08/26/2014, $100,000,1,19,20,23,28
1429641,08/25/2014, $100,000,5,8,12,24,32
1429481,08/24/2014, $100,000,12,15,18,30,31
1429285,08/23/2014, $100,000,4,16,19,32,34
1429097,08/22/2014, $100,000,4,14,26,31,33
1428918,08/21/2014, $100,000,1,5,7,21,25
1428707,08/20/2014, $100,000,8,14,28,29,33
1428527,08/19/2014, $100,000,10,15,19,23,28
1428339,08/18/2014, $100,000,1,2,8,12,26
1428177,08/17/2014, $100,000,1,6,22,25,30
1427986,08/16/2014, $100,000,3,6,21,30,32
