1467598,04/30/2015,,2,5,6,7,8,9,11,12,16,18
1467553,04/29/2015,,2,4,6,7,8,9,10,14,17,18
1467503,04/28/2015,,3,4,5,6,12,14,15,18,19,20
1467464,04/27/2015,,1,2,3,4,5,6,8,9,16,17
1467388,04/25/2015,,4,6,8,10,11,12,14,16,18,19
1467333,04/24/2015,,3,6,8,10,12,14,16,17,18,19
1467290,04/23/2015,,1,3,6,11,12,13,14,16,18,19
1467248,04/22/2015,,1,4,8,10,12,14,15,17,18,20
1467195,04/21/2015,,2,3,4,6,7,11,13,15,17,19
1467152,04/20/2015,,1,4,5,6,8,11,12,13,14,17
1466937,04/18/2015,,1,2,3,7,8,9,12,13,18,20
1466800,04/17/2015,,4,7,8,9,12,15,16,18,19,20
1466683,04/16/2015,,1,4,5,6,7,10,15,16,18,19
1466567,04/15/2015,,3,4,5,8,9,10,12,16,17,18
1466431,04/14/2015,,1,3,5,6,7,9,12,13,15,20
1466318,04/13/2015,,2,3,6,9,10,11,14,15,16,18
1466100,04/11/2015,,3,4,5,10,12,14,16,17,19,20
1465965,04/10/2015,,3,4,5,6,7,8,14,16,17,20
1465847,04/09/2015,,1,4,5,9,10,11,12,16,18,20
1465734,04/08/2015,,1,5,6,7,10,11,12,13,18,20
1465598,04/07/2015,,4,9,11,13,14,15,16,17,18,19
1465485,04/06/2015,,1,2,4,10,14,15,16,17,18,19
1465268,04/04/2015,,3,4,8,10,12,14,15,18,19,20
1465132,04/03/2015,,2,7,8,10,14,15,16,17,19,20
1465015,04/02/2015,,4,9,11,12,13,14,16,18,19,20
1464901,04/01/2015,,2,3,5,9,10,11,12,14,15,20
1464766,03/31/2015,,2,4,8,9,10,11,14,15,16,17
1464654,03/30/2015,,1,2,3,5,7,9,13,14,16,17
1464436,03/28/2015,,1,2,3,4,6,9,12,14,17,20
1464299,03/27/2015,,4,6,8,10,12,15,16,17,18,19
1464182,03/26/2015,,4,5,7,8,9,10,12,14,18,19
1464065,03/25/2015,,1,2,3,6,9,14,16,17,18,19
1463930,03/24/2015,,1,2,4,6,8,9,11,15,17,18
1463817,03/23/2015,,1,4,5,6,9,10,12,13,18,20
1463599,03/21/2015,,1,2,4,5,6,10,12,14,16,19
1463462,03/20/2015,,2,3,4,6,7,9,10,11,12,14
1463345,03/19/2015,,1,4,5,6,9,10,13,15,18,20
1463230,03/18/2015,,2,4,5,6,11,12,14,18,19,20
1463094,03/17/2015,,4,5,8,9,13,14,15,16,17,20
1462982,03/16/2015,,1,3,4,5,6,8,11,12,13,14
1462765,03/14/2015,,2,3,4,6,7,8,9,11,13,20
1462628,03/13/2015,,1,3,5,7,9,10,11,13,14,18
1462511,03/12/2015,,1,4,5,8,9,10,14,16,17,20
1462395,03/11/2015,,1,3,4,8,10,13,15,18,19,20
1462396,03/10/2015,,4,6,7,9,12,13,15,17,18,19
1462148,03/09/2015,,1,2,5,8,9,10,11,12,17,19
1461931,03/07/2015,,5,6,7,8,9,11,16,18,19,20
1461794,03/06/2015,,2,3,4,5,6,12,16,17,18,19
1461677,03/05/2015,,2,3,7,9,10,11,14,15,16,20
1461561,03/04/2015,,1,3,4,5,10,11,14,15,18,19
1461425,03/03/2015,,4,6,7,9,12,13,14,16,17,18
1461312,03/02/2015,,3,7,9,11,12,13,15,16,18,20
1461096,02/28/2015,,2,4,10,12,14,15,16,17,18,19
1460961,02/27/2015,,3,6,7,10,12,14,15,16,17,20
1460845,02/26/2015,,6,8,9,10,12,13,16,17,19,20
1460728,02/25/2015,,3,4,6,9,10,11,13,18,19,20
1460593,02/24/2015,,1,2,3,5,9,10,12,18,19,20
1460481,02/23/2015,,1,3,5,7,8,9,10,12,15,18
1460362,02/21/2015,,1,5,7,10,11,13,14,15,16,17
1460127,02/20/2015,,1,7,9,10,11,12,15,16,17,18
1460128,02/19/2015,,1,2,4,6,10,11,13,16,18,19
1459896,02/18/2015,,1,6,7,8,10,14,16,18,19,20
1459760,02/17/2015,,1,2,3,4,5,7,9,12,15,16
1459647,02/16/2015,,2,5,6,10,11,13,15,16,19,20
1459432,02/14/2015,,2,6,9,10,12,13,15,16,17,20
1459296,02/13/2015,,1,4,5,7,9,11,13,14,17,19
1459178,02/12/2015,,1,5,8,9,10,11,14,17,18,19
1459179,02/11/2015,,1,4,5,6,7,10,14,16,18,19
1458928,02/10/2015,,1,2,3,7,10,13,14,15,16,19
1458816,02/09/2015,,1,3,5,9,11,12,17,18,19,20
1458581,02/07/2015,,2,8,9,10,11,13,16,17,19,20
1458582,02/06/2015,,4,5,8,9,10,14,15,16,19,20
1458320,02/05/2015,,1,6,7,11,12,15,17,18,19,20
1458321,02/04/2015,,1,3,4,5,6,7,8,12,15,18
1458053,02/03/2015,,3,4,9,10,11,12,13,14,17,19
1457933,02/02/2015,,3,4,6,8,10,11,12,17,18,19
1457704,01/31/2015,,3,4,5,6,7,9,11,12,16,17
1457559,01/30/2015,,1,4,8,9,10,11,14,17,19,20
1457432,01/29/2015,,2,4,5,6,8,12,15,16,17,19
1457307,01/28/2015,,3,4,6,10,11,13,15,18,19,20
1457154,01/27/2015,,2,8,11,12,13,14,15,16,17,18
1457028,01/26/2015,,3,6,8,10,11,13,16,18,19,20
1456788,01/24/2015,,2,3,5,10,11,13,14,16,18,20
1456638,01/23/2015,,3,6,8,9,10,11,12,17,18,19
1456505,01/22/2015,,3,5,6,9,11,14,15,18,19,20
1456363,01/21/2015,,2,6,7,10,12,13,14,15,17,18
1456121,01/20/2015,,1,2,3,6,8,11,12,14,16,19
1456060,01/19/2015,,1,2,3,7,9,10,11,12,14,17
1455799,01/17/2015,,2,3,4,6,7,10,12,13,17,18
1455637,01/16/2015,,1,6,10,13,14,15,16,18,19,20
1455488,01/15/2015,,1,4,7,10,12,13,14,15,18,19
1455349,01/14/2015,,2,4,5,7,9,10,15,16,17,18
1455186,01/13/2015,,1,2,3,4,5,8,9,13,15,17
1455047,01/12/2015,,2,3,4,6,7,8,9,14,18,20
1454782,01/10/2015,,5,7,10,12,13,14,15,16,19,20
1454622,01/09/2015,,2,6,8,9,10,11,14,15,16,18
1454476,01/08/2015,,2,3,5,7,9,12,17,18,19,20
1454477,01/07/2015,,1,2,4,6,10,11,12,15,19,20
1454169,01/06/2015,,2,4,6,8,12,14,15,16,17,20
1453928,01/05/2015,,1,3,7,8,9,10,14,15,17,18
1453631,01/03/2015,,2,5,6,7,8,9,11,14,17,20
1453474,01/02/2015,,2,3,5,6,10,12,16,18,19,20
1453312,01/01/2015,,1,2,3,4,6,8,11,13,16,18
1453125,12/31/2014,,1,2,3,4,5,6,8,13,18,19
1452961,12/30/2014,,1,2,4,7,8,9,13,14,18,20
1452787,12/29/2014,,1,3,6,7,9,14,16,17,18,19
1452468,12/27/2014,,5,6,8,10,11,14,15,16,17,19
1452298,12/26/2014,,1,4,5,6,8,12,13,18,19,20
1452133,12/25/2014,,1,7,8,9,10,11,15,18,19,20
1451949,12/24/2014,,1,2,4,5,10,11,12,14,18,20
1451779,12/23/2014,,1,2,3,4,5,9,10,12,15,17
1451722,12/22/2014,,3,4,7,11,12,14,15,16,18,19
1451268,12/20/2014,,2,4,6,7,10,12,15,16,17,19
1451089,12/19/2014,,1,6,10,11,12,15,16,17,18,19
1450925,12/18/2014,,1,6,9,10,11,12,13,16,17,18
1450723,12/17/2014,,4,6,8,10,11,15,16,17,18,19
1450551,12/16/2014,,4,6,8,10,11,12,13,16,18,19
1450367,12/15/2014,,4,5,7,10,14,15,16,17,18,19
1450014,12/13/2014,,1,3,7,8,10,12,13,15,18,20
1449834,12/12/2014,,1,5,6,7,8,10,11,12,15,20
1449659,12/11/2014,,2,4,5,7,9,13,15,16,18,19
1449450,12/10/2014,,1,2,3,6,7,11,12,16,17,18
1449274,12/09/2014,,4,5,6,7,8,9,12,13,18,20
1449091,12/08/2014,,3,4,5,9,11,13,16,17,18,19
1448738,12/06/2014,,2,3,5,7,9,11,12,13,15,18
1448558,12/05/2014,,3,7,8,10,12,13,14,17,18,19
1448380,12/04/2014,,2,3,4,5,7,11,12,14,15,19
1448171,12/03/2014,,4,5,6,7,10,11,12,13,14,16
1447994,12/02/2014,,1,2,3,4,5,6,7,8,10,18
1447808,12/01/2014,,2,3,4,5,8,9,11,15,16,18
1447462,11/29/2014,,3,7,8,9,11,16,17,18,19,20
1447274,11/28/2014,,3,4,6,8,9,11,14,15,17,20
1447097,11/27/2014,,2,3,7,8,9,10,12,14,15,17
1446886,11/26/2014,,1,4,5,6,7,8,9,10,12,18
1446706,11/25/2014,,4,5,6,9,10,11,14,17,18,19
1446643,11/24/2014,,1,2,4,5,6,7,11,14,17,20
1446164,11/22/2014,,1,6,8,9,10,15,16,17,18,19
1445979,11/21/2014,,3,4,6,7,9,14,15,16,18,20
1445799,11/20/2014,,2,4,6,7,9,11,12,13,16,18
1445586,11/19/2014,,1,2,3,6,10,12,13,16,17,20
1445409,11/18/2014,,2,5,6,7,8,11,12,15,18,19
1445222,11/17/2014,,2,3,5,10,11,12,13,15,16,18
1444863,11/15/2014,,1,4,5,7,9,11,14,15,16,19
1444684,11/14/2014,,1,3,4,5,7,8,12,13,14,15
1444505,11/13/2014,,3,5,7,8,9,10,15,16,19,20
1444295,11/12/2014,,3,4,10,11,12,13,16,17,18,20
1444115,11/11/2014,,4,5,6,7,8,11,14,15,16,17
1443928,11/10/2014,,2,3,5,11,13,15,16,17,18,20
1443571,11/08/2014,,2,4,8,9,10,12,13,16,18,20
1443385,11/07/2014,,3,4,6,10,11,12,13,16,18,19
1443322,11/06/2014,,2,3,5,8,9,10,12,17,18,19
1442993,11/05/2014,,1,3,4,6,8,11,15,17,18,19
1442814,11/04/2014,,4,5,10,11,12,14,15,16,17,18
1442627,11/03/2014,,1,2,5,9,10,12,13,14,16,18
1442258,11/01/2014,,1,2,3,4,9,10,11,12,13,16
1442083,10/31/2014,,3,4,5,7,11,12,14,16,17,18
1441905,10/30/2014,,3,6,10,12,14,15,16,17,18,19
1441693,10/29/2014,,3,5,6,8,12,13,14,17,18,20
1441513,10/28/2014,,1,3,4,11,14,15,16,17,18,20
1441326,10/27/2014,,1,2,3,4,5,9,14,15,17,19
1440968,10/25/2014,,2,7,8,12,13,14,15,18,19,20
1440781,10/24/2014,,2,3,9,10,11,13,15,17,18,19
1440602,10/23/2014,,1,2,6,9,11,12,14,16,18,20
1440391,10/22/2014,,3,4,7,8,9,10,14,16,17,19
1440212,10/21/2014,,2,3,5,6,9,12,13,15,18,19
1440025,10/20/2014,,3,4,6,7,8,9,11,18,19,20
1439667,10/18/2014,,3,5,6,7,10,11,13,17,18,20
1439482,10/17/2014,,1,3,4,8,9,12,14,15,17,20
1439303,10/16/2014,,1,3,8,9,10,13,14,16,19,20
1439092,10/15/2014,,2,3,7,10,11,12,15,16,18,20
1438912,10/14/2014,,3,5,7,8,11,13,14,18,19,20
