1368849600,38,2,45,2,180,4,1368590400,Sat May 18 00:00:00 -0400 2013,16,1331790,29,2013-05-15 04:00:00 UTC
1368849600,40,3,41,€5,309,840.00,2,180,7,1368244800,Sat May 18 00:00:00 -0400 2013,31,1331791,32,2013-05-11 04:00:00 UTC
1368849600,30,4,42,7,180,6,1367985600,Sat May 18 00:00:00 -0400 2013,11,1331649,22,2013-05-08 04:00:00 UTC
1368849600,22,5,48,€14,245,792.70,8,180,7,1367640000,Sat May 18 00:00:00 -0400 2013,11,1329855,21,2013-05-04 04:00:00 UTC
1368849600,22,9,28,€895,861.20,5,180,12,1367380800,Sat May 18 00:00:00 -0400 2013,15,1329097,16,2013-05-01 04:00:00 UTC
1368849600,32,3,43,€1,880,001.00,41,180,10,1367035200,Sat May 18 00:00:00 -0400 2013,11,1328636,28,2013-04-27 04:00:00 UTC
1368849600,48,7,49,€840,302.40,9,180,14,1366776000,Sat May 18 00:00:00 -0400 2013,19,1327791,39,2013-04-24 04:00:00 UTC
1368849600,38,6,48,€1,783,607.40,10,180,28,1366430400,Sat May 18 00:00:00 -0400 2013,31,1327200,36,2013-04-20 04:00:00 UTC
1368849600,38,9,45,€920,071.40,20,180,24,1366171200,Sat May 18 00:00:00 -0400 2013,35,1326404,37,2013-04-17 04:00:00 UTC
1368849600,35,10,45,€1,779,942.00,4,180,15,1365825600,Sat May 18 00:00:00 -0400 2013,26,1325776,28,2013-04-13 04:00:00 UTC
1368849600,43,26,45,€826,771.50,16,180,27,1365566400,Sat May 18 00:00:00 -0400 2013,31,1325037,32,2013-04-10 04:00:00 UTC
1368849600,32,5,34,€3,325,873.50,35,180,7,1365220800,Sat May 18 00:00:00 -0400 2013,17,1324377,30,2013-04-06 04:00:00 UTC
1368849600,31,16,38,24,180,21,1364961600,Sat May 18 00:00:00 -0400 2013,23,1323625,29,2013-04-03 04:00:00 UTC
1368849600,39,7,46,€1,983,936.50,8,180,30,1364616000,Sat May 18 00:00:00 -0400 2013,31,1323008,35,2013-03-30 04:00:00 UTC
1368849600,21,1,38,€921,097.00,7,180,2,1364356800,Sat May 18 00:00:00 -0400 2013,3,1322211,13,2013-03-27 04:00:00 UTC
1368849600,41,9,49,€1,861,980.60,10,180,16,1364011200,Sat May 18 00:00:00 -0400 2013,30,1321628,37,2013-03-23 04:00:00 UTC
1368849600,35,5,37,€865,172.10,4,180,10,1363752000,Sat May 18 00:00:00 -0400 2013,17,1320835,24,2013-03-20 04:00:00 UTC
1368849600,39,4,42,€1,830,686.80,45,180,10,1363406400,Sat May 18 00:00:00 -0400 2013,17,1320836,34,2013-03-16 04:00:00 UTC
1368849600,38,3,46,€864,087.10,34,180,26,1363147200,Sat May 18 00:00:00 -0400 2013,29,1319409,32,2013-03-13 04:00:00 UTC
1368849600,39,2,47,€2,356,682.00,16,180,12,1362805200,Sat May 18 00:00:00 -0400 2013,14,1318625,20,2013-03-09 05:00:00 UTC
1368849600,15,2,29,€1,222,287.00,41,180,6,1362546000,Sat May 18 00:00:00 -0400 2013,10,1317874,14,2013-03-06 05:00:00 UTC
1368849600,45,2,48,€2,159,087.70,27,180,4,1362200400,Sat May 18 00:00:00 -0400 2013,14,1317191,17,2013-03-02 05:00:00 UTC
1368849600,28,5,33,€1,063,547.40,10,180,6,1361941200,Sat May 18 00:00:00 -0400 2013,16,1316380,25,2013-02-27 05:00:00 UTC
1368849600,46,17,49,€1,983,912.40,47,180,26,1361595600,Sat May 18 00:00:00 -0400 2013,35,1315738,44,2013-02-23 05:00:00 UTC
1368849600,36,5,45,€971,414.00,47,180,6,1361336400,Sat May 18 00:00:00 -0400 2013,20,1314915,27,2013-02-20 05:00:00 UTC
1368849600,33,6,39,€2,761,358.50,18,180,22,1360990800,Sat May 18 00:00:00 -0400 2013,23,1314279,24,2013-02-16 05:00:00 UTC
1368849600,15,4,38,26,180,6,1360731600,Sat May 18 00:00:00 -0400 2013,11,1313466,14,2013-02-13 05:00:00 UTC
1368849600,29,5,47,€1,810,516.40,25,180,20,1360386000,Sat May 18 00:00:00 -0400 2013,22,1312832,26,2013-02-09 05:00:00 UTC
1368849600,31,7,32,€829,636.00,22,180,14,1360126800,Sat May 18 00:00:00 -0400 2013,16,1312019,24,2013-02-06 05:00:00 UTC
1368849600,34,2,44,€1,796,148.50,40,180,4,1359781200,Sat May 18 00:00:00 -0400 2013,17,1311378,28,2013-02-02 05:00:00 UTC
1368849600,27,2,36,19,180,4,1359522000,Sat May 18 00:00:00 -0400 2013,5,1310565,26,2013-01-30 05:00:00 UTC
1368849600,36,12,37,18,180,28,1359176400,Sat May 18 00:00:00 -0400 2013,31,1309970,33,2013-01-26 05:00:00 UTC
1368849600,22,3,28,€938,557.80,7,180,4,1358917200,Sat May 18 00:00:00 -0400 2013,8,1309118,12,2013-01-23 05:00:00 UTC
1368849600,45,23,47,€1,864,639.70,6,180,27,1358571600,Sat May 18 00:00:00 -0400 2013,28,1308478,39,2013-01-19 05:00:00 UTC
1368849600,18,3,26,€855,684.20,41,180,8,1358312400,Sat May 18 00:00:00 -0400 2013,11,1307625,14,2013-01-16 05:00:00 UTC
1368849600,43,7,48,€1,825,968.00,38,180,10,1357966800,Sat May 18 00:00:00 -0400 2013,11,1307033,15,2013-01-12 05:00:00 UTC
1368849600,36,6,43,€832,356.40,18,180,7,1357707600,Sat May 18 00:00:00 -0400 2013,22,1306265,26,2013-01-09 05:00:00 UTC
1368849600,47,22,49,€1,795,586.50,43,180,26,1357362000,Sat May 18 00:00:00 -0400 2013,39,1305578,45,2013-01-05 05:00:00 UTC
1368849600,41,3,44,€831,350.60,40,180,18,1357102800,Sat May 18 00:00:00 -0400 2013,21,1304763,36,2013-01-02 05:00:00 UTC
1368849600,38,11,43,€2,606,648.80,29,180,25,1356757200,Sat May 18 00:00:00 -0400 2013,31,1304125,35,2012-12-29 05:00:00 UTC
1368849600,36,3,43,€963,158.20,21,180,10,1356498000,Sat May 18 00:00:00 -0400 2013,13,1302987,34,2012-12-26 05:00:00 UTC
1368849600,44,11,49,€1,933,207.60,45,180,23,1356152400,Sat May 18 00:00:00 -0400 2013,32,1302287,38,2012-12-22 05:00:00 UTC
1368849600,40,25,43,€834,615.60,45,180,27,1355893200,Sat May 18 00:00:00 -0400 2013,32,1301509,36,2012-12-19 05:00:00 UTC
1368849600,31,4,40,€1,956,988.00,19,180,25,1355547600,Sat May 18 00:00:00 -0400 2013,27,1300748,30,2012-12-15 05:00:00 UTC
1368849600,15,1,33,€887,557.90,35,180,8,1355288400,Sat May 18 00:00:00 -0400 2013,10,1299779,11,2012-12-12 05:00:00 UTC
1368849600,42,15,48,€1,904,301.00,31,180,19,1354942800,Sat May 18 00:00:00 -0400 2013,27,1299588,34,2012-12-08 05:00:00 UTC
1368849600,36,20,38,€881,424.00,28,180,23,1354683600,Sat May 18 00:00:00 -0400 2013,24,1298052,27,2012-12-05 05:00:00 UTC
1368849600,23,2,45,€1,807,805.70,1,180,3,1354338000,Sat May 18 00:00:00 -0400 2013,4,1297157,6,2012-12-01 05:00:00 UTC
1368849600,42,11,45,€774,764.70,46,180,21,1354078800,Sat May 18 00:00:00 -0400 2013,26,1295744,40,2012-11-28 05:00:00 UTC
1368849600,32,2,48,€1,765,882.80,31,180,12,1353733200,Sat May 18 00:00:00 -0400 2013,23,1294698,28,2012-11-24 05:00:00 UTC
1368849600,27,1,29,€785,598.60,19,180,9,1353474000,Sat May 18 00:00:00 -0400 2013,10,1293418,24,2012-11-21 05:00:00 UTC
1368849600,32,5,36,€2,615,238.60,35,180,7,1353128400,Sat May 18 00:00:00 -0400 2013,15,1292389,24,2012-11-17 05:00:00 UTC
1368849600,34,2,45,42,180,9,1352869200,Sat May 18 00:00:00 -0400 2013,11,1292054,17,2012-11-14 05:00:00 UTC
1368849600,38,2,49,€2,038,104.60,14,180,3,1352523600,Sat May 18 00:00:00 -0400 2013,25,1290012,28,2012-11-10 05:00:00 UTC
1368849600,46,2,47,€988,206.80,11,180,6,1352264400,Sat May 18 00:00:00 -0400 2013,21,1288615,31,2012-11-07 05:00:00 UTC
1368849600,43,7,46,€1,916,144.10,16,180,8,1351915200,Sat May 18 00:00:00 -0400 2013,26,1287611,42,2012-11-03 04:00:00 UTC
1368849600,34,3,49,€889,690.50,37,180,8,1351656000,Sat May 18 00:00:00 -0400 2013,13,1285257,30,2012-10-31 04:00:00 UTC
1368849600,44,11,46,€1,786,096.80,8,180,23,1351310400,Sat May 18 00:00:00 -0400 2013,33,1283837,39,2012-10-27 04:00:00 UTC
1368849600,39,6,44,€811,563.80,12,180,14,1351051200,Sat May 18 00:00:00 -0400 2013,18,1282756,33,2012-10-24 04:00:00 UTC
1368849600,26,6,33,€1,751,463.40,17,180,8,1350705600,Sat May 18 00:00:00 -0400 2013,11,1281610,15,2012-10-20 04:00:00 UTC
1368849600,46,5,47,€873,675.60,3,180,10,1350446400,Sat May 18 00:00:00 -0400 2013,12,1279744,14,2012-10-17 04:00:00 UTC
1368849600,42,9,43,€2,641,132.90,20,180,10,1350100800,Sat May 18 00:00:00 -0400 2013,36,1279745,37,2012-10-13 04:00:00 UTC
1368849600,43,13,48,11,180,15,1349841600,Sat May 18 00:00:00 -0400 2013,28,1279746,38,2012-10-10 04:00:00 UTC
1368849600,44,8,46,€1,786,276.80,40,180,20,1349496000,Sat May 18 00:00:00 -0400 2013,22,1279747,34,2012-10-06 04:00:00 UTC
1368849600,48,13,49,€3,760,891.70,29,180,28,1349236800,Sat May 18 00:00:00 -0400 2013,35,1275677,46,2012-10-03 04:00:00 UTC
1368849600,39,1,41,47,180,4,1348891200,Sat May 18 00:00:00 -0400 2013,20,1274722,34,2012-09-29 04:00:00 UTC
1368849600,40,10,47,4,180,12,1348632000,Sat May 18 00:00:00 -0400 2013,14,1273186,29,2012-09-26 04:00:00 UTC
1368849600,48,7,49,€1,796,500.20,1,180,24,1348286400,Sat May 18 00:00:00 -0400 2013,40,1272563,41,2012-09-22 04:00:00 UTC
1368849600,31,1,44,€815,704.20,12,180,11,1348027200,Sat May 18 00:00:00 -0400 2013,16,1272564,20,2012-09-19 04:00:00 UTC
1368849600,41,6,48,€1,810,605.60,23,180,8,1347681600,Sat May 18 00:00:00 -0400 2013,9,1272565,34,2012-09-15 04:00:00 UTC
1368849600,39,8,49,€778,196.10,11,180,19,1347422400,Sat May 18 00:00:00 -0400 2013,26,1211314,36,2012-09-12 04:00:00 UTC
1368849600,39,8,49,€778,196.10,11,180,19,1347408000,Sat May 18 00:00:00 -0400 2013,26,1056573,36,2012-09-12 00:00:00 UTC
1368849600,48,19,49,€1,773,489.00,4,180,38,1347076800,Sat May 18 00:00:00 -0400 2013,39,1211315,41,2012-09-08 04:00:00 UTC
1368849600,48,19,49,€1,773,489.00,4,180,38,1347062400,Sat May 18 00:00:00 -0400 2013,39,1056574,41,2012-09-08 00:00:00 UTC
1368849600,37,4,44,€803,398.80,38,180,7,1346824800,Sat May 18 00:00:00 -0400 2013,18,1040686,24,2012-09-05 06:00:00 UTC
1368849600,37,4,44,€803,398.80,38,180,7,1346817600,Sat May 18 00:00:00 -0400 2013,18,1211316,24,2012-09-05 04:00:00 UTC
1368849600,37,4,44,€803,398.80,38,180,7,1346803200,Sat May 18 00:00:00 -0400 2013,18,1056575,24,2012-09-05 00:00:00 UTC
1368849600,26,3,48,€1,980,158.00,22,180,6,1346479200,Sat May 18 00:00:00 -0400 2013,7,1039933,16,2012-09-01 06:00:00 UTC
