1462342,03/11/2015, $500,000,5,11,12,14,16,17,21,22,24,29,34,36,38,45,56,60,69,70,73,78
1462217,03/10/2015, $500,000,7,8,9,12,18,19,20,35,38,39,46,47,48,49,55,62,65,69,70,71
1462102,03/09/2015, $500,000,12,13,17,20,24,34,37,39,46,54,57,62,69,71,72,74,77,78,79,80
1461996,03/08/2015, $500,000,6,9,11,12,13,19,21,24,26,31,36,42,43,55,56,57,63,71,78,79
1461876,03/07/2015, $500,000,3,4,5,12,17,18,19,21,23,26,32,33,38,41,43,44,46,53,63,79
1461749,03/06/2015, $500,000,1,10,12,22,25,34,39,43,45,46,58,59,61,63,69,73,74,77,78,79
1461633,03/05/2015, $500,000,4,6,11,13,14,21,23,24,28,35,36,38,40,44,48,54,56,58,61,67
1461508,03/04/2015, $500,000,1,2,6,7,8,11,15,17,22,31,56,57,58,60,65,66,70,71,73,77
1461383,03/03/2015, $500,000,3,6,15,16,20,24,26,27,29,30,41,42,44,51,56,57,59,63,69,71
1461264,03/02/2015, $500,000,3,5,6,7,8,10,12,17,28,33,37,40,42,45,54,55,64,70,73,79
1461159,03/01/2015, $500,000,2,4,7,11,13,20,21,23,27,29,32,36,42,50,51,56,60,63,76,79
1461042,02/28/2015, $500,000,2,5,8,11,21,23,25,29,32,39,41,46,50,56,57,62,66,68,71,80
1460917,02/27/2015, $500,000,13,16,17,19,20,26,29,36,38,42,44,50,53,54,55,58,61,74,75,77
1460800,02/26/2015, $500,000,1,4,12,13,15,26,27,28,29,30,38,39,40,44,47,60,62,70,72,73
1460676,02/25/2015, $500,000,5,20,22,25,26,28,30,33,34,35,36,37,46,54,60,61,65,70,75,78
1460551,02/24/2015, $500,000,5,6,8,16,18,21,28,37,43,52,55,57,59,61,67,71,72,73,79,80
1460434,02/23/2015, $500,000,13,16,19,25,27,30,34,35,38,40,41,44,49,58,61,73,74,76,78,79
1460328,02/22/2015, $500,000,7,8,10,12,24,25,29,34,35,36,39,40,43,45,48,55,65,68,69,78
1460210,02/21/2015, $500,000,1,2,3,4,6,7,9,12,21,35,37,43,46,47,56,60,65,74,76,80
1460051,02/20/2015, $500,000,11,14,18,24,25,29,33,35,37,41,47,50,54,57,58,59,65,70,73,76
1459967,02/19/2015, $500,000,11,17,20,22,23,28,30,33,34,37,40,41,45,55,57,61,64,65,68,70
1459843,02/18/2015, $500,000,2,3,5,10,13,15,17,26,38,39,41,43,45,53,54,58,63,65,66,73
1459718,02/17/2015, $500,000,1,5,10,12,15,23,31,36,40,41,45,51,53,54,60,61,64,66,72,79
1459600,02/16/2015, $500,000,3,6,9,10,13,18,19,25,27,32,43,44,50,53,56,62,66,74,76,80
1459494,02/15/2015, $500,000,1,6,13,19,21,23,27,31,34,45,48,53,57,62,63,67,76,78,79,80
1459377,02/14/2015, $500,000,3,4,12,22,28,29,31,41,42,46,50,54,55,56,57,62,66,67,71,74
1459251,02/13/2015, $500,000,5,9,10,13,17,19,21,23,25,27,30,37,44,46,55,56,62,68,73,77
1459096,02/12/2015, $500,000,3,6,13,18,21,22,29,31,36,42,46,53,55,60,63,66,68,74,75,79
1458999,02/11/2015, $500,000,1,2,13,17,23,24,26,34,36,40,43,50,51,53,57,60,61,73,74,77
1458886,02/10/2015, $500,000,1,2,5,7,11,20,28,40,45,46,52,56,58,60,63,64,68,74,75,77
1458769,02/09/2015, $500,000,1,8,10,11,13,14,20,29,30,33,37,39,44,47,49,53,56,57,78,79
1458653,02/08/2015, $500,000,4,6,7,8,15,21,25,28,32,39,45,46,53,55,59,61,63,69,75,80
1458529,02/07/2015, $500,000,4,9,10,11,12,17,19,27,30,37,40,43,44,52,53,54,57,66,68,79
1458397,02/06/2015, $500,000,1,4,5,13,19,20,21,22,24,47,49,50,63,64,65,66,67,69,73,79
1458236,02/05/2015, $500,000,2,5,11,16,21,23,27,32,38,46,48,57,59,60,64,70,73,76,79,80
1458142,02/04/2015, $500,000,1,4,8,16,21,23,25,30,36,39,40,42,45,56,58,61,66,76,79,80
1458008,02/03/2015, $500,000,7,10,15,25,26,27,30,32,39,40,44,49,60,67,68,70,72,73,75,76
1457883,02/02/2015, $500,000,5,10,16,18,21,23,25,28,35,36,39,41,44,51,62,63,65,68,72,77
1457772,02/01/2015, $500,000,1,2,4,6,12,13,17,20,21,22,28,35,45,49,59,64,66,67,70,78
1457646,01/31/2015, $500,000,4,7,15,20,21,28,32,39,43,48,50,53,54,61,63,65,68,70,71,73
1457509,01/30/2015, $500,000,3,5,8,12,13,15,18,23,26,29,32,42,56,58,59,61,69,74,75,77
1457382,01/29/2015, $500,000,3,8,11,16,18,20,34,36,37,45,46,48,51,55,57,60,64,66,75,78
1457243,01/28/2015, $500,000,4,11,15,17,28,34,39,40,41,46,50,53,58,61,62,65,69,73,76,78
1457103,01/27/2015, $500,000,2,3,11,12,13,16,19,25,36,37,39,40,43,46,48,52,56,58,77,80
1456973,01/26/2015, $500,000,1,2,3,10,12,14,15,23,33,47,51,56,60,61,69,71,75,77,78,79
1456853,01/25/2015, $500,000,7,11,13,18,21,22,23,26,27,28,31,34,47,49,54,65,72,74,76,77
1456725,01/24/2015, $500,000,6,7,8,11,16,18,26,31,33,36,40,43,49,52,57,59,60,69,73,74
1456581,01/23/2015, $500,000,17,20,25,28,29,34,35,41,43,52,54,60,63,66,67,72,73,74,76,77
1456445,01/22/2015, $500,000,3,7,11,12,16,17,24,25,34,38,52,55,57,60,65,66,69,70,76,77
1456254,01/21/2015, $500,000,1,5,6,9,17,26,30,38,40,43,51,52,54,59,62,71,73,76,78,80
1456255,01/20/2015, $500,000,12,13,26,32,35,37,39,41,48,49,52,54,55,56,64,65,70,71,72,77
1455998,01/19/2015, $500,000,3,9,10,12,18,24,26,33,43,45,49,56,57,59,60,62,71,75,79,80
1455871,01/18/2015, $500,000,2,4,13,17,20,25,31,34,38,42,46,50,56,57,65,68,71,74,75,77
1455730,01/17/2015, $500,000,1,4,9,10,20,24,25,34,46,51,60,62,63,64,69,70,71,74,75,77
1455574,01/16/2015, $500,000,10,16,25,28,30,38,40,41,43,45,46,47,49,55,57,62,63,69,72,79
1455428,01/15/2015, $500,000,1,3,11,12,13,14,20,21,23,25,29,31,40,41,46,52,58,68,70,73
1455280,01/14/2015, $500,000,3,7,11,12,14,18,26,29,30,32,35,37,42,43,51,53,56,57,58,63
1455128,01/13/2015, $500,000,4,13,18,21,23,31,38,42,44,45,46,51,52,57,58,67,72,74,75,79
1454984,01/12/2015, $500,000,1,7,9,12,16,17,25,33,36,37,39,45,47,51,59,61,63,66,72,75
1454856,01/11/2015, $500,000,1,13,17,19,23,31,38,39,48,55,57,59,61,64,69,70,71,73,78,80
1454711,01/10/2015, $500,000,15,16,20,21,22,31,33,35,37,39,40,42,43,55,59,61,63,70,72,80
1454560,01/09/2015, $500,000,2,3,4,6,8,11,17,20,21,25,27,30,38,46,53,61,66,67,78,80
1454345,01/08/2015, $500,000,2,14,20,26,28,30,35,37,41,46,51,53,55,59,60,61,68,72,73,76
1454346,01/07/2015, $500,000,2,9,14,16,18,27,34,35,38,46,49,50,52,53,55,65,71,72,75,80
1454114,01/06/2015, $500,000,1,3,4,9,11,14,17,18,24,27,34,40,41,47,52,57,60,64,66,70
1453985,01/05/2015, $500,000,9,12,21,23,27,30,37,41,44,46,58,59,69,70,71,72,74,75,76,78
1453839,01/04/2015, $500,000,9,10,12,20,30,31,35,39,44,45,46,54,55,58,64,69,72,76,79,80
1453677,01/03/2015, $500,000,3,7,16,19,20,22,24,29,34,40,45,51,53,57,59,63,69,70,74,78
1453536,01/02/2015, $500,000,2,4,5,6,15,20,22,23,29,31,37,47,49,50,53,55,59,60,70,77
1453368,01/01/2015, $500,000,4,5,6,9,10,14,20,24,36,37,39,46,47,60,62,67,68,69,73,78
1453193,12/31/2014, $500,000,4,6,7,15,20,21,22,38,48,49,50,53,57,60,61,62,63,68,71,73
1453015,12/30/2014, $500,000,6,9,10,21,23,34,37,44,49,51,53,58,62,63,65,66,73,75,76,78
1452842,12/29/2014, $500,000,3,4,10,18,20,26,27,28,31,35,39,44,51,58,61,66,71,72,73,80
1452694,12/28/2014, $500,000,8,15,24,25,29,30,36,41,44,48,59,60,63,68,70,72,76,77,78,80
1452531,12/27/2014, $500,000,1,6,11,12,13,19,29,32,34,36,38,56,58,59,64,67,70,71,76,78
1452356,12/26/2014, $500,000,5,11,12,19,20,24,25,27,29,34,36,38,43,52,54,57,71,73,76,77
1452193,12/25/2014, $500,000,9,10,13,14,17,24,29,32,36,38,41,47,48,54,57,60,61,63,70,78
1452024,12/24/2014, $500,000,2,6,8,12,16,23,24,29,30,33,36,37,53,57,64,66,67,70,78,80
1451839,12/23/2014, $500,000,1,6,15,17,20,23,25,32,38,41,42,50,54,55,62,68,70,74,75,80
1451665,12/22/2014, $500,000,1,2,5,11,22,23,25,27,31,45,46,51,56,58,61,63,69,71,75,80
1451504,12/21/2014, $500,000,3,6,7,8,9,10,15,24,26,28,30,31,39,42,53,57,62,67,69,78
1451340,12/20/2014, $500,000,1,4,5,7,8,18,19,22,26,28,41,46,47,50,56,61,65,67,76,78
1451152,12/19/2014, $500,000,1,12,14,16,25,26,31,36,39,41,45,47,48,53,57,58,62,72,73,75
1450981,12/18/2014, $500,000,5,6,9,12,14,15,17,28,34,36,44,50,52,57,58,62,65,69,71,80
1450798,12/17/2014, $500,000,1,8,11,12,15,16,28,36,38,44,47,50,58,59,60,65,75,76,79,80
1450613,12/16/2014, $500,000,4,6,14,19,20,27,28,29,33,41,43,46,47,51,59,61,62,69,73,78
