1368849600,38,12,48,€1,841,769.92,32,198,18,1368676800,Sat May 18 00:00:00 -0400 2013,24,1331831,28,2013-05-16 04:00:00 UTC
1368849600,26,9,42,29,198,14,1368244800,Sat May 18 00:00:00 -0400 2013,21,1330975,25,2013-05-11 04:00:00 UTC
1368849600,45,12,46,€1,918,657.74,7,198,15,1368072000,Sat May 18 00:00:00 -0400 2013,16,1330445,44,2013-05-09 04:00:00 UTC
1368849600,37,2,40,36,198,10,1367640000,Sat May 18 00:00:00 -0400 2013,12,1329703,21,2013-05-04 04:00:00 UTC
1368849600,40,8,42,€1,876,604.18,35,198,16,1367467200,Sat May 18 00:00:00 -0400 2013,21,1329098,32,2013-05-02 04:00:00 UTC
1368849600,23,1,36,€1,626,086.52,15,198,6,1367035200,Sat May 18 00:00:00 -0400 2013,10,1328317,16,2013-04-27 04:00:00 UTC
1368849600,35,4,47,15,198,5,1366862400,Sat May 18 00:00:00 -0400 2013,21,1327792,32,2013-04-25 04:00:00 UTC
1368849600,35,4,48,€1,661,079.40,38,198,10,1366430400,Sat May 18 00:00:00 -0400 2013,17,1326972,22,2013-04-20 04:00:00 UTC
1368849600,38,6,40,47,198,22,1366257600,Sat May 18 00:00:00 -0400 2013,29,1326405,32,2013-04-18 04:00:00 UTC
1368849600,38,9,46,32,198,12,1365825600,Sat May 18 00:00:00 -0400 2013,14,1325632,16,2013-04-13 04:00:00 UTC
1368849600,33,4,40,€1,805,150.82,11,198,6,1365652800,Sat May 18 00:00:00 -0400 2013,21,1325038,26,2013-04-11 04:00:00 UTC
1368849600,38,1,43,28,198,16,1365220800,Sat May 18 00:00:00 -0400 2013,20,1324220,30,2013-04-06 04:00:00 UTC
1368849600,29,1,31,€1,543,540.92,14,198,3,1365048000,Sat May 18 00:00:00 -0400 2013,9,1323626,11,2013-04-04 04:00:00 UTC
1368849600,29,1,39,25,198,9,1364616000,Sat May 18 00:00:00 -0400 2013,13,1322720,24,2013-03-30 04:00:00 UTC
1368849600,39,13,45,€1,506,223.82,26,198,15,1364443200,Sat May 18 00:00:00 -0400 2013,18,1322212,33,2013-03-28 04:00:00 UTC
1368849600,41,16,42,€1,837,563.20,33,198,17,1364011200,Sat May 18 00:00:00 -0400 2013,31,1321436,32,2013-03-23 04:00:00 UTC
1368849600,37,7,44,€1,339,275.82,6,198,13,1363838400,Sat May 18 00:00:00 -0400 2013,15,1320839,27,2013-03-21 04:00:00 UTC
1368849600,15,1,17,€1,213,499.34,31,198,7,1363406400,Sat May 18 00:00:00 -0400 2013,12,1320840,13,2013-03-16 04:00:00 UTC
1368849600,39,10,45,17,198,15,1363233600,Sat May 18 00:00:00 -0400 2013,24,1319410,30,2013-03-14 04:00:00 UTC
1368849600,28,5,44,€1,536,042.56,40,198,8,1362805200,Sat May 18 00:00:00 -0400 2013,22,1318626,24,2013-03-09 05:00:00 UTC
1368849600,37,23,48,€1,853,656.24,19,198,25,1362632400,Sat May 18 00:00:00 -0400 2013,29,1317875,36,2013-03-07 05:00:00 UTC
1368849600,18,4,39,32,198,6,1362200400,Sat May 18 00:00:00 -0400 2013,7,1316992,12,2013-03-02 05:00:00 UTC
1368849600,27,14,29,28,198,22,1362027600,Sat May 18 00:00:00 -0400 2013,23,1316381,26,2013-02-28 05:00:00 UTC
1368849600,45,6,46,€1,756,618.54,28,198,16,1361595600,Sat May 18 00:00:00 -0400 2013,38,1315537,44,2013-02-23 05:00:00 UTC
1368849600,38,13,41,€1,764,359.00,15,198,14,1361422800,Sat May 18 00:00:00 -0400 2013,17,1314916,36,2013-02-21 05:00:00 UTC
1368849600,30,4,41,29,198,15,1360990800,Sat May 18 00:00:00 -0400 2013,16,1314079,22,2013-02-16 05:00:00 UTC
1368849600,35,1,39,€1,819,053.00,46,198,2,1360818000,Sat May 18 00:00:00 -0400 2013,22,1313467,34,2013-02-14 05:00:00 UTC
1368849600,43,1,44,€1,506,598.86,23,198,3,1360386000,Sat May 18 00:00:00 -0400 2013,15,1312632,24,2013-02-09 05:00:00 UTC
1368849600,44,2,47,€1,547,739.63,48,198,6,1360213200,Sat May 18 00:00:00 -0400 2013,12,1312065,24,2013-02-07 05:00:00 UTC
1368849600,34,7,47,€1,721,811.38,6,198,8,1359781200,Sat May 18 00:00:00 -0400 2013,31,1311179,33,2013-02-02 05:00:00 UTC
1368849600,32,3,49,€1,543,462.68,27,198,9,1359608400,Sat May 18 00:00:00 -0400 2013,13,1310566,24,2013-01-31 05:00:00 UTC
1368849600,36,10,47,18,198,22,1359176400,Sat May 18 00:00:00 -0400 2013,32,1309972,35,2013-01-26 05:00:00 UTC
1368849600,31,1,43,€1,712,050.88,6,198,16,1359003600,Sat May 18 00:00:00 -0400 2013,24,1309119,29,2013-01-24 05:00:00 UTC
1368849600,37,5,44,€1,622,741.04,1,198,8,1358571600,Sat May 18 00:00:00 -0400 2013,25,1308282,34,2013-01-19 05:00:00 UTC
1368849600,43,1,49,€1,778,330.94,10,198,23,1358398800,Sat May 18 00:00:00 -0400 2013,30,1307626,41,2013-01-17 05:00:00 UTC
1368849600,29,2,37,€1,922,173.12,1,198,3,1357966800,Sat May 18 00:00:00 -0400 2013,19,1306833,20,2013-01-12 05:00:00 UTC
1368849600,44,29,46,€2,232,134.66,26,198,32,1357794000,Sat May 18 00:00:00 -0400 2013,34,1306266,42,2013-01-10 05:00:00 UTC
1368849600,38,1,48,€1,764,143.44,26,198,4,1357362000,Sat May 18 00:00:00 -0400 2013,9,1305374,11,2013-01-05 05:00:00 UTC
1368849600,34,3,38,€1,663,093.98,16,198,15,1357189200,Sat May 18 00:00:00 -0400 2013,23,1304764,26,2013-01-03 05:00:00 UTC
1368849600,21,2,38,12,198,3,1356757200,Sat May 18 00:00:00 -0400 2013,7,1303915,10,2012-12-29 05:00:00 UTC
1368849600,43,2,49,47,198,5,1356584400,Sat May 18 00:00:00 -0400 2013,31,1303360,33,2012-12-27 05:00:00 UTC
1368849600,35,2,40,€1,887,937.66,48,198,27,1356152400,Sat May 18 00:00:00 -0400 2013,29,1302241,34,2012-12-22 05:00:00 UTC
1368849600,47,12,49,38,198,21,1355979600,Sat May 18 00:00:00 -0400 2013,22,1301510,36,2012-12-20 05:00:00 UTC
1368849600,37,4,44,€1,854,015.88,14,198,8,1355547600,Sat May 18 00:00:00 -0400 2013,34,1300509,36,2012-12-15 05:00:00 UTC
1368849600,41,13,43,€1,874,726.12,25,198,15,1355374800,Sat May 18 00:00:00 -0400 2013,26,1299780,39,2012-12-13 05:00:00 UTC
1368849600,33,7,37,39,198,8,1354942800,Sat May 18 00:00:00 -0400 2013,17,1298825,21,2012-12-08 05:00:00 UTC
1368849600,15,4,29,44,198,10,1354770000,Sat May 18 00:00:00 -0400 2013,12,1298053,14,2012-12-06 05:00:00 UTC
1368849600,30,6,31,€1,680,853.50,21,198,19,1354338000,Sat May 18 00:00:00 -0400 2013,22,1296824,24,2012-12-01 05:00:00 UTC
1368849600,23,2,41,35,198,11,1354165200,Sat May 18 00:00:00 -0400 2013,16,1295745,20,2012-11-29 05:00:00 UTC
1368849600,22,8,32,€1,633,461.64,43,198,9,1353733200,Sat May 18 00:00:00 -0400 2013,14,1294426,19,2012-11-24 05:00:00 UTC
1368849600,45,10,47,6,198,17,1353560400,Sat May 18 00:00:00 -0400 2013,18,1293419,42,2012-11-22 05:00:00 UTC
1368849600,42,1,49,€1,664,468.64,38,198,6,1353128400,Sat May 18 00:00:00 -0400 2013,10,1292056,30,2012-11-17 05:00:00 UTC
1368849600,33,9,47,40,198,18,1352955600,Sat May 18 00:00:00 -0400 2013,20,1291168,29,2012-11-15 05:00:00 UTC
1368849600,21,3,46,€1,485,406.12,29,198,10,1352523600,Sat May 18 00:00:00 -0400 2013,12,1289681,15,2012-11-10 05:00:00 UTC
